time_s,row,col,cx_m,cy_m,elevation_deg,in_footprint,path_loss_dB,beam_gain_dB,snr_dB,sinr_dB
0.500000,3,4,56568.542,28284.271,54.0722,1,180.1475,44.7106,5.4050,-5.6137
0.500000,4,0,-56568.542,56568.542,54.0722,1,180.7608,36.1428,-3.7760,-7.0713
0.500000,4,1,-28284.271,56568.542,54.0722,1,180.6371,37.5058,-2.2893,-6.7717
0.500000,4,2,0.000,56568.542,54.0722,1,180.5216,39.0937,-0.5859,-5.2805
0.500000,4,3,28284.271,56568.542,54.0722,1,180.4149,38.0442,-1.5287,-6.3380
0.500000,4,4,56568.542,56568.542,54.0722,1,180.3176,36.1666,-3.3090,-7.8473
0.600000,0,0,-56568.542,-56568.542,54.1100,1,180.1815,35.2162,-4.1233,-8.7330
0.600000,0,1,-28284.271,-56568.542,54.1100,1,180.0012,36.4088,-2.7504,-7.1762
0.600000,0,2,0.000,-56568.542,54.1100,1,179.8697,37.8030,-1.2248,-5.2859
0.600000,0,3,28284.271,-56568.542,54.1100,1,179.7477,34.6219,-4.2838,-8.3889
0.600000,0,4,56568.542,-56568.542,54.1100,1,179.6362,32.3933,-6.4009,-9.5038
0.600000,1,0,-56568.542,-28284.271,54.1100,1,180.3142,45.5970,6.1247,-5.2452
0.600000,1,1,-28284.271,-28284.271,54.1100,1,180.1780,45.2262,5.8902,-6.6811
0.600000,1,2,0.000,-28284.271,54.1100,1,180.0103,46.0685,6.9001,-5.4958
0.600000,1,3,28284.271,-28284.271,54.1100,1,179.8920,45.7697,6.7196,-4.9769
0.600000,1,4,56568.542,-28284.271,54.1100,1,179.7840,43.1658,4.2238,-6.7275
0.600000,2,0,-56568.542,0.000,54.1100,1,180.4549,47.5526,7.9396,-6.1707
0.600000,2,1,-28284.271,0.000,54.1100,1,180.3228,47.6511,8.1703,-6.8742
0.600000,2,2,0.000,0.000,54.1100,1,180.1991,47.7125,8.3554,-7.0275
0.600000,2,3,28284.271,0.000,54.1100,1,180.0446,47.5840,8.3814,-6.8605
0.600000,2,4,56568.542,0.000,54.1100,1,179.9401,46.9987,7.9006,-6.4915
0.600000,3,0,-56568.542,28284.271,54.1100,1,180.6027,44.2179,4.4571,-6.5967
0.600000,3,1,-28284.271,28284.271,54.1100,1,180.4748,45.9127,6.2799,-5.3539
0.600000,3,2,0.000,28284.271,54.1100,1,180.3551,46.0840,6.5708,-5.6083
0.600000,3,3,28284.271,28284.271,54.1100,1,180.2444,45.5855,6.1831,-5.8678
0.600000,3,4,56568.542,28284.271,54.1100,1,180.1435,44.7110,5.4095,-5.6055
0.600000,4,0,-56568.542,56568.542,54.1100,1,180.7569,36.1262,-3.7888,-7.0775
0.600000,4,1,-28284.271,56568.542,54.1100,1,180.6332,37.5009,-2.2904,-6.7666
0.600000,4,2,0.000,56568.542,54.1100,1,180.5175,39.0982,-0.5774,-5.2666
0.600000,4,3,28284.271,56568.542,54.1100,1,180.4107,38.0420,-1.5268,-6.3299
0.600000,4,4,56568.542,56568.542,54.1100,1,180.3133,36.1547,-3.3167,-7.8481
0.700000,0,0,-56568.542,-56568.542,54.1478,1,180.1784,35.2054,-4.1310,-8.7378
0.700000,0,1,-28284.271,-56568.542,54.1478,1,179.9981,36.4113,-2.7449,-7.1663
0.700000,0,2,0.000,-56568.542,54.1478,1,179.8665,37.8172,-1.2073,-5.2724
0.700000,0,3,28284.271,-56568.542,54.1478,1,179.7444,34.6205,-4.2819,-8.3952
0.700000,0,4,56568.542,-56568.542,54.1478,1,179.6328,32.4420,-6.3488,-9.4625
0.700000,1,0,-56568.542,-28284.271,54.1478,1,180.3109,45.6070,6.1380,-5.2287
0.700000,1,1,-28284.271,-28284.271,54.1478,1,180.1746,45.2242,5.8916,-6.6780
0.700000,1,2,0.000,-28284.271,54.1478,1,180.0068,46.0741,6.9092,-5.4775
0.700000,1,3,28284.271,-28284.271,54.1478,1,179.8885,45.7756,6.7291,-4.9521
0.700000,1,4,56568.542,-28284.271,54.1478,1,179.7803,43.1652,4.2269,-6.7083
0.700000,2,0,-56568.542,0.000,54.1478,1,180.4514,47.5524,7.9429,-6.1670
0.700000,2,1,-28284.271,0.000,54.1478,1,180.3192,47.6510,8.1738,-6.8695
0.700000,2,2,0.000,0.000,54.1478,1,180.1954,47.7125,8.3591,-7.0220
0.700000,2,3,28284.271,0.000,54.1478,1,180.0408,47.5839,8.3850,-6.8564
