time_s,sat_id,beam_id,throughput_mbps,avg_delay_ms,max_delay_ms,dwell_time_ms,slot_util_pct,drop_rate_pct,jain_fairness_index
1.130000,382,1,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,382,2,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,382,3,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,382,25,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,404,1,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,404,2,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,404,3,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,404,25,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,448,1,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,448,2,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,448,3,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,448,25,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,883,1,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,883,2,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,883,3,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,883,25,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,927,1,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,927,2,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,927,3,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,927,25,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,948,1,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.130000,948,2,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,948,3,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.130000,948,25,0.000000,0.000000,0.000000,40.000000,37.500000,0.000000,1.000000
1.210000,382,4,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,382,5,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,404,4,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,404,5,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,448,4,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,448,5,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,883,4,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,883,5,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,927,4,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,927,5,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,948,4,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.210000,948,5,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,382,6,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,382,7,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,404,6,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,404,7,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,448,6,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,448,7,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,883,6,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,883,7,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,927,6,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,927,7,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,948,6,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.290000,948,7,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,382,8,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,382,9,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,404,8,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,404,9,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,448,8,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,448,9,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,883,8,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,883,9,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,927,8,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,927,9,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,948,8,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.370000,948,9,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,382,10,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,382,11,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,404,10,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,404,11,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,448,10,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,448,11,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,883,10,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,883,11,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,927,10,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,927,11,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,948,10,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
1.450000,948,11,0.000000,0.000000,0.000000,64.000000,37.500000,0.000000,1.000000
