time_s,row,col,cx_m,cy_m,elev_i_deg,snr_i_dB,sinr_i_dB,elev_i1_deg,snr_i1_dB,sinr_i1_dB,best_sat
102.100000,2,3,28284.271,0.000,51.4129,7.0157,-2.7614,-4.5130,-999.0000,-999.0000,0
102.100000,2,4,56568.542,0.000,51.4129,6.9396,-2.7608,-4.5130,-999.0000,-999.0000,0
102.100000,3,0,-56568.542,28284.271,51.4129,7.7459,-1.1547,-4.5130,-999.0000,-999.0000,0
102.100000,3,1,-28284.271,28284.271,51.4129,7.5475,-2.6520,-4.5130,-999.0000,-999.0000,0
102.100000,3,2,0.000,28284.271,51.4129,7.6004,-2.5537,-4.5130,-999.0000,-999.0000,0
102.100000,3,3,28284.271,28284.271,51.4129,7.7631,-2.1007,-4.5130,-999.0000,-999.0000,0
102.100000,3,4,56568.542,28284.271,51.4129,6.6010,-3.7860,-4.5130,-999.0000,-999.0000,0
102.100000,4,0,-56568.542,56568.542,51.4129,5.5533,-0.0808,-4.5130,-999.0000,-999.0000,0
102.100000,4,1,-28284.271,56568.542,51.4129,8.1427,-0.0357,-4.5130,-999.0000,-999.0000,0
102.100000,4,2,0.000,56568.542,51.4129,6.9855,-3.4988,-4.5130,-999.0000,-999.0000,0
102.100000,4,3,28284.271,56568.542,51.4129,7.3528,-2.9514,-4.5130,-999.0000,-999.0000,0
102.100000,4,4,56568.542,56568.542,51.4129,6.6375,-3.4063,-4.5130,-999.0000,-999.0000,0
102.200000,0,0,-56568.542,-56568.542,51.3756,5.8309,-3.8405,-4.5078,-999.0000,-999.0000,0
102.200000,0,1,-28284.271,-56568.542,51.3756,5.9480,-3.8030,-4.5078,-999.0000,-999.0000,0
102.200000,0,2,0.000,-56568.542,51.3756,6.9801,-2.2694,-4.5078,-999.0000,-999.0000,0
102.200000,0,3,28284.271,-56568.542,51.3756,7.6693,-0.3060,-4.5078,-999.0000,-999.0000,0
102.200000,0,4,56568.542,-56568.542,51.3756,6.1720,-0.4286,-4.5078,-999.0000,-999.0000,0
102.200000,1,0,-56568.542,-28284.271,51.3756,6.5074,-3.4633,-4.5078,-999.0000,-999.0000,0
102.200000,1,1,-28284.271,-28284.271,51.3756,7.1227,-2.5172,-4.5078,-999.0000,-999.0000,0
102.200000,1,2,0.000,-28284.271,51.3756,7.0956,-2.5893,-4.5078,-999.0000,-999.0000,0
102.200000,1,3,28284.271,-28284.271,51.3756,7.5304,-1.6158,-4.5078,-999.0000,-999.0000,0
102.200000,1,4,56568.542,-28284.271,51.3756,7.2070,-1.7572,-4.5078,-999.0000,-999.0000,0
102.200000,2,0,-56568.542,0.000,51.3756,6.7931,-3.2431,-4.5078,-999.0000,-999.0000,0
102.200000,2,1,-28284.271,0.000,51.3756,6.9202,-3.1425,-4.5078,-999.0000,-999.0000,0
102.200000,2,2,0.000,0.000,51.3756,8.0384,-1.4656,-4.5078,-999.0000,-999.0000,0
102.200000,2,3,28284.271,0.000,51.3756,7.0124,-2.7666,-4.5078,-999.0000,-999.0000,0
102.200000,2,4,56568.542,0.000,51.3756,6.9372,-2.7645,-4.5078,-999.0000,-999.0000,0
102.200000,3,0,-56568.542,28284.271,51.3756,7.7416,-1.1622,-4.5078,-999.0000,-999.0000,0
102.200000,3,1,-28284.271,28284.271,51.3756,7.5465,-2.6532,-4.5078,-999.0000,-999.0000,0
102.200000,3,2,0.000,28284.271,51.3756,7.5953,-2.5611,-4.5078,-999.0000,-999.0000,0
102.200000,3,3,28284.271,28284.271,51.3756,7.7602,-2.1051,-4.5078,-999.0000,-999.0000,0
102.200000,3,4,56568.542,28284.271,51.3756,6.5970,-3.7907,-4.5078,-999.0000,-999.0000,0
102.200000,4,0,-56568.542,56568.542,51.3756,5.5629,-0.0762,-4.5078,-999.0000,-999.0000,0
102.200000,4,1,-28284.271,56568.542,51.3756,8.1403,-0.0481,-4.5078,-999.0000,-999.0000,0
102.200000,4,2,0.000,56568.542,51.3756,6.9893,-3.4939,-4.5078,-999.0000,-999.0000,0
102.200000,4,3,28284.271,56568.542,51.3756,7.3482,-2.9582,-4.5078,-999.0000,-999.0000,0
102.200000,4,4,56568.542,56568.542,51.3756,6.6278,-3.4221,-4.5078,-999.0000,-999.0000,0
102.300000,0,0,-56568.542,-56568.542,51.3383,5.8349,-3.8355,-4.5025,-999.0000,-999.0000,0
102.300000,0,1,-28284.271,-56568.542,51.3383,5.9451,-3.8083,-4.5025,-999.0000,-999.0000,0
102.300000,0,2,0.000,-56568.542,51.3383,6.9800,-2.2710,-4.5025,-999.0000,-999.0000,0
102.300000,0,3,28284.271,-56568.542,51.3383,7.6633,-0.3214,-4.5025,-999.0000,-999.0000,0
102.300000,0,4,56568.542,-56568.542,51.3383,6.1763,-0.4291,-4.5025,-999.0000,-999.0000,0
102.300000,1,0,-56568.542,-28284.271,51.3383,6.5024,-3.4703,-4.5025,-999.0000,-999.0000,0
102.300000,1,1,-28284.271,-28284.271,51.3383,7.1198,-2.5226,-4.5025,-999.0000,-999.0000,0
102.300000,1,2,0.000,-28284.271,51.3383,7.0905,-2.5977,-4.5025,-999.0000,-999.0000,0
102.300000,1,3,28284.271,-28284.271,51.3383,7.5285,-1.6204,-4.5025,-999.0000,-999.0000,0
102.300000,1,4,56568.542,-28284.271,51.3383,7.2020,-1.7654,-4.5025,-999.0000,-999.0000,0
102.300000,2,0,-56568.542,0.000,51.3383,6.7907,-3.2459,-4.5025,-999.0000,-999.0000,0
102.300000,2,1,-28284.271,0.000,51.3383,6.9167,-3.1478,-4.5025,-999.0000,-999.0000,0
102.300000,2,2,0.000,0.000,51.3383,8.0344,-1.4719,-4.5025,-999.0000,-999.0000,0
102.300000,2,3,28284.271,0.000,51.3383,7.0092,-2.7718,-4.5025,-999.0000,-999.0000,0
102.300000,2,4,56568.542,0.000,51.3383,6.9348,-2.7682,-4.5025,-999.0000,-999.0000,0
102.300000,3,0,-56568.542,28284.271,51.3383,7.7373,-1.1696,-4.5025,-999.0000,-999.0000,0
102.300000,3,1,-28284.271,28284.271,51.3383,7.5455,-2.6544,-4.5025,-999.0000,-999.0000,0
102.300000,3,2,0.000,28284.271,51.3383,7.5901,-2.5685,-4.5025,-999.0000,-999.0000,0
102.300000,3,3,28284.271,28284.271,51.3383,7.7574,-2.1095,-4.5025,-999.0000,-999.0000,0
102.300000,3,4,56568.542,28284.271,51.3383,6.5931,-3.7953,-4.5025,-999.0000,-999.0000,0
102.300000,4,0,-56568.542,56568.542,51.3383,5.5725,-0.0718,-4.5025,-999.0000,-999.0000,0
102.300000,4,1,-28284.271,56568.542,51.3383,8.1379,-0.0606,-4.5025,-999.0000,-999.0000,0
102.300000,4,2,0.000,56568.542,51.3383,6.9931,-3.4890,-4.5025,-999.0000,-999.0000,0
102.300000,4,3,28284.271,56568.542,51.3383,7.3436,-2.9651,-4.5025,-999.0000,-999.0000,0
102.300000,4,4,56568.542,56568.542,51.3383,6.6181,-3.4380,-4.5025,-999.0000,-999.0000,0
102.400000,0,0,-56568.542,-56568.542,51.3010,5.8390,-3.8305,-4.4972,-999.0000,-999.0000,0
102.400000,0,1,-28284.271,-56568.542,51.3010,5.9421,-3.8136,-4.4972,-999.0000,-999.0000,0
102.400000,0,2,0.000,-56568.542,51.3010,6.9799,-2.2725,-4.4972,-999.0000,-999.0000,0
102.400000,0,3,28284.271,-56568.542,51.3010,7.6572,-0.3368,-4.4972,-999.0000,-999.0000,0
102.400000,0,4,56568.542,-56568.542,51.3010,6.1806,-0.4296,-4.4972,-999.0000,-999.0000,0
102.400000,1,0,-56568.542,-28284.271,51.3010,6.4974,-3.4773,-4.4972,-999.0000,-999.0000,0
102.400000,1,1,-28284.271,-28284.271,51.3010,7.1169,-2.5281,-4.4972,-999.0000,-999.0000,0
102.400000,1,2,0.000,-28284.271,51.3010,7.0855,-2.6061,-4.4972,-999.0000,-999.0000,0
102.400000,1,3,28284.271,-28284.271,51.3010,7.5265,-1.6249,-4.4972,-999.0000,-999.0000,0
102.400000,1,4,56568.542,-28284.271,51.3010,7.1971,-1.7737,-4.4972,-999.0000,-999.0000,0
102.400000,2,0,-56568.542,0.000,51.3010,6.7884,-3.2487,-4.4972,-999.0000,-999.0000,0
102.400000,2,1,-28284.271,0.000,51.3010,6.9133,-3.1531,-4.4972,-999.0000,-999.0000,0
102.400000,2,2,0.000,0.000,51.3010,8.0303,-1.4781,-4.4972,-999.0000,-999.0000,0
102.400000,2,3,28284.271,0.000,51.3010,7.0059,-2.7770,-4.4972,-999.0000,-999.0000,0
102.400000,2,4,56568.542,0.000,51.3010,6.9324,-2.7719,-4.4972,-999.0000,-999.0000,0
102.400000,3,0,-56568.542,28284.271,51.3010,7.7330,-1.1771,-4.4972,-999.0000,-999.0000,0
102.400000,3,1,-28284.271,28284.271,51.3010,7.5444,-2.6556,-4.4972,-999.0000,-999.0000,0
102.400000,3,2,0.000,28284.271,51.3010,7.5850,-2.5759,-4.4972,-999.0000,-999.0000,0
102.400000,3,3,28284.271,28284.271,51.3010,7.7546,-2.1138,-4.4972,-999.0000,-999.0000,0
102.400000,3,4,56568.542,28284.271,51.3010,6.5891,-3.8001,-4.4972,-999.0000,-999.0000,0
102.400000,4,0,-56568.542,56568.542,51.3010,5.5820,-0.0674,-4.4972,-999.0000,-999.0000,0
102.400000,4,1,-28284.271,56568.542,51.3010,8.1355,-0.0730,-4.4972,-999.0000,-999.0000,0
102.400000,4,2,0.000,56568.542,51.3010,6.9969,-3.4841,-4.4972,-999.0000,-999.0000,0
102.400000,4,3,28284.271,56568.542,51.3010,7.3390,-2.9720,-4.4972,-999.0000,-999.0000,0
102.400000,4,4,56568.542,56568.542,51.3010,6.6084,-3.4539,-4.4972,-999.0000,-999.0000,0
102.500000,0,0,-56568.542,-56568.542,51.2637,5.8430,-3.8256,-4.4919,-999.0000,-999.0000,0
102.500000,0,1,-28284.271,-56568.542,51.2637,5.9391,-3.8190,-4.4919,-999.0000,-999.0000,0
102.500000,0,2,0.000,-56568.542,51.2637,6.9798,-2.2742,-4.4919,-999.0000,-999.0000,0
102.500000,0,3,28284.271,-56568.542,51.2637,7.6511,-0.3521,-4.4919,-999.0000,-999.0000,0
102.500000,0,4,56568.542,-56568.542,51.2637,6.1848,-0.4302,-4.4919,-999.0000,-999.0000,0
102.500000,1,0,-56568.542,-28284.271,51.2637,6.4924,-3.4844,-4.4919,-999.0000,-999.0000,0
102.500000,1,1,-28284.271,-28284.271,51.2637,7.1139,-2.5335,-4.4919,-999.0000,-999.0000,0
102.500000,1,2,0.000,-28284.271,51.2637,7.0805,-2.6145,-4.4919,-999.0000,-999.0000,0
102.500000,1,3,28284.271,-28284.271,51.2637,7.5245,-1.6295,-4.4919,-999.0000,-999.0000,0
102.500000,1,4,56568.542,-28284.271,51.2637,7.1922,-1.7819,-4.4919,-999.0000,-999.0000,0
102.500000,2,0,-56568.542,0.000,51.2637,6.7861,-3.2515,-4.4919,-999.0000,-999.0000,0
102.500000,2,1,-28284.271,0.000,51.2637,6.9098,-3.1583,-4.4919,-999.0000,-999.0000,0
102.500000,2,2,0.000,0.000,51.2637,8.0262,-1.4844,-4.4919,-999.0000,-999.0000,0
102.500000,2,3,28284.271,0.000,51.2637,7.0026,-2.7822,-4.4919,-999.0000,-999.0000,0
102.500000,2,4,56568.542,0.000,51.2637,6.9300,-2.7757,-4.4919,-999.0000,-999.0000,0
102.500000,3,0,-56568.542,28284.271,51.2637,7.7287,-1.1845,-4.4919,-999.0000,-999.0000,0
102.500000,3,1,-28284.271,28284.271,51.2637,7.5434,-2.6569,-4.4919,-999.0000,-999.0000,0
102.500000,3,2,0.000,28284.271,51.2637,7.5799,-2.5833,-4.4919,-999.0000,-999.0000,0
102.500000,3,3,28284.271,28284.271,51.2637,7.7517,-2.1183,-4.4919,-999.0000,-999.0000,0
102.500000,3,4,56568.542,28284.271,51.2637,6.5851,-3.8048,-4.4919,-999.0000,-999.0000,0
102.500000,4,0,-56568.542,56568.542,51.2637,5.5915,-0.0631,-4.4919,-999.0000,-999.0000,0
102.500000,4,1,-28284.271,56568.542,51.2637,8.1331,-0.0855,-4.4919,-999.0000,-999.0000,0
102.500000,4,2,0.000,56568.542,51.2637,7.0006,-3.4793,-4.4919,-999.0000,-999.0000,0
102.500000,4,3,28284.271,56568.542,51.2637,7.3344,-2.9789,-4.4919,-999.0000,-999.0000,0
102.500000,4,4,56568.542,56568.542,51.2637,6.5987,-3.4697,-4.4919,-999.0000,-999.0000,0
102.600000,0,0,-56568.542,-56568.542,51.2264,5.8469,-3.8207,-4.4866,-999.0000,-999.0000,0
102.600000,0,1,-28284.271,-56568.542,51.2264,5.9361,-3.8245,-4.4866,-999.0000,-999.0000,0
102.600000,0,2,0.000,-56568.542,51.2264,6.9796,-2.2758,-4.4866,-999.0000,-999.0000,0
102.600000,0,3,28284.271,-56568.542,51.2264,7.6450,-0.3675,-4.4866,-999.0000,-999.0000,0
102.600000,0,4,56568.542,-56568.542,51.2264,6.1890,-0.4308,-4.4866,-999.0000,-999.0000,0
102.600000,1,0,-56568.542,-28284.271,51.2264,6.4875,-3.4915,-4.4866,-999.0000,-999.0000,0
102.600000,1,1,-28284.271,-28284.271,51.2264,7.1110,-2.5390,-4.4866,-999.0000,-999.0000,0
102.600000,1,2,0.000,-28284.271,51.2264,7.0754,-2.6229,-4.4866,-999.0000,-999.0000,0
102.600000,1,3,28284.271,-28284.271,51.2264,7.5225,-1.6341,-4.4866,-999.0000,-999.0000,0
102.600000,1,4,56568.542,-28284.271,51.2264,7.1873,-1.7902,-4.4866,-999.0000,-999.0000,0
102.600000,2,0,-56568.542,0.000,51.2264,6.7838,-3.2543,-4.4866,-999.0000,-999.0000,0
102.600000,2,1,-28284.271,0.000,51.2264,6.9064,-3.1636,-4.4866,-999.0000,-999.0000,0
102.600000,2,2,0.000,0.000,51.2264,8.0222,-1.4907,-4.4866,-999.0000,-999.0000,0
102.600000,2,3,28284.271,0.000,51.2264,6.9994,-2.7874,-4.4866,-999.0000,-999.0000,0
102.600000,2,4,56568.542,0.000,51.2264,6.9276,-2.7794,-4.4866,-999.0000,-999.0000,0
102.600000,3,0,-56568.542,28284.271,51.2264,7.7243,-1.1920,-4.4866,-999.0000,-999.0000,0
102.600000,3,1,-28284.271,28284.271,51.2264,7.5423,-2.6582,-4.4866,-999.0000,-999.0000,0
102.600000,3,2,0.000,28284.271,51.2264,7.5748,-2.5907,-4.4866,-999.0000,-999.0000,0
102.600000,3,3,28284.271,28284.271,51.2264,7.7488,-2.1227,-4.4866,-999.0000,-999.0000,0
102.600000,3,4,56568.542,28284.271,51.2264,6.5811,-3.8095,-4.4866,-999.0000,-999.0000,0
102.600000,4,0,-56568.542,56568.542,51.2264,5.6009,-0.0589,-4.4866,-999.0000,-999.0000,0
102.600000,4,1,-28284.271,56568.542,51.2264,8.1306,-0.0980,-4.4866,-999.0000,-999.0000,0
102.600000,4,2,0.000,56568.542,51.2264,7.0043,-3.4746,-4.4866,-999.0000,-999.0000,0
102.600000,4,3,28284.271,56568.542,51.2264,7.3297,-2.9859,-4.4866,-999.0000,-999.0000,0
102.600000,4,4,56568.542,56568.542,51.2264,6.5890,-3.4856,-4.4866,-999.0000,-999.0000,0
102.700000,0,0,-56568.542,-56568.542,51.1891,5.8508,-3.8159,-4.4813,-999.0000,-999.0000,0
102.700000,0,1,-28284.271,-56568.542,51.1891,5.9331,-3.8300,-4.4813,-999.0000,-999.0000,0
102.700000,0,2,0.000,-56568.542,51.1891,6.9795,-2.2776,-4.4813,-999.0000,-999.0000,0
102.700000,0,3,28284.271,-56568.542,51.1891,7.6389,-0.3828,-4.4813,-999.0000,-999.0000,0
102.700000,0,4,56568.542,-56568.542,51.1891,6.1931,-0.4316,-4.4813,-999.0000,-999.0000,0
102.700000,1,0,-56568.542,-28284.271,51.1891,6.4825,-3.4985,-4.4813,-999.0000,-999.0000,0
102.700000,1,1,-28284.271,-28284.271,51.1891,7.1081,-2.5445,-4.4813,-999.0000,-999.0000,0
102.700000,1,2,0.000,-28284.271,51.1891,7.0704,-2.6313,-4.4813,-999.0000,-999.0000,0
102.700000,1,3,28284.271,-28284.271,51.1891,7.5204,-1.6388,-4.4813,-999.0000,-999.0000,0
102.700000,1,4,56568.542,-28284.271,51.1891,7.1823,-1.7984,-4.4813,-999.0000,-999.0000,0
102.700000,2,0,-56568.542,0.000,51.1891,6.7814,-3.2571,-4.4813,-999.0000,-999.0000,0
102.700000,2,1,-28284.271,0.000,51.1891,6.9029,-3.1689,-4.4813,-999.0000,-999.0000,0
102.700000,2,2,0.000,0.000,51.1891,8.0181,-1.4970,-4.4813,-999.0000,-999.0000,0
102.700000,2,3,28284.271,0.000,51.1891,6.9961,-2.7926,-4.4813,-999.0000,-999.0000,0
102.700000,2,4,56568.542,0.000,51.1891,6.9251,-2.7832,-4.4813,-999.0000,-999.0000,0
102.700000,3,0,-56568.542,28284.271,51.1891,7.7200,-1.1994,-4.4813,-999.0000,-999.0000,0
102.700000,3,1,-28284.271,28284.271,51.1891,7.5413,-2.6595,-4.4813,-999.0000,-999.0000,0
102.700000,3,2,0.000,28284.271,51.1891,7.5696,-2.5981,-4.4813,-999.0000,-999.0000,0
102.700000,3,3,28284.271,28284.271,51.1891,7.7460,-2.1271,-4.4813,-999.0000,-999.0000,0
102.700000,3,4,56568.542,28284.271,51.1891,6.5771,-3.8143,-4.4813,-999.0000,-999.0000,0
102.700000,4,0,-56568.542,56568.542,51.1891,5.6102,-0.0548,-4.4813,-999.0000,-999.0000,0
102.700000,4,1,-28284.271,56568.542,51.1891,8.1281,-0.1104,-4.4813,-999.0000,-999.0000,0
102.700000,4,2,0.000,56568.542,51.1891,7.0079,-3.4699,-4.4813,-999.0000,-999.0000,0
102.700000,4,3,28284.271,56568.542,51.1891,7.3251,-2.9928,-4.4813,-999.0000,-999.0000,0
102.700000,4,4,56568.542,56568.542,51.1891,6.5793,-3.5014,-4.4813,-999.0000,-999.0000,0
102.800000,0,0,-56568.542,-56568.542,51.1518,5.8547,-3.8112,-4.4760,-999.0000,-999.0000,0
102.800000,0,1,-28284.271,-56568.542,51.1518,5.9301,-3.8355,-4.4760,-999.0000,-999.0000,0
102.800000,0,2,0.000,-56568.542,51.1518,6.9792,-2.2794,-4.4760,-999.0000,-999.0000,0
102.800000,0,3,28284.271,-56568.542,51.1518,7.6328,-0.3982,-4.4760,-999.0000,-999.0000,0
102.800000,0,4,56568.542,-56568.542,51.1518,6.1972,-0.4323,-4.4760,-999.0000,-999.0000,0
102.800000,1,0,-56568.542,-28284.271,51.1518,6.4775,-3.5056,-4.4760,-999.0000,-999.0000,0
102.800000,1,1,-28284.271,-28284.271,51.1518,7.1051,-2.5500,-4.4760,-999.0000,-999.0000,0
102.800000,1,2,0.000,-28284.271,51.1518,7.0654,-2.6397,-4.4760,-999.0000,-999.0000,0
102.800000,1,3,28284.271,-28284.271,51.1518,7.5184,-1.6435,-4.4760,-999.0000,-999.0000,0
102.800000,1,4,56568.542,-28284.271,51.1518,7.1774,-1.8067,-4.4760,-999.0000,-999.0000,0
102.800000,2,0,-56568.542,0.000,51.1518,6.7791,-3.2600,-4.4760,-999.0000,-999.0000,0
102.800000,2,1,-28284.271,0.000,51.1518,6.8995,-3.1742,-4.4760,-999.0000,-999.0000,0
102.800000,2,2,0.000,0.000,51.1518,8.0140,-1.5033,-4.4760,-999.0000,-999.0000,0
102.800000,2,3,28284.271,0.000,51.1518,6.9928,-2.7979,-4.4760,-999.0000,-999.0000,0
102.800000,2,4,56568.542,0.000,51.1518,6.9227,-2.7870,-4.4760,-999.0000,-999.0000,0
102.800000,3,0,-56568.542,28284.271,51.1518,7.7157,-1.2069,-4.4760,-999.0000,-999.0000,0
102.800000,3,1,-28284.271,28284.271,51.1518,7.5402,-2.6609,-4.4760,-999.0000,-999.0000,0
102.800000,3,2,0.000,28284.271,51.1518,7.5645,-2.6056,-4.4760,-999.0000,-999.0000,0
102.800000,3,3,28284.271,28284.271,51.1518,7.7431,-2.1316,-4.4760,-999.0000,-999.0000,0
102.800000,3,4,56568.542,28284.271,51.1518,6.5731,-3.8191,-4.4760,-999.0000,-999.0000,0
102.800000,4,0,-56568.542,56568.542,51.1518,5.6195,-0.0507,-4.4760,-999.0000,-999.0000,0
102.800000,4,1,-28284.271,56568.542,51.1518,8.1256,-0.1229,-4.4760,-999.0000,-999.0000,0
102.800000,4,2,0.000,56568.542,51.1518,7.0115,-3.4653,-4.4760,-999.0000,-999.0000,0
102.800000,4,3,28284.271,56568.542,51.1518,7.3204,-2.9998,-4.4760,-999.0000,-999.0000,0
102.800000,4,4,56568.542,56568.542,51.1518,6.5695,-3.5171,-4.4760,-999.0000,-999.0000,0
102.900000,0,0,-56568.542,-56568.542,51.1146,5.8585,-3.8065,-4.4708,-999.0000,-999.0000,0
102.900000,0,1,-28284.271,-56568.542,51.1146,5.9270,-3.8410,-4.4708,-999.0000,-999.0000,0
102.900000,0,2,0.000,-56568.542,51.1146,6.9790,-2.2812,-4.4708,-999.0000,-999.0000,0
102.900000,0,3,28284.271,-56568.542,51.1146,7.6267,-0.4135,-4.4708,-999.0000,-999.0000,0
102.900000,0,4,56568.542,-56568.542,51.1146,6.2012,-0.4331,-4.4708,-999.0000,-999.0000,0
102.900000,1,0,-56568.542,-28284.271,51.1146,6.4725,-3.5127,-4.4708,-999.0000,-999.0000,0
102.900000,1,1,-28284.271,-28284.271,51.1146,7.1022,-2.5555,-4.4708,-999.0000,-999.0000,0
102.900000,1,2,0.000,-28284.271,51.1146,7.0604,-2.6481,-4.4708,-999.0000,-999.0000,0
102.900000,1,3,28284.271,-28284.271,51.1146,7.5163,-1.6482,-4.4708,-999.0000,-999.0000,0
102.900000,1,4,56568.542,-28284.271,51.1146,7.1725,-1.8149,-4.4708,-999.0000,-999.0000,0
102.900000,2,0,-56568.542,0.000,51.1146,6.7767,-3.2628,-4.4708,-999.0000,-999.0000,0
102.900000,2,1,-28284.271,0.000,51.1146,6.8960,-3.1795,-4.4708,-999.0000,-999.0000,0
102.900000,2,2,0.000,0.000,51.1146,8.0100,-1.5096,-4.4708,-999.0000,-999.0000,0
102.900000,2,3,28284.271,0.000,51.1146,6.9896,-2.8031,-4.4708,-999.0000,-999.0000,0
102.900000,2,4,56568.542,0.000,51.1146,6.9203,-2.7908,-4.4708,-999.0000,-999.0000,0
102.900000,3,0,-56568.542,28284.271,51.1146,7.7113,-1.2144,-4.4708,-999.0000,-999.0000,0
102.900000,3,1,-28284.271,28284.271,51.1146,7.5391,-2.6623,-4.4708,-999.0000,-999.0000,0
102.900000,3,2,0.000,28284.271,51.1146,7.5594,-2.6130,-4.4708,-999.0000,-999.0000,0
102.900000,3,3,28284.271,28284.271,51.1146,7.7402,-2.1362,-4.4708,-999.0000,-999.0000,0
102.900000,3,4,56568.542,28284.271,51.1146,6.5691,-3.8238,-4.4708,-999.0000,-999.0000,0
102.900000,4,0,-56568.542,56568.542,51.1146,5.6287,-0.0467,-4.4708,-999.0000,-999.0000,0
102.900000,4,1,-28284.271,56568.542,51.1146,8.1231,-0.1354,-4.4708,-999.0000,-999.0000,0
102.900000,4,2,0.000,56568.542,51.1146,7.0151,-3.4608,-4.4708,-999.0000,-999.0000,0
102.900000,4,3,28284.271,56568.542,51.1146,7.3157,-3.0068,-4.4708,-999.0000,-999.0000,0
102.900000,4,4,56568.542,56568.542,51.1146,6.5659,-3.5241,-4.4708,-999.0000,-999.0000,0
103.000000,0,0,-56568.542,-56568.542,51.0773,5.8622,-3.8019,-4.4655,-999.0000,-999.0000,0
103.000000,0,1,-28284.271,-56568.542,51.0773,5.9239,-3.8466,-4.4655,-999.0000,-999.0000,0
103.000000,0,2,0.000,-56568.542,51.0773,6.9787,-2.2830,-4.4655,-999.0000,-999.0000,0
103.000000,0,3,28284.271,-56568.542,51.0773,7.6206,-0.4288,-4.4655,-999.0000,-999.0000,0
103.000000,0,4,56568.542,-56568.542,51.0773,6.2052,-0.4340,-4.4655,-999.0000,-999.0000,0
103.000000,1,0,-56568.542,-28284.271,51.0773,6.4675,-3.5197,-4.4655,-999.0000,-999.0000,0
103.000000,1,1,-28284.271,-28284.271,51.0773,7.0992,-2.5610,-4.4655,-999.0000,-999.0000,0
103.000000,1,2,0.000,-28284.271,51.0773,7.0554,-2.6564,-4.4655,-999.0000,-999.0000,0
103.000000,1,3,28284.271,-28284.271,51.0773,7.5143,-1.6529,-4.4655,-999.0000,-999.0000,0
103.000000,1,4,56568.542,-28284.271,51.0773,7.1675,-1.8231,-4.4655,-999.0000,-999.0000,0
103.000000,2,0,-56568.542,0.000,51.0773,6.7744,-3.2657,-4.4655,-999.0000,-999.0000,0
103.000000,2,1,-28284.271,0.000,51.0773,6.8926,-3.1848,-4.4655,-999.0000,-999.0000,0
103.000000,2,2,0.000,0.000,51.0773,8.0059,-1.5160,-4.4655,-999.0000,-999.0000,0
103.000000,2,3,28284.271,0.000,51.0773,6.9863,-2.8084,-4.4655,-999.0000,-999.0000,0
103.000000,2,4,56568.542,0.000,51.0773,6.9179,-2.7946,-4.4655,-999.0000,-999.0000,0
103.000000,3,0,-56568.542,28284.271,51.0773,7.7070,-1.2218,-4.4655,-999.0000,-999.0000,0
103.000000,3,1,-28284.271,28284.271,51.0773,7.5379,-2.6637,-4.4655,-999.0000,-999.0000,0
103.000000,3,2,0.000,28284.271,51.0773,7.5543,-2.6204,-4.4655,-999.0000,-999.0000,0
103.000000,3,3,28284.271,28284.271,51.0773,7.7373,-2.1407,-4.4655,-999.0000,-999.0000,0
103.000000,3,4,56568.542,28284.271,51.0773,6.5251,-3.8323,-4.4655,-999.0000,-999.0000,0
103.000000,4,0,-56568.542,56568.542,51.0773,5.6378,-0.0427,-4.4655,-999.0000,-999.0000,0
103.000000,4,1,-28284.271,56568.542,51.0773,8.1205,-0.1479,-4.4655,-999.0000,-999.0000,0
103.000000,4,2,0.000,56568.542,51.0773,7.0186,-3.4563,-4.4655,-999.0000,-999.0000,0
103.000000,4,3,28284.271,56568.542,51.0773,7.3111,-3.0138,-4.4655,-999.0000,-999.0000,0
103.000000,4,4,56568.542,56568.542,51.0773,6.5666,-3.5248,-4.4655,-999.0000,-999.0000,0
103.100000,0,0,-56568.542,-56568.542,51.0401,5.8659,-3.7974,-4.4602,-999.0000,-999.0000,0
103.100000,0,1,-28284.271,-56568.542,51.0401,5.9207,-3.8522,-4.4602,-999.0000,-999.0000,0
103.100000,0,2,0.000,-56568.542,51.0401,6.9784,-2.2850,-4.4602,-999.0000,-999.0000,0
103.100000,0,3,28284.271,-56568.542,51.0401,7.6145,-0.4440,-4.4602,-999.0000,-999.0000,0
103.100000,0,4,56568.542,-56568.542,51.0401,6.2091,-0.4350,-4.4602,-999.0000,-999.0000,0
103.100000,1,0,-56568.542,-28284.271,51.0401,6.4625,-3.5268,-4.4602,-999.0000,-999.0000,0
103.100000,1,1,-28284.271,-28284.271,51.0401,7.0962,-2.5666,-4.4602,-999.0000,-999.0000,0
103.100000,1,2,0.000,-28284.271,51.0401,7.0504,-2.6648,-4.4602,-999.0000,-999.0000,0
103.100000,1,3,28284.271,-28284.271,51.0401,7.5122,-1.6577,-4.4602,-999.0000,-999.0000,0
103.100000,1,4,56568.542,-28284.271,51.0401,7.1626,-1.8314,-4.4602,-999.0000,-999.0000,0
103.100000,2,0,-56568.542,0.000,51.0401,6.7720,-3.2686,-4.4602,-999.0000,-999.0000,0
103.100000,2,1,-28284.271,0.000,51.0401,6.8891,-3.1902,-4.4602,-999.0000,-999.0000,0
103.100000,2,2,0.000,0.000,51.0401,8.0018,-1.5223,-4.4602,-999.0000,-999.0000,0
103.100000,2,3,28284.271,0.000,51.0401,6.9830,-2.8136,-4.4602,-999.0000,-999.0000,0
