user_id,x_m,y_m,z_m
96,1918.768913934,2286.699746539,-0.699314893
97,1492.537258823,2585.150364471,-0.699314893
98,1020.955614363,2805.052496728,-0.699314893
99,518.352750189,2939.724528297,-0.699314893
100,0.000000000,2985.074517646,-0.699314893
101,-518.352750189,2939.724528297,-0.699314893
102,-1020.955614363,2805.052496728,-0.699314893
103,-1492.537258823,2585.150364471,-0.699314893
104,-1918.768913934,2286.699746539,-0.699314893
105,-2286.699746539,1918.768913934,-0.699314893
106,-2585.150364471,1492.537258823,-0.699314893
107,-2805.052496728,1020.955614363,-0.699314893
108,-2939.724528297,518.352750189,-0.699314893
109,-2985.074517646,0.000000000,-0.699314893
110,-2939.724528297,-518.352750189,-0.699314893
111,-2805.052496728,-1020.955614363,-0.699314893
112,-2585.150364471,-1492.537258823,-0.699314893
113,-2286.699746539,-1918.768913934,-0.699314893
114,-1918.768913934,-2286.699746539,-0.699314893
115,-1492.537258823,-2585.150364471,-0.699314893
116,-1020.955614363,-2805.052496728,-0.699314893
117,-518.352750189,-2939.724528297,-0.699314893
118,-0.000000000,-2985.074517646,-0.699314893
119,518.352750189,-2939.724528297,-0.699314893
120,1020.955614363,-2805.052496728,-0.699314893
121,1492.537258823,-2585.150364471,-0.699314893
122,1918.768913934,-2286.699746539,-0.699314893
123,2286.699746539,-1918.768913934,-0.699314893
124,2585.150364471,-1492.537258823,-0.699314893
125,2805.052496728,-1020.955614363,-0.699314893
126,2939.724528297,-518.352750189,-0.699314893
127,3482.586891241,0.000000000,-0.951845264
128,3443.689273066,519.052642426,-0.951845264
129,3327.865327057,1026.510506529,-0.951845264
130,3137.702368773,1511.037822173,-0.951845264
131,2877.448324468,1961.811049785,-0.951845264
132,2552.916839434,2368.760660340,-0.951845264
133,2171.357410775,2722.796072002,-0.951845264
134,1741.293445620,3016.008718701,-0.951845264
135,1272.331862291,3241.848714428,-0.951845264
136,774.948487623,3395.271166869,-0.951845264
137,260.254044305,3472.848871958,-0.951845264
138,-260.254044305,3472.848871958,-0.951845264
139,-774.948487623,3395.271166869,-0.951845264
140,-1272.331862291,3241.848714428,-0.951845264
141,-1741.293445620,3016.008718701,-0.951845264
