cell_idx,time_s,from_sat,to_sat,snr_before_dB,snr_after_dB,snr_gain_dB
10,1088,13,54,-26.9811,-26.7574,0.2237000000000009
10,1141,54,13,-31.515,-31.9327,-0.41769999999999996
10,1143,13,54,-31.5839,-30.9082,0.6756999999999991
10,1148,54,13,-30.2659,-30.3097,-0.04380000000000095
10,1210,13,54,-35.5583,-35.2736,0.28470000000000084
10,1221,54,13,-33.6852,-34.3667,-0.6814999999999998
10,1234,13,54,-32.7034,-32.5763,0.12709999999999866
10,1248,54,13,-31.572,-31.821,-0.24900000000000233
10,1271,13,54,-31.6988,-31.712,-0.01320000000000121
10,1303,54,13,-31.8799,-32.0554,-0.17549999999999955
10,1321,13,12,-32.4028,-33.249,-0.8462000000000032
10,1330,12,53,-33.5889,-32.394,1.194900000000004
10,1377,53,12,-31.7335,-31.7115,0.021999999999998465
10,1587,12,53,-27.7583,-27.3152,0.4430999999999976
10,1593,53,12,-26.1275,-26.0543,0.07319999999999993
10,1601,12,53,-25.1233,-24.7205,0.40279999999999916
10,1610,53,12,-24.1462,-25.1585,-1.0122999999999998
10,1614,12,53,-25.3491,-24.2415,1.1076000000000015
10,1679,53,12,-27.9866,-28.3658,-0.37920000000000087
10,1681,12,53,-28.3911,-28.2106,0.1805000000000021
10,1692,53,12,-28.2972,-29.1511,-0.8538999999999994
10,1698,12,53,-29.5635,-29.3939,0.16960000000000264
10,1706,53,12,-30.5239,-30.7947,-0.2707999999999977
10,1714,12,53,-32.1746,-31.8828,0.2917999999999985
10,1726,53,12,-35.0651,-35.8717,-0.806599999999996
10,1731,12,53,-35.1624,-34.409,0.7533999999999992
10,1745,53,12,-32.2144,-32.7421,-0.527700000000003
10,1760,12,53,-31.8059,-31.5697,0.2362000000000002
10,1775,53,12,-31.4691,-31.5209,-0.05180000000000007
10,1798,12,53,-31.6091,-31.5279,0.0812000000000026
10,1831,53,12,-31.9576,-32.1135,-0.1559000000000026
10,1841,12,11,-32.2235,-33.2458,-1.0223000000000013
10,1870,11,52,-33.1144,-32.3315,0.782900000000005
10,1926,52,11,-31.6331,-31.5855,0.0475999999999992
10,2008,11,52,-30.0437,-29.9934,0.05030000000000001
10,2026,52,11,-28.7844,-28.6861,0.09830000000000183
10,2101,11,52,-26.2304,-26.0554,0.1750000000000007
10,2120,52,11,-29.1177,-29.6683,-0.5505999999999993
10,2122,11,52,-29.9718,-29.596,0.3758000000000017
10,2264,52,11,-31.6413,-31.7534,-0.11209999999999809
10,2272,11,52,-31.501,-31.347,0.15399999999999991
10,2297,52,11,-31.2126,-31.3346,-0.12199999999999989
10,2318,11,52,-31.4669,-31.3132,0.15370000000000061
10,2356,52,11,-31.9197,-32.0353,-0.11560000000000059
10,2361,11,52,-32.1063,-32.9302,-0.8239000000000019
10,2365,52,21,-33.3902,-33.5444,-0.154200000000003
10,2410,21,51,-32.8376,-32.2012,0.6364000000000019
10,2487,51,21,-31.6593,-31.5623,0.09700000000000131
10,2621,21,51,-27.0125,-26.963,0.04949999999999832
10,2656,51,21,-27.1655,-27.4194,-0.253899999999998
10,2666,21,51,-27.1757,-27.0929,0.08279999999999887
10,2812,51,21,-31.0504,-31.0751,-0.024699999999999278
10,2827,21,51,-31.2787,-31.0724,0.20630000000000237
10,2891,51,20,-33.9393,-34.1233,-0.1839999999999975
10,2950,20,50,-32.7261,-32.1264,0.5997000000000057
10,3056,50,20,-32.2078,-32.1582,0.04959999999999809
10,3108,20,50,-28.9907,-28.9451,0.04560000000000031
10,3178,50,20,-29.9102,-30.2292,-0.31899999999999906
10,3184,20,50,-30.5277,-30.1507,0.3769999999999989
10,3307,50,20,-30.6915,-30.7516,-0.06009999999999849
10,3318,20,50,-30.8702,-30.8204,0.04980000000000118
10,3430,50,19,-35.0677,-34.5541,0.5136000000000038
10,3435,19,50,-34.3934,-34.3536,0.03979999999999961
10,3475,50,19,-33.1466,-33.1572,-0.010600000000003718
10,3510,19,49,-32.5105,-31.8102,0.7003000000000021
11,5,15,45,-21.0023,-20.7161,0.2862000000000009
11,13,45,15,-22.1978,-23.2749,-1.077099999999998
11,16,15,45,-22.3094,-21.241,1.0684000000000005
11,116,45,15,-27.0215,-27.1299,-0.10839999999999961
11,117,15,45,-27.1299,-25.9224,1.2074999999999996
11,133,45,15,-27.7207,-28.0625,-0.3417999999999992
11,134,15,45,-28.0625,-28.1236,-0.06109999999999971
11,188,45,15,-30.5025,-31.078,-0.5754999999999981
11,192,15,45,-30.9159,-30.5011,0.4147999999999996
11,246,45,15,-31.1377,-31.3484,-0.21070000000000277
11,267,15,44,-31.7821,-31.7625,0.019600000000000506
11,286,44,14,-31.268,-31.1553,0.11270000000000024
11,343,14,44,-30.6563,-31.0024,-0.34609999999999985
11,346,44,14,-31.0927,-30.8123,0.2804000000000002
11,404,14,44,-27.3291,-27.4445,-0.11540000000000106
11,406,44,14,-27.4386,-26.3095,1.129100000000001
11,520,14,44,-24.6588,-23.2467,1.4120999999999988
11,524,44,14,-21.7046,-21.5116,0.19299999999999784
11,532,14,44,-21.0596,-20.9336,0.12600000000000122
11,537,44,14,-24.3839,-27.0341,-2.650199999999998
11,538,14,44,-27.0341,-23.6001,3.4339999999999975
11,544,44,14,-20.3414,-22.4562,-2.114799999999999
11,547,14,44,-22.0509,-19.6713,2.3796
11,635,44,14,-24.9203,-27.0358,-2.1154999999999973
11,636,14,44,-27.0358,-25.5617,1.4741
11,645,44,14,-25.4343,-27.1034,-1.6691000000000003
11,647,14,44,-27.1167,-25.2915,1.8252000000000024
11,657,44,14,-26.2212,-27.9078,-1.686600000000002
11,659,14,44,-28.0133,-27.0569,0.9564000000000021
11,673,44,14,-28.7898,-29.892,-1.1021999999999998
11,674,14,44,-29.892,-28.8073,1.084699999999998
11,725,44,14,-30.5833,-30.5713,0.012000000000000455
11,730,14,44,-30.4981,-30.0339,0.4642000000000017
11,783,44,14,-31.4464,-31.5256,-0.07920000000000016
11,795,14,54,-31.7971,-31.8105,-0.013400000000000745
11,827,54,13,-31.0219,-30.9911,0.030799999999999272
11,930,13,54,-27.4633,-27.9969,-0.5335999999999999
11,935,54,13,-27.5292,-27.4131,0.11609999999999943
11,1044,13,54,-21.9954,-22.0072,-0.01180000000000092
11,1047,54,13,-22.2312,-22.5696,-0.33840000000000003
11,1053,13,54,-24.7104,-23.4271,1.2833000000000006
11,1061,54,13,-22.8676,-24.2337,-1.3660999999999994
11,1063,13,54,-23.9686,-22.9726,0.9959999999999987
11,1071,54,13,-22.3453,-23.0947,-0.7493999999999978
11,1072,13,54,-23.0947,-22.3923,0.7024000000000008
11,1165,54,13,-24.28,-27.1413,-2.8613
11,1166,13,54,-27.1413,-24.2193,2.9220000000000006
11,1256,54,13,-29.9798,-30.3833,-0.4034999999999975
11,1262,13,54,-30.4342,-30.1278,0.3064
11,1316,54,12,-31.5659,-31.7543,-0.18840000000000146
11,1330,12,53,-31.9377,-31.8124,0.1252999999999993
11,1375,53,12,-30.6914,-30.4921,0.19930000000000092
11,1446,12,53,-30.9058,-31.0944,-0.188600000000001
11,1448,53,12,-30.8538,-30.4026,0.45120000000000005
11,1513,12,53,-28.25,-27.8146,0.43540000000000134
11,1535,53,12,-25.3579,-25.3647,-0.006799999999998363
11,1548,12,53,-25.6164,-25.15,0.46640000000000015
11,1584,53,12,-24.5681,-25.0997,-0.5315999999999974
11,1587,12,53,-24.8711,-24.2796,0.5914999999999999
11,1601,53,12,-23.4834,-24.6914,-1.208000000000002
11,1603,12,53,-24.5213,-23.5447,0.9766000000000012
11,1749,53,12,-29.4538,-30.7393,-1.285499999999999
11,1750,12,53,-30.7393,-29.6503,1.0889999999999986
11,1782,53,12,-29.8258,-30.4759,-0.6500999999999983
11,1788,12,53,-30.6022,-29.9972,0.6050000000000004
11,1846,53,11,-31.9003,-32.0254,-0.12509999999999621
11,1873,11,52,-31.7248,-31.7127,0.012099999999996669
11,1930,52,11,-30.3949,-30.2314,0.1634999999999991
11,2011,11,52,-27.7486,-27.7776,-0.028999999999999915
11,2045,52,11,-27.4566,-27.5121,-0.05549999999999855
11,2064,11,52,-26.6188,-26.3492,0.2696000000000005
11,2094,52,11,-27.6805,-27.791,-0.11050000000000182
11,2097,11,52,-27.9817,-28.0239,-0.042200000000001125
11,2302,52,11,-30.2943,-30.6702,-0.37590000000000146
11,2306,11,52,-30.7046,-30.3524,0.35219999999999985
11,2373,52,21,-32.5701,-32.7015,-0.1314000000000064
11,2421,21,51,-31.6148,-31.5865,0.028299999999997993
11,2492,51,21,-30.3905,-30.333,0.057500000000000995
11,2569,21,51,-27.2577,-27.2453,0.012399999999999523
11,2600,51,21,-27.1689,-27.1904,-0.02149999999999963
11,2621,21,51,-27.1945,-26.9112,0.28330000000000055
11,2669,51,21,-27.2695,-27.3803,-0.11079999999999757
11,2675,21,51,-27.451,-27.3531,0.09789999999999921
11,2811,51,21,-30.2438,-30.596,-0.35219999999999985
11,2815,21,51,-30.6446,-30.5106,0.13400000000000034
11,2896,51,20,-33.5346,-33.7857,-0.251100000000001
11,2916,20,51,-33.0329,-32.9275,0.10539999999999594
11,2953,51,50,-31.9311,-31.9106,0.02050000000000196
11,3067,50,20,-31.573,-31.5406,0.032399999999999096
11,3100,20,50,-29.8478,-29.752,0.09580000000000055
11,3302,50,20,-30.3165,-30.4023,-0.08579999999999899
11,3304,20,50,-30.4145,-30.3232,0.09130000000000038
11,3491,50,19,-32.5305,-32.5375,-0.006999999999997897
11,3510,19,49,-32.1383,-31.7565,0.3818000000000019
12,4,15,45,-19.1157,-19.0889,0.02680000000000149
12,10,45,15,-21.3809,-21.955,-0.5740999999999978
12,11,15,45,-21.955,-20.4884,1.4665999999999997
12,191,45,15,-29.8264,-30.0342,-0.20779999999999887
12,192,15,45,-30.0342,-29.7114,0.3227999999999973
12,253,45,14,-31.3658,-31.5095,-0.14369999999999905
12,255,14,15,-31.5505,-31.5954,-0.04490000000000194
12,266,15,44,-31.7852,-31.7652,0.019999999999999574
12,284,44,14,-31.3298,-31.2842,0.04560000000000031
12,346,14,44,-29.8316,-30.2411,-0.40949999999999775
12,348,44,14,-30.2917,-29.604,0.6876999999999995
12,407,14,44,-25.9182,-27.092,-1.1738
12,408,44,14,-27.092,-26.127,0.9649999999999999
12,510,14,44,-19.8574,-20.4107,-0.5533000000000001
12,516,44,14,-20.4709,-21.3009,-0.8299999999999983
12,520,14,44,-20.201,-19.3297,0.8713000000000015
12,527,44,14,-19.5984,-20.4523,-0.8538999999999994
12,529,14,44,-20.5309,-19.0475,1.4833999999999996
12,727,44,14,-29.7157,-30.0748,-0.35910000000000153
12,728,14,44,-30.0748,-29.3696,0.7052000000000014
12,788,44,13,-31.4024,-31.4736,-0.07120000000000104
12,797,13,54,-31.7915,-31.7908,0.0006999999999983686
12,828,54,13,-30.9653,-30.7604,0.20489999999999853
12,935,13,54,-26.9596,-27.2148,-0.2552000000000021
12,938,54,13,-27.1233,-26.9551,0.1681999999999988
12,975,13,54,-26.2255,-26.379,-0.15350000000000108
12,977,54,13,-25.98,-25.343,0.6370000000000005
12,1029,13,54,-21.7832,-21.7737,0.009499999999999176
12,1039,54,13,-22.8028,-23.0822,-0.279399999999999
12,1041,13,54,-23.3901,-23.1136,0.27649999999999864
12,1053,54,13,-23.1196,-23.5574,-0.43780000000000285
12,1054,13,54,-23.5574,-21.3767,2.1807000000000016
12,1319,54,12,-31.3699,-31.524,-0.15409999999999968
12,1336,12,53,-31.7361,-31.7203,0.015799999999998704
12,1345,53,54,-31.561,-31.5213,0.039699999999999847
12,1352,54,53,-31.3303,-31.2991,0.031200000000001893
12,1376,53,12,-30.6901,-30.527,0.16310000000000002
12,1450,12,53,-29.8857,-29.8965,-0.010799999999999699
12,1453,53,12,-29.467,-29.0618,0.4051999999999971
12,1519,12,53,-25.614,-25.448,0.16600000000000037
12,1544,53,12,-27.2411,-27.8747,-0.6336000000000013
12,1546,12,53,-27.828,-27.6547,0.17330000000000112
12,1568,53,12,-24.6333,-25.1371,-0.5038000000000018
12,1571,12,53,-24.9353,-24.6012,0.33410000000000295
12,1589,53,12,-24.5109,-24.5859,-0.07499999999999929
12,1590,12,53,-24.5859,-23.5138,1.072099999999999
12,1848,53,11,-31.8615,-31.9137,-0.052199999999999136
12,1874,11,53,-31.5182,-31.5224,-0.00420000000000087
12,1890,53,52,-31.3577,-31.3452,0.012500000000002842
12,1930,52,11,-30.2686,-30.1952,0.07339999999999947
12,2020,11,52,-27.2063,-27.1617,0.044599999999999085
12,2056,52,11,-29.4465,-29.4658,-0.019300000000001205
12,2060,11,52,-29.321,-28.7341,0.5869
12,2134,52,11,-25.7596,-26.3793,-0.6197000000000017
12,2135,11,52,-26.3793,-26.2479,0.1313999999999993
12,2300,52,11,-29.9654,-30.5666,-0.6012000000000022
12,2302,11,52,-30.5979,-30.4507,0.147199999999998
12,2374,52,21,-32.7182,-32.771,-0.05279999999999774
12,2392,21,52,-32.1604,-32.0723,0.08810000000000429
12,2421,52,21,-31.5024,-31.5182,-0.015799999999998704
12,2428,21,51,-31.5058,-31.5048,0.0010000000000012221
12,2494,51,21,-30.2122,-30.2209,-0.00870000000000104
12,2563,21,51,-27.4733,-27.4634,0.009899999999998244
12,2609,51,21,-27.2984,-27.351,-0.052599999999998204
12,2623,21,51,-27.4696,-27.2039,0.26569999999999894
12,2684,51,21,-28.0212,-28.1797,-0.15850000000000009
12,2688,21,51,-28.3744,-28.3809,-0.006499999999999062
12,2809,51,21,-30.0567,-30.6254,-0.5686999999999998
12,2810,21,51,-30.6254,-30.2687,0.3567
12,2896,51,20,-33.8943,-33.889,0.005299999999998306
12,2900,20,51,-33.7901,-33.5755,0.21460000000000434
12,2955,51,50,-31.8995,-31.8952,0.004300000000000637
12,2964,50,20,-31.7404,-31.7179,0.022500000000000853
12,2976,20,50,-31.4958,-31.4806,0.015200000000000102
12,3075,50,20,-31.8266,-31.9562,-0.12959999999999994
12,3094,20,50,-31.0216,-30.8509,0.17070000000000007
12,3291,50,20,-30.0287,-30.2269,-0.19819999999999993
12,3292,20,50,-30.2269,-30.1713,0.05560000000000187
12,3494,50,19,-32.6242,-32.6045,0.019700000000000273
12,3510,19,49,-32.2804,-31.8096,0.47080000000000055
13,120,45,15,-26.0396,-27.2533,-1.2136999999999993
13,121,15,45,-27.2533,-26.6532,0.6001000000000012
13,137,45,15,-28.2237,-28.5815,-0.35779999999999745
13,138,15,45,-28.5815,-27.6572,0.9242999999999988
13,191,45,15,-30.2895,-30.7392,-0.4497
13,196,15,45,-30.6851,-30.1817,0.5033999999999992
13,250,45,15,-31.2175,-31.4056,-0.1880999999999986
13,264,15,44,-31.8087,-31.8079,0.0008000000000016882
13,291,44,14,-31.119,-31.0719,0.047100000000000364
13,348,14,44,-31.1861,-31.3432,-0.1570999999999998
13,350,44,14,-31.4148,-30.8999,0.5149000000000008
13,384,14,44,-28.8632,-29.9364,-1.0732
13,386,44,14,-29.7775,-28.6775,1.1000000000000014
13,409,14,44,-26.34,-27.2534,-0.9133999999999993
13,412,44,14,-27.1819,-26.2993,0.8826
13,524,14,44,-21.6754,-21.9363,-0.26089999999999947
13,525,44,14,-21.9363,-22.7524,-0.8161000000000023
13,528,14,44,-24.4894,-25.3754,-0.8859999999999992
13,535,44,14,-21.8913,-22.3111,-0.4197999999999986
13,538,14,44,-22.2825,-20.8982,1.3842999999999996
13,543,44,14,-20.7613,-22.6655,-1.904200000000003
13,545,14,44,-22.9909,-21.4443,1.5466000000000015
13,636,44,14,-24.5706,-26.96,-2.389400000000002
13,637,14,44,-26.96,-25.8767,1.0833000000000013
13,646,44,14,-25.5409,-27.3348,-1.7939000000000007
13,648,14,44,-27.3885,-24.9877,2.4008000000000003
13,658,44,14,-26.4745,-28.0826,-1.6081000000000003
13,660,14,44,-28.1962,-26.8686,1.3276000000000003
13,726,44,14,-30.5137,-30.5227,-0.009000000000000341
13,731,14,44,-30.5735,-30.1674,0.4060999999999986
13,785,44,14,-31.5828,-31.6328,-0.05000000000000071
13,794,14,54,-31.8839,-31.9081,-0.024200000000000443
13,833,54,13,-30.9012,-30.7303,0.1708999999999996
13,937,13,54,-27.1148,-27.5329,-0.4181000000000026
13,944,54,13,-27.2409,-26.9866,0.25430000000000064
13,984,13,54,-25.5224,-25.6156,-0.0931999999999995
13,993,54,13,-25.1553,-24.9754,0.17989999999999995
13,1029,13,54,-24.9965,-24.2752,0.7212999999999994
13,1039,54,13,-24.6519,-25.0499,-0.3979999999999997
13,1045,13,54,-23.6389,-22.9589,0.6799999999999997
13,1051,54,13,-22.3735,-23.003,-0.6295000000000002
13,1057,13,54,-22.9304,-22.4911,0.43929999999999936
13,1065,54,13,-23.0801,-23.2394,-0.15929999999999822
13,1067,13,54,-23.3699,-22.9889,0.3810000000000002
13,1173,54,13,-25.913,-27.8469,-1.9339000000000013
13,1174,13,54,-27.8469,-25.7916,2.0553000000000026
13,1255,54,13,-30.4358,-30.4948,-0.05900000000000105
13,1260,13,54,-30.5936,-30.1939,0.3996999999999993
13,1315,54,13,-31.65,-31.8036,-0.15360000000000085
13,1316,13,12,-31.8036,-31.8209,-0.017300000000002314
13,1334,12,53,-31.8153,-31.804,0.011300000000002086
13,1379,53,12,-30.7236,-30.7004,0.023200000000002774
13,1453,12,53,-30.2507,-30.5873,-0.3366000000000007
13,1460,53,12,-29.2175,-28.8809,0.3366000000000007
13,1555,12,53,-24.709,-24.5162,0.1927999999999983
13,1568,53,12,-24.1479,-24.4511,-0.30320000000000036
13,1576,12,53,-24.5521,-24.2617,0.2903999999999982
13,1591,53,12,-24.0155,-24.8573,-0.8417999999999992
13,1595,12,53,-24.9161,-24.0244,0.8917000000000002
13,1745,53,12,-29.486,-30.7301,-1.2440999999999995
13,1746,12,53,-30.7301,-29.5874,1.1427000000000014
13,1779,53,12,-30.2863,-30.5402,-0.253899999999998
13,1784,12,53,-30.6599,-30.1082,0.5517000000000003
13,1843,53,11,-32.1379,-32.3329,-0.19500000000000028
13,1876,11,52,-31.6946,-31.6908,0.003800000000001802
13,1934,52,11,-30.4664,-30.4068,0.05959999999999965
13,2028,11,52,-27.0602,-27.0137,0.04649999999999821
13,2055,52,11,-28.7099,-28.8952,-0.18529999999999802
13,2064,11,52,-29.3348,-28.8045,0.5303000000000004
13,2102,52,11,-27.6037,-27.6598,-0.056100000000000705
13,2107,11,52,-27.3422,-26.7757,0.5664999999999978
13,2143,52,11,-26.4113,-26.6757,-0.2643999999999984
13,2145,11,52,-26.6782,-26.1463,0.5319000000000003
13,2297,52,11,-30.2644,-30.5955,-0.33110000000000284
13,2301,11,52,-30.6836,-30.3671,0.3164999999999978
13,2369,52,21,-32.9714,-33.0227,-0.05129999999999768
13,2421,21,51,-31.6795,-31.6599,0.019600000000000506
13,2501,51,21,-30.5338,-30.4517,0.0821000000000005
13,2569,21,51,-27.6415,-27.5983,0.04320000000000235
13,2610,51,21,-27.4895,-27.5282,-0.038699999999998624
13,2629,21,51,-27.6912,-27.6271,0.06409999999999982
13,2804,51,21,-30.2775,-30.5567,-0.27919999999999945
13,2809,21,51,-30.6456,-30.2335,0.41210000000000235
13,2892,51,20,-34.1621,-34.1757,-0.013599999999996726
13,2899,20,51,-33.9579,-33.7671,0.19080000000000297
13,2950,51,50,-32.0973,-32.0753,0.021999999999998465
13,3082,50,20,-32.9973,-32.9521,0.04520000000000124
13,3093,20,50,-32.418,-32.2367,0.18130000000000024
13,3220,50,20,-30.8145,-30.8714,-0.05690000000000239
13,3226,20,50,-30.6647,-30.5997,0.06500000000000128
13,3271,50,20,-30.0859,-30.1867,-0.10079999999999956
13,3278,20,50,-30.2712,-30.1296,0.1416000000000004
13,3495,50,19,-32.7688,-32.7454,0.023400000000002308
13,3510,19,49,-32.3592,-31.9292,0.4299999999999997
14,3,45,15,-36.5875,-39.1808,-2.5932999999999993
14,4,15,45,-39.1808,-35.5721,3.608699999999999
14,87,45,15,-31.3926,-33.9734,-2.5807999999999964
14,88,15,45,-33.9734,-32.572,1.4013999999999953
14,97,45,15,-34.5158,-35.0761,-0.560299999999998
14,100,15,45,-33.9651,-32.9866,0.9784999999999968
14,105,45,15,-31.1438,-31.3402,-0.19640000000000057
14,146,15,45,-32.758,-32.1576,0.6004000000000005
14,158,45,15,-35.8543,-36.8187,-0.9643999999999977
14,162,15,45,-37.7975,-36.5715,1.225999999999999
14,186,45,15,-32.9102,-33.3487,-0.43849999999999767
14,204,15,45,-32.1992,-31.9647,0.23449999999999704
14,237,45,15,-31.7315,-31.8367,-0.10519999999999996
14,264,15,44,-32.4381,-32.4491,-0.011000000000002785
14,301,44,14,-31.7891,-31.6635,0.12560000000000215
14,343,14,44,-33.2692,-33.4009,-0.13170000000000215
14,351,44,45,-34.3103,-34.4638,-0.15350000000000108
14,353,45,14,-34.5024,-34.18,0.3224000000000018
14,383,14,44,-33.0429,-33.2734,-0.23049999999999926
14,395,44,14,-30.9551,-30.4862,0.4689000000000014
14,408,14,44,-30.327,-30.4472,-0.12019999999999698
14,418,44,14,-30.5978,-30.5326,0.06520000000000081
14,544,14,44,-30.0028,-30.3123,-0.3094999999999999
14,550,44,14,-29.2605,-31.4475,-2.187000000000001
14,551,14,44,-31.4475,-28.1446,3.302900000000001
14,621,44,14,-32.3373,-32.3029,0.03439999999999799
14,622,14,44,-32.3029,-30.5064,1.7965000000000018
14,627,44,14,-30.1767,-30.805,-0.6282999999999994
14,680,14,44,-35.2778,-35.1318,0.1460000000000008
14,692,44,14,-35.1138,-35.2255,-0.11169999999999902
14,701,14,44,-33.9541,-33.7726,0.18149999999999977
14,719,44,14,-32.2106,-32.5499,-0.3393000000000015
14,740,14,44,-31.9097,-31.7502,0.1595000000000013
14,772,44,14,-31.8821,-31.9098,-0.027699999999999392
14,797,14,54,-32.4726,-32.4954,-0.0227999999999966
14,842,54,13,-31.7402,-31.6471,0.09310000000000329
14,898,13,44,-34.6854,-35.1119,-0.4264999999999972
14,899,44,13,-35.1119,-34.885,0.22690000000000055
14,942,13,54,-29.9593,-30.3302,-0.37090000000000245
14,950,54,13,-30.114,-29.9598,0.15419999999999945
14,1093,13,54,-26.7895,-25.7721,1.017400000000002
14,1135,54,13,-27.1024,-29.9498,-2.8474000000000004
14,1206,13,54,-36.0377,-35.2682,0.7695000000000007
14,1217,54,13,-33.7022,-33.6373,0.0648999999999944
14,1232,13,54,-32.4179,-32.0962,0.3216999999999999
14,1247,54,13,-31.9395,-32.0253,-0.08580000000000254
14,1270,13,54,-31.7964,-31.6173,0.17909999999999826
14,1303,54,13,-31.9397,-31.9826,-0.04290000000000305
14,1321,13,12,-32.3596,-33.4028,-1.0431999999999988
14,1330,12,53,-33.4297,-32.4271,1.002599999999994
14,1386,53,12,-31.8968,-31.8945,0.0022999999999981924
14,1457,12,53,-32.243,-32.1829,0.06010000000000559
14,1467,53,12,-30.8566,-30.5979,0.25870000000000104
14,1602,12,53,-26.8083,-26.3806,0.42769999999999797
14,1671,53,12,-27.2066,-28.3335,-1.1268999999999991
14,1674,12,53,-28.5437,-27.7716,0.7721000000000018
14,1693,53,12,-30.0523,-30.8104,-0.7581000000000024
14,1699,12,53,-31.547,-30.8303,0.7166999999999994
14,1717,53,12,-35.4234,-35.9063,-0.4829000000000008
14,1720,12,53,-35.3441,-34.687,0.6570999999999998
14,1737,53,12,-31.9712,-32.4634,-0.4922000000000004
14,1753,12,53,-31.6487,-31.1586,0.49010000000000176
14,1769,53,12,-31.426,-31.5493,-0.12330000000000041
14,1794,12,53,-31.6342,-31.6048,0.029399999999998983
14,1830,53,12,-31.9133,-32.0565,-0.14320000000000022
14,1841,12,11,-32.26,-33.3037,-1.0437000000000012
14,1870,11,52,-32.9819,-32.2784,0.7035000000000053
14,1939,52,11,-31.9521,-31.8614,0.09070000000000178
14,2081,11,52,-27.5613,-27.3809,0.18039999999999878
14,2099,52,11,-27.0251,-27.0131,0.011999999999996902
14,2118,11,52,-26.8651,-26.4948,0.3703000000000003
14,2155,52,11,-26.8073,-27.2433,-0.43599999999999994
14,2158,11,52,-27.3215,-26.8272,0.4942999999999991
14,2248,52,11,-31.2222,-31.8664,-0.6441999999999979
14,2255,11,52,-31.498,-31.0867,0.41130000000000067
14,2287,52,11,-30.9905,-31.1746,-0.18410000000000082
14,2310,11,52,-31.4645,-31.4122,0.052300000000002456
14,2354,52,11,-32.0091,-32.1564,-0.14730000000000132
14,2361,11,52,-32.2687,-33.5968,-1.3280999999999992
14,2363,52,21,-33.8454,-33.8481,-0.0027000000000043656
14,2410,21,51,-32.7739,-32.2385,0.5353999999999957
14,2505,51,21,-31.8893,-31.8581,0.03119999999999834
14,2600,21,51,-27.7159,-27.7108,0.005100000000002325
14,2605,51,21,-27.693,-27.7085,-0.015499999999999403
14,2640,21,51,-27.9854,-27.7424,0.24299999999999855
14,2794,51,21,-30.8038,-30.8236,-0.01980000000000004
14,2809,21,51,-31.1264,-31.0029,0.12349999999999994
14,2886,51,20,-34.7797,-34.7495,0.03020000000000067
14,2950,20,50,-32.9242,-32.2958,0.6283999999999992
14,3081,50,20,-33.8158,-33.8819,-0.06609999999999872
14,3095,20,50,-34.0496,-33.9352,0.11439999999999628
14,3482,50,19,-33.4299,-33.4443,-0.014399999999994861
14,3510,19,49,-32.7736,-32.1203,0.6533000000000015
15,63,45,15,-35.2014,-37.2562,-2.0548
15,73,15,45,-33.1269,-32.3355,0.7913999999999959
15,100,45,15,-33.1428,-33.5991,-0.4562999999999988
15,166,15,45,-37.2355,-36.4397,0.7957999999999998
15,179,45,15,-34.0555,-34.0581,-0.002600000000001046
15,212,15,45,-31.9634,-31.8716,0.09179999999999922
15,229,45,15,-32.0024,-32.0362,-0.033799999999999386
15,230,15,45,-32.0362,-32.0514,-0.015200000000000102
15,234,45,15,-32.1056,-32.1252,-0.019599999999996953
15,263,15,44,-32.5258,-32.5211,0.004699999999999704
15,287,44,14,-32.0949,-32.045,0.049900000000000944
15,336,14,44,-32.1441,-32.3529,-0.20879999999999654
15,342,44,14,-32.7409,-32.227,0.5139000000000067
15,502,14,44,-33.2634,-34.8707,-1.6073000000000022
15,508,44,14,-37.839,-36.3464,1.492599999999996
15,519,14,44,-35.0913,-36.0039,-0.9126000000000047
15,522,44,14,-39.0619,-41.0893,-2.0274
15,525,14,44,-36.5517,-34.8082,1.7434999999999974
15,531,44,14,-33.8875,-34.1056,-0.21809999999999974
15,534,14,44,-35.1195,-35.6396,-0.5200999999999993
15,542,44,14,-35.2508,-36.6184,-1.367600000000003
15,543,14,44,-36.6184,-34.0368,2.5816000000000017
15,630,44,14,-32.6478,-33.3508,-0.703000000000003
15,631,14,44,-33.3508,-32.1653,1.1854999999999976
15,637,44,14,-31.4557,-32.0359,-0.5801999999999978
15,683,14,44,-36.8546,-36.3567,0.49790000000000134
15,694,44,14,-36.071,-36.3744,-0.30340000000000344
15,700,14,13,-35.1933,-34.9048,0.2884999999999991
15,701,13,14,-34.9048,-34.8114,0.09340000000000259
15,705,14,44,-34.3158,-33.9848,0.33100000000000307
15,721,44,14,-32.6776,-32.6941,-0.016500000000000625
15,744,14,44,-32.21,-31.9745,0.23550000000000182
15,777,44,14,-32.3629,-32.4631,-0.10019999999999385
15,792,14,54,-32.6604,-32.6659,-0.00549999999999784
15,822,54,13,-32.3047,-32.0985,0.2061999999999955
15,1055,13,54,-33.447,-33.8455,-0.3984999999999985
15,1064,54,13,-35.5226,-35.1314,0.39119999999999777
15,1065,13,54,-35.1314,-32.7096,2.4217999999999975
15,1072,54,13,-31.8107,-32.6607,-0.8499999999999979
15,1074,13,54,-32.7377,-30.9805,1.7571999999999974
15,1153,54,13,-28.1575,-31.9774,-3.8199000000000005
15,1154,13,54,-31.9774,-29.2302,2.7471999999999994
15,1160,54,13,-27.8666,-31.2803,-3.413700000000002
