cell_idx,time_s,from_sat,to_sat,snr_before_dB,snr_after_dB,snr_gain_dB
5,2597,51,21,-27.8468,-27.9268,-0.0799999999999983
5,2610,21,51,-27.6221,-27.4154,0.20669999999999789
5,2657,51,21,-27.0038,-27.3547,-0.3509000000000029
5,2662,21,51,-27.4167,-27.2497,0.16699999999999804
5,2748,51,21,-31.75,-31.814,-0.06400000000000006
5,2871,21,51,-31.7123,-33.8445,-2.1321999999999974
5,2882,51,20,-35.0597,-35.1794,-0.1197000000000017
5,2940,20,51,-34.0651,-34.0501,0.015000000000000568
5,2950,51,50,-33.9393,-31.8373,2.102000000000004
5,3072,50,20,-33.5108,-33.5883,-0.07749999999999346
5,3076,20,50,-33.2915,-33.1488,0.14269999999999783
5,3281,50,20,-29.9442,-29.9696,-0.0254000000000012
5,3347,20,50,-31.1391,-31.1305,0.00859999999999772
5,3356,50,20,-31.3054,-31.3374,-0.03200000000000003
5,3381,20,50,-31.7747,-33.0405,-1.2658000000000023
5,3430,50,19,-36.2637,-35.2994,0.9643000000000015
5,3446,19,50,-34.7712,-34.7185,0.05270000000000152
5,3470,50,19,-34.1421,-34.1261,0.015999999999998238
5,3510,19,49,-33.638,-31.5847,2.0532999999999966
6,39,15,45,-22.6357,-22.6828,-0.047100000000000364
6,129,45,15,-26.6893,-27.1737,-0.48440000000000083
6,130,15,45,-27.1737,-26.0731,1.1006
6,185,45,15,-30.6176,-31.3464,-0.7287999999999997
6,186,15,45,-31.3464,-30.9597,0.3866999999999976
6,242,45,15,-30.8661,-31.0513,-0.1852000000000018
6,267,15,44,-31.6829,-31.6881,-0.005199999999998539
6,295,44,14,-30.9044,-30.7513,0.15309999999999846
6,346,14,44,-31.1416,-31.466,-0.3244000000000007
6,351,44,14,-31.8475,-31.5438,0.3036999999999992
6,381,14,44,-29.3554,-29.9349,-0.5794999999999995
6,389,44,14,-28.7266,-28.4647,0.2619000000000007
6,402,14,44,-27.2618,-27.4964,-0.23460000000000036
6,416,44,14,-27.0903,-26.8598,0.23049999999999926
6,424,14,44,-28.2717,-28.7062,-0.4344999999999999
6,430,44,14,-30.4867,-29.4177,1.068999999999999
6,441,14,44,-26.9354,-26.9942,-0.058799999999997965
6,455,44,14,-25.3677,-25.4233,-0.05560000000000187
6,466,14,44,-29.7434,-29.6997,0.04370000000000118
6,474,44,14,-24.6247,-24.3717,0.2530000000000001
6,542,14,44,-24.7736,-23.7275,1.0460999999999991
6,547,44,14,-20.7619,-21.406,-0.6440999999999981
6,550,14,44,-21.4888,-21.4551,0.03369999999999962
6,555,44,14,-21.6864,-21.8527,-0.16629999999999967
6,557,14,44,-22.1868,-20.9905,1.1963000000000008
6,570,44,14,-22.2695,-22.8612,-0.5916999999999994
6,573,14,44,-22.9738,-20.7368,2.237000000000002
6,641,44,14,-24.9377,-26.7229,-1.7851999999999997
6,642,14,44,-26.7229,-25.5352,1.1876999999999995
6,653,44,14,-25.8011,-27.1006,-1.2994999999999983
6,655,14,44,-27.1833,-25.8125,1.3707999999999991
6,668,44,14,-26.706,-28.0943,-1.388300000000001
6,670,14,44,-28.2062,-27.8371,0.36909999999999954
6,721,44,14,-30.3647,-30.6181,-0.2533999999999992
6,725,14,44,-30.5195,-30.1711,0.3484000000000016
6,778,44,14,-31.1094,-31.3262,-0.21679999999999922
6,795,14,54,-31.6918,-31.7094,-0.01759999999999806
6,838,54,13,-30.6189,-30.5058,0.11309999999999931
6,894,13,54,-33.1532,-33.8984,-0.7452000000000041
6,895,54,13,-33.8984,-33.3126,0.585799999999999
6,925,13,54,-27.6678,-27.845,-0.17719999999999914
6,950,54,13,-26.7973,-26.8461,-0.048799999999999955
6,966,13,54,-29.3492,-29.694,-0.34479999999999933
6,989,54,13,-24.7988,-24.7649,0.03389999999999915
6,1004,13,54,-24.594,-24.273,0.3210000000000015
6,1015,54,13,-23.805,-24.1455,-0.3404999999999987
6,1023,13,54,-23.4286,-23.1559,0.2727000000000004
6,1031,54,13,-22.1577,-22.3513,-0.1936
6,1038,13,54,-22.1725,-21.7236,0.4488999999999983
6,1046,54,13,-22.0182,-22.2032,-0.18499999999999872
6,1049,13,54,-22.5028,-21.1401,1.3627000000000002
6,1125,54,13,-23.9865,-25.522,-1.535499999999999
6,1128,13,54,-26.0981,-25.5415,0.5565999999999995
6,1134,54,13,-27.7748,-29.6058,-1.8309999999999995
6,1136,13,54,-30.3551,-29.0235,1.3316000000000017
6,1142,54,13,-28.028,-27.851,0.1769999999999996
6,1146,13,54,-27.0752,-25.3047,1.7704999999999984
6,1149,54,13,-24.9818,-26.526,-1.5442
6,1155,13,54,-26.433,-25.084,1.3490000000000002
6,1159,54,13,-25.775,-26.6464,-0.8714000000000013
6,1164,13,54,-26.831,-25.8169,1.0140999999999991
6,1170,54,13,-26.7521,-27.08,-0.32789999999999964
6,1174,13,54,-27.1448,-26.3749,0.7698999999999998
6,1182,54,13,-26.4727,-27.4876,-1.0149000000000008
6,1186,13,54,-27.722,-27.5606,0.16140000000000043
6,1199,54,13,-28.812,-29.9246,-1.1126000000000005
6,1201,13,54,-30.1483,-29.8637,0.2845999999999975
6,1251,54,13,-29.9468,-30.2834,-0.3366000000000007
6,1259,13,54,-30.2576,-29.9261,0.33149999999999835
6,1311,54,13,-31.5132,-31.5409,-0.027699999999999392
6,1321,13,12,-31.7894,-32.1656,-0.3761999999999972
6,1330,12,53,-32.293,-31.7071,0.5858999999999988
6,1386,53,12,-30.3818,-30.3399,0.04189999999999827
6,1442,12,53,-30.7473,-30.6936,0.05369999999999919
6,1494,53,12,-26.9999,-27.0901,-0.09019999999999939
6,1506,12,53,-28.9048,-28.7443,0.16050000000000253
6,1538,53,12,-27.6587,-27.8698,-0.21110000000000184
6,1540,12,53,-27.774,-27.2911,0.4829000000000008
6,1665,53,12,-25.899,-26.6048,-0.7058
6,1674,12,53,-26.827,-26.6535,0.17350000000000065
6,1682,53,12,-27.0179,-27.1036,-0.08569999999999922
6,1691,12,53,-27.326,-26.9977,0.32830000000000226
6,1699,53,12,-27.8231,-27.9287,-0.10559999999999903
6,1707,12,53,-28.8596,-28.0444,0.8152000000000008
6,1721,53,12,-31.3142,-32.1691,-0.8549000000000007
6,1722,12,53,-32.1691,-31.7102,0.45889999999999986
6,1744,53,12,-30.7883,-31.1945,-0.4062000000000019
6,1747,12,53,-31.012,-30.3767,0.6353000000000009
6,1776,53,12,-29.9938,-30.1815,-0.18769999999999953
6,1785,12,53,-30.3154,-30.1809,0.13449999999999918
6,1839,53,12,-31.6355,-31.7854,-0.1498999999999988
6,1841,12,53,-31.8033,-32.3445,-0.5411999999999964
6,1843,53,11,-32.602,-32.6974,-0.09540000000000504
6,1870,11,52,-32.2802,-31.7045,0.5757000000000012
6,1941,52,11,-30.3479,-30.2963,0.051600000000000534
6,1996,11,52,-28.4741,-28.418,0.056100000000000705
6,2049,52,11,-29.3432,-29.9306,-0.5873999999999988
6,2053,11,52,-29.5688,-29.0784,0.49040000000000106
6,2164,52,11,-26.4687,-26.7003,-0.23160000000000025
6,2193,11,52,-27.4078,-27.3392,0.0686
6,2223,52,11,-29.5945,-30.504,-0.9095000000000013
6,2229,11,52,-31.5717,-31.7376,-0.1659000000000006
6,2256,52,11,-30.3848,-30.7667,-0.3819000000000017
6,2263,11,52,-30.4319,-30.1441,0.28779999999999717
6,2294,52,11,-29.9754,-30.2467,-0.2713000000000001
6,2305,11,52,-30.512,-30.3823,0.1296999999999997
6,2369,52,21,-33.2387,-33.2457,-0.006999999999997897
6,2400,21,52,-32.6201,-32.5963,0.023800000000001376
6,2410,52,51,-32.1843,-31.7868,0.39750000000000085
6,2505,51,21,-31.0766,-30.9798,0.09679999999999822
6,2547,21,51,-28.3275,-28.2613,0.06620000000000203
6,2601,51,21,-27.4687,-27.6343,-0.1656000000000013
6,2614,21,51,-27.4702,-27.2931,0.17709999999999937
6,2665,51,21,-27.3919,-27.7323,-0.3403999999999989
6,2676,21,51,-27.5292,-27.5387,-0.009499999999999176
6,2745,51,21,-31.2936,-31.6297,-0.3360999999999983
6,2756,21,51,-30.8162,-30.6867,0.12950000000000017
6,2802,51,21,-30.1864,-30.2907,-0.10430000000000206
6,2817,21,51,-30.6147,-30.629,-0.0143000000000022
6,2891,51,20,-34.0926,-34.2007,-0.10810000000000031
6,2911,20,51,-33.5701,-33.4713,0.09879999999999711
6,2950,51,50,-32.1986,-31.8881,0.31049999999999756
6,3074,50,20,-32.8904,-32.9742,-0.08380000000000365
6,3079,20,50,-32.6478,-32.5701,0.0777000000000001
6,3282,50,20,-30.0462,-30.0895,-0.043300000000002115
6,3314,20,50,-30.4896,-30.4761,0.013500000000000512
6,3493,50,19,-32.9541,-32.9582,-0.004100000000001103
6,3510,19,49,-32.7599,-31.6996,1.0603000000000016
7,4,45,15,-20.4079,-19.6084,0.7995000000000019
7,10,15,45,-19.3947,-19.1476,0.24709999999999965
7,17,45,15,-20.2404,-20.3701,-0.1296999999999997
7,22,15,45,-20.4477,-19.5973,0.8504000000000005
7,32,45,15,-20.4076,-21.5182,-1.1106000000000016
7,39,15,45,-22.3716,-21.7163,0.6553000000000004
7,55,45,15,-22.5531,-23.1187,-0.5655999999999999
7,59,15,45,-23.7178,-23.5924,0.12539999999999907
7,74,45,15,-23.8684,-24.3796,-0.5111999999999988
7,75,15,45,-24.3796,-23.677,0.7026000000000003
7,131,45,15,-26.2106,-27.2426,-1.032
7,132,15,45,-27.2426,-26.1921,1.0504999999999995
7,187,45,15,-29.9381,-30.2993,-0.3612000000000002
7,188,15,45,-30.2993,-29.9048,0.3944999999999972
7,248,45,15,-31.1151,-31.2259,-0.11079999999999757
7,265,15,44,-31.6866,-31.7021,-0.015500000000002956
7,290,44,14,-31.0074,-30.7744,0.23300000000000054
7,350,14,44,-30.3495,-30.8324,-0.4829000000000008
7,351,44,14,-30.8324,-30.5654,0.26699999999999946
7,386,14,44,-28.0077,-27.8904,0.11730000000000018
7,388,44,14,-27.7838,-27.5047,0.2790999999999997
7,411,14,44,-26.33,-26.6751,-0.3451000000000022
7,413,44,14,-26.6208,-26.0082,0.6126000000000005
7,449,14,44,-23.771,-24.7013,-0.930299999999999
7,455,44,14,-24.408,-24.1428,0.2652000000000001
7,475,14,44,-22.9151,-23.0598,-0.14470000000000027
7,485,44,14,-24.673,-24.782,-0.10900000000000176
7,487,14,44,-24.7619,-24.0646,0.697300000000002
7,499,44,14,-21.6634,-21.7911,-0.1277000000000008
7,504,14,44,-21.0663,-20.7525,0.31379999999999697
7,513,44,14,-21.6561,-22.8173,-1.161200000000001
7,514,14,44,-22.8173,-21.8968,0.9205000000000005
7,784,44,14,-31.4412,-31.5091,-0.06790000000000163
7,787,14,13,-31.5547,-31.5662,-0.011499999999998067
7,795,13,54,-31.7449,-31.7515,-0.006599999999998829
7,832,54,13,-30.7715,-30.7514,0.02009999999999934
7,937,13,54,-26.7629,-27.0101,-0.24720000000000297
7,946,54,13,-26.6429,-26.2654,0.3775000000000013
7,973,13,54,-25.8986,-25.7596,0.13899999999999935
7,993,54,13,-24.4489,-24.4718,-0.022900000000003473
7,1005,13,54,-23.4641,-23.3772,0.08689999999999998
7,1017,54,13,-23.1725,-23.3877,-0.2151999999999994
7,1023,13,54,-23.5692,-22.9241,0.6450999999999993
7,1035,54,13,-23.0013,-23.9134,-0.9120999999999988
7,1037,13,54,-24.0018,-23.6015,0.4002999999999979
7,1253,54,13,-29.4197,-30.0803,-0.6606000000000023
7,1254,13,54,-30.0803,-29.717,0.3633000000000024
7,1315,54,13,-31.4173,-31.6766,-0.25929999999999964
7,1316,13,12,-31.6766,-31.6976,-0.021000000000000796
7,1334,12,53,-31.6781,-31.6643,0.013799999999999812
7,1342,53,54,-31.4994,-31.4731,0.026300000000002655
7,1347,54,53,-31.3496,-31.3305,0.01909999999999812
7,1382,53,12,-30.3453,-30.2427,0.10260000000000247
7,1450,12,53,-29.0192,-29.3153,-0.29609999999999914
7,1467,53,12,-27.3453,-27.2564,0.08890000000000242
7,1513,12,53,-26.1975,-26.2306,-0.033099999999997465
7,1565,53,12,-26.7276,-27.7163,-0.9887000000000015
7,1566,12,53,-27.7163,-26.5543,1.161999999999999
7,1584,53,12,-25.0798,-25.8429,-0.7631000000000014
7,1586,12,53,-25.7803,-24.9942,0.7861000000000011
7,1602,53,12,-24.9364,-25.3332,-0.3968000000000025
7,1604,12,53,-25.3728,-25.2001,0.17270000000000252
7,1659,53,12,-25.9235,-26.6563,-0.732800000000001
7,1661,12,53,-26.6655,-26.4776,0.18790000000000262
7,1778,53,12,-29.7538,-30.2267,-0.47290000000000276
7,1780,12,53,-30.2457,-29.71,0.5356999999999985
7,1845,53,11,-32.2205,-32.1973,0.023200000000002774
7,1872,11,53,-31.5153,-31.488,0.027300000000000324
7,1885,53,52,-31.3862,-31.3786,0.007600000000000051
7,1940,52,11,-30.0709,-29.9447,0.12620000000000076
7,2007,11,52,-27.4853,-27.5173,-0.03200000000000003
7,2129,52,11,-27.7165,-28.3219,-0.6053999999999995
7,2133,11,52,-28.1594,-28.0976,0.06180000000000163
7,2296,52,11,-30.2956,-30.3617,-0.06609999999999872
7,2299,11,52,-30.4032,-29.8,0.6031999999999975
7,2370,52,21,-32.7888,-33.0678,-0.27899999999999636
7,2380,21,52,-32.7366,-32.6465,0.09009999999999962
7,2381,52,21,-32.6465,-32.6705,-0.023999999999993804
7,2385,21,52,-32.577,-32.5395,0.03750000000000142
7,2417,52,21,-31.5966,-31.5841,0.01249999999999929
7,2424,21,51,-31.5172,-31.5106,0.006599999999998829
7,2502,51,21,-30.7816,-30.769,0.012600000000002609
7,2556,21,51,-27.8543,-27.82,0.03429999999999822
7,2599,51,21,-27.3729,-27.536,-0.16310000000000002
7,2622,21,51,-27.6846,-27.6848,-0.00019999999999953388
7,2674,51,21,-28.0075,-28.1959,-0.18840000000000146
7,2690,21,51,-29.3106,-29.2057,0.10490000000000066
7,2802,51,21,-30.1368,-30.4029,-0.266099999999998
7,2806,21,51,-30.4403,-30.4519,-0.011599999999997834
7,2892,51,20,-33.9876,-34.2034,-0.21580000000000155
7,2896,20,51,-34.0847,-33.9546,0.13009999999999877
7,2951,51,50,-31.9028,-31.8964,0.006399999999999295
7,3074,50,20,-33.0839,-33.2282,-0.1443000000000012
7,3085,20,50,-32.5013,-32.3368,0.16450000000000387
7,3280,50,20,-30.3729,-30.4752,-0.10229999999999961
7,3294,20,50,-30.472,-30.4175,0.05450000000000088
7,3493,50,19,-32.758,-32.767,-0.009000000000000341
7,3510,19,49,-32.3774,-31.7868,0.590600000000002
8,66,45,15,-28.0591,-29.1987,-1.139599999999998
8,69,15,45,-28.0791,-27.2577,0.8214000000000006
8,74,45,15,-25.5546,-25.8505,-0.2958999999999996
8,84,15,45,-26.3033,-26.0115,0.2917999999999985
8,86,45,15,-26.2662,-26.8385,-0.5722999999999985
8,93,15,45,-29.8048,-28.823,0.9817999999999998
8,101,45,15,-28.6982,-30.0188,-1.3205999999999989
8,106,15,45,-28.8918,-27.7387,1.1530999999999985
8,113,45,15,-27.2095,-27.4696,-0.26010000000000133
8,121,15,45,-27.3206,-26.7796,0.5410000000000004
8,129,45,15,-27.2282,-27.7796,-0.5513999999999974
8,136,15,45,-28.0002,-28.0271,-0.026900000000001256
8,154,45,15,-30.4934,-31.5091,-1.015699999999999
8,156,15,45,-31.7492,-31.2168,0.5323999999999991
8,186,45,15,-30.715,-31.3235,-0.6084999999999994
8,192,15,45,-31.062,-30.8871,0.17490000000000094
8,243,45,15,-31.0243,-31.1048,-0.08050000000000068
8,264,15,44,-31.7107,-31.7209,-0.010200000000001097
8,295,44,14,-30.8896,-30.6813,0.20830000000000126
8,389,14,44,-28.4997,-28.4563,0.04340000000000188
8,390,44,14,-28.4563,-27.8747,0.5815999999999981
8,491,14,44,-22.9476,-23.1497,-0.20209999999999795
8,499,44,14,-24.7133,-24.9565,-0.24319999999999808
8,503,14,44,-25.9098,-24.4015,1.508300000000002
8,523,44,14,-24.682,-26.1813,-1.4993000000000016
8,524,14,44,-26.1813,-23.9865,2.1948000000000008
8,596,44,14,-24.4684,-26.3569,-1.8885000000000005
8,597,14,44,-26.3569,-24.3074,2.0494999999999983
8,602,44,14,-24.62,-27.0154,-2.3953999999999986
8,603,14,44,-27.0154,-24.3988,2.6165999999999983
8,632,44,14,-26.658,-28.3381,-1.6800999999999995
8,633,14,44,-28.3381,-27.2016,1.1365000000000016
8,642,44,14,-27.1382,-27.5187,-0.38049999999999784
8,644,14,44,-27.5283,-25.9287,1.5996000000000024
8,654,44,14,-27.7157,-28.1854,-0.4697000000000031
8,656,14,44,-28.2894,-27.4507,0.8386999999999993
8,669,44,14,-28.2471,-29.5914,-1.3443000000000005
8,671,14,44,-29.7745,-29.4792,0.295300000000001
8,722,44,14,-30.9106,-30.9389,-0.028300000000001546
8,727,14,44,-30.8875,-30.4505,0.4369999999999976
8,779,44,14,-31.3038,-31.3777,-0.07390000000000185
8,785,14,13,-31.5106,-31.505,0.00560000000000116
8,799,13,54,-31.6759,-31.7175,-0.041600000000002524
8,836,54,13,-30.8384,-30.7199,0.11850000000000094
8,944,13,54,-26.8482,-27.2435,-0.3953000000000024
8,947,54,13,-27.244,-27.2039,0.040099999999998914
8,985,13,54,-25.4888,-25.892,-0.4031999999999982
8,994,54,13,-27.4742,-27.1808,0.29339999999999833
8,1011,13,54,-25.1971,-25.1585,0.03859999999999886
8,1014,54,13,-25.1631,-25.3437,-0.18059999999999832
8,1025,13,54,-26.4665,-26.0458,0.4207000000000001
8,1037,54,13,-30.2537,-31.5628,-1.3091000000000008
8,1038,13,54,-31.5628,-29.3167,2.2460999999999984
8,1049,54,13,-28.1806,-28.5283,-0.34770000000000323
8,1053,13,54,-27.3133,-26.5399,0.7734000000000023
8,1059,54,13,-25.7641,-26.1588,-0.3947000000000003
8,1065,13,54,-26.3312,-25.8893,0.4419000000000004
8,1069,54,13,-25.2964,-26.3993,-1.1029000000000018
8,1075,13,54,-27.4712,-25.9774,1.4938000000000002
8,1081,54,13,-29.4895,-31.388,-1.898500000000002
8,1083,13,54,-31.9585,-30.9154,1.043099999999999
8,1092,54,13,-29.1523,-28.8347,0.31759999999999877
8,1095,13,54,-28.1134,-27.8534,0.259999999999998
8,1252,54,13,-30.7702,-30.8851,-0.11490000000000222
8,1254,13,54,-30.8888,-30.8029,0.08589999999999876
8,1311,54,13,-31.5457,-31.6237,-0.0779999999999994
8,1315,13,12,-31.6982,-31.7162,-0.018000000000000682
8,1339,12,53,-31.5517,-31.5552,-0.0034999999999989484
8,1382,53,12,-30.8219,-30.6837,0.13819999999999766
8,1458,12,53,-29.1566,-29.1961,-0.03950000000000031
8,1465,53,12,-28.5174,-28.27,0.24739999999999895
8,1554,12,53,-26.6382,-26.3183,0.3199000000000005
8,1560,53,12,-26.684,-26.8181,-0.1341000000000001
8,1577,12,53,-26.3504,-26.0915,0.2589000000000006
8,1580,53,12,-26.1542,-26.1864,-0.03219999999999956
8,1595,12,53,-26.6555,-26.6796,-0.024100000000000676
8,1602,53,12,-26.8979,-26.9478,-0.049900000000000944
8,1613,12,53,-28.1081,-27.8118,0.2962999999999987
8,1776,53,12,-30.525,-30.9158,-0.39080000000000226
8,1778,12,53,-30.9291,-30.2705,0.6585999999999999
8,1839,53,12,-31.7588,-31.8426,-0.0838000000000001
8,1841,12,11,-31.8651,-32.4804,-0.6153000000000013
8,1880,11,52,-31.5335,-31.5306,0.0029000000000003467
8,1935,52,11,-30.8878,-30.7289,0.15889999999999915
8,2062,11,52,-30.3087,-30.2876,0.021100000000000563
8,2095,52,11,-29.3569,-29.9536,-0.596700000000002
8,2107,11,52,-29.3771,-29.0624,0.3146999999999984
8,2132,52,11,-28.3063,-28.553,-0.24670000000000059
8,2147,11,52,-27.611,-27.4964,0.11459999999999937
8,2294,52,11,-30.7139,-30.943,-0.22910000000000252
8,2295,11,52,-30.943,-30.5487,0.3943000000000012
8,2367,52,21,-33.1233,-33.2805,-0.15720000000000312
8,2378,21,52,-32.884,-32.7787,0.10529999999999973
8,2379,52,21,-32.7787,-32.8142,-0.03549999999999898
8,2383,21,52,-32.7161,-32.6589,0.05719999999999459
8,2414,52,21,-31.6907,-31.6988,-0.008099999999998886
8,2429,21,51,-31.5174,-31.5071,0.010299999999997311
8,2498,51,21,-31.2559,-31.2674,-0.011499999999998067
8,2634,21,51,-28.2598,-28.1449,0.11489999999999867
8,2889,51,20,-34.257,-34.4812,-0.22420000000000329
8,2891,20,51,-34.439,-34.2029,0.23610000000000042
8,2950,51,50,-32.031,-32.0154,0.01559999999999917
8,3074,50,20,-34.0821,-34.076,0.006099999999996442
8,3094,20,50,-32.8021,-32.7267,0.07540000000000191
8,3218,50,20,-32.3196,-32.3474,-0.02779999999999916
8,3223,20,50,-32.1785,-32.0803,0.09819999999999851
8,3269,50,20,-31.1303,-31.1358,-0.005500000000001393
8,3273,20,50,-31.1063,-30.9779,0.12839999999999918
8,3494,50,19,-32.8541,-32.8529,0.0012000000000043087
8,3510,19,49,-32.5039,-31.9633,0.5406000000000013
9,73,45,15,-32.8834,-33.4453,-0.5619000000000014
9,74,15,45,-33.4453,-32.1177,1.3276000000000039
9,83,45,15,-31.6389,-33.4964,-1.8575000000000017
9,85,15,45,-33.5097,-32.1883,1.3214000000000041
9,104,45,15,-33.4569,-34.8708,-1.4139000000000053
9,163,15,45,-37.3291,-37.455,-0.12590000000000146
9,180,45,14,-34.2619,-34.6768,-0.41490000000000293
9,185,14,15,-34.4416,-34.364,0.07760000000000389
9,209,15,45,-32.3822,-32.2707,0.11149999999999949
9,228,45,15,-31.819,-31.9056,-0.08660000000000068
9,262,15,44,-32.3838,-32.4004,-0.01659999999999684
9,300,44,14,-31.7279,-31.5515,0.176400000000001
9,390,14,44,-30.0206,-30.827,-0.8064
9,393,44,14,-30.5864,-29.9149,0.6715000000000018
9,515,14,44,-36.1087,-34.4834,1.6252999999999957
9,521,44,14,-33.9811,-36.0091,-2.0279999999999987
9,524,14,44,-36.9129,-34.0102,2.902700000000003
9,539,44,14,-32.7333,-35.7967,-3.0634000000000015
9,540,14,44,-35.7967,-31.2023,4.5944
9,632,44,14,-32.0902,-32.9231,-0.8328999999999951
9,681,14,44,-35.3922,-35.0246,0.36760000000000304
9,689,44,14,-37.6789,-38.5516,-0.8727000000000018
9,695,14,44,-37.0486,-36.6345,0.4140999999999977
9,717,44,14,-33.8694,-33.8024,0.06700000000000017
9,735,14,44,-32.7537,-32.4663,0.2874000000000052
9,767,44,14,-31.9908,-32.1006,-0.1097999999999999
9,795,14,54,-32.5446,-32.5487,-0.004099999999993997
9,838,54,13,-31.9312,-31.8758,0.055399999999998784
9,1066,13,54,-31.568,-31.4885,0.07950000000000301
9,1101,54,13,-32.1823,-32.4219,-0.23960000000000292
9,1107,13,54,-32.153,-32.0928,0.06020000000000181
9,1155,54,13,-29.6268,-31.5093,-1.8825000000000003
9,1157,13,54,-31.4173,-30.2154,1.201900000000002
9,1166,54,13,-31.2494,-31.451,-0.2015999999999991
9,1170,13,54,-31.7608,-31.0385,0.7223000000000006
9,1179,54,13,-32.4377,-32.8935,-0.45580000000000354
9,1184,13,54,-33.2279,-32.1023,1.1255999999999986
9,1196,54,13,-34.0895,-35.0334,-0.9438999999999993
9,1200,13,54,-35.6995,-34.3381,1.3614000000000033
9,1218,54,13,-34.9368,-35.8515,-0.9147000000000034
9,1223,13,54,-35.1874,-34.0888,1.0985999999999976
9,1248,54,13,-33.174,-33.159,0.015000000000000568
9,1262,13,54,-32.6643,-32.2883,0.37599999999999767
9,1302,54,13,-32.2964,-32.309,-0.012599999999999056
9,1320,13,12,-32.58,-32.5626,0.017399999999994975
9,1336,12,53,-32.4161,-32.4258,-0.009700000000002262
9,1381,53,12,-32.3155,-32.3003,0.015200000000000102
9,1621,12,53,-36.6791,-35.6734,1.0056999999999974
9,1773,53,12,-32.4247,-32.8057,-0.3810000000000002
9,1781,12,53,-32.6126,-32.3258,0.2867999999999995
9,1832,53,12,-32.441,-32.4898,-0.048799999999999955
9,1841,12,11,-32.606,-32.8235,-0.21750000000000114
9,1893,11,52,-32.2235,-32.2479,-0.024399999999999977
9,1931,52,11,-32.77,-32.7401,0.029900000000004923
9,2159,11,52,-29.5212,-29.477,0.04420000000000002
9,2291,52,11,-32.0446,-32.4923,-0.44769999999999754
9,2293,11,52,-32.5013,-32.193,0.3083000000000027
9,2357,52,11,-32.4039,-32.6353,-0.23140000000000072
9,2361,11,21,-32.6749,-33.7174,-1.0424999999999969
9,2459,21,51,-32.4762,-32.4929,-0.01670000000000016
9,2493,51,21,-33.1477,-33.1304,0.01729999999999876
9,2650,21,51,-29.3498,-29.2889,0.060899999999996624
9,2885,51,20,-34.6729,-34.7841,-0.11120000000000374
9,2895,20,51,-34.3886,-34.2784,0.11019999999999897
9,2897,51,20,-34.1078,-34.2724,-0.16460000000000008
9,2900,20,51,-34.1992,-34.1275,0.07169999999999987
9,2940,51,20,-32.8081,-32.7927,0.015399999999999636
9,3111,20,50,-33.461,-33.376,0.08500000000000085
9,3489,50,19,-33.1553,-33.1635,-0.008200000000002206
10,3,45,15,-35.4704,-37.6487,-2.1783
10,5,15,45,-35.7079,-33.9237,1.7842000000000056
10,81,45,15,-28.5948,-30.6415,-2.0467000000000013
10,83,15,45,-30.8229,-31.0501,-0.22719999999999985
10,97,45,15,-34.9184,-36.6808,-1.7623999999999995
10,101,15,45,-34.277,-33.1196,1.1574000000000026
10,108,45,15,-30.6523,-31.2074,-0.5550999999999995
10,140,15,45,-31.4522,-31.0844,0.36780000000000257
10,150,45,15,-33.4087,-33.8533,-0.4445999999999941
10,159,15,45,-35.6608,-34.912,0.7488000000000028
10,184,45,15,-33.2882,-33.5895,-0.3012999999999977
10,201,15,45,-32.1499,-32.0849,0.06500000000000483
10,237,45,15,-31.8975,-31.9397,-0.04219999999999757
10,267,15,44,-32.4124,-32.4279,-0.015500000000002956
10,299,44,14,-31.8017,-31.7738,0.027899999999998926
10,336,14,44,-32.3786,-32.7207,-0.34210000000000207
10,348,44,14,-33.8456,-33.8362,0.009399999999999409
10,376,14,44,-34.3779,-35.1984,-0.8205000000000027
10,381,44,14,-34.1466,-33.7367,0.4099000000000004
10,396,14,44,-30.7869,-30.7683,0.018599999999999284
10,407,44,14,-30.5183,-30.2204,0.2978999999999985
10,416,14,44,-29.4089,-30.4442,-1.0352999999999994
10,422,44,14,-30.9412,-30.7099,0.2312999999999974
10,540,14,44,-29.4141,-30.1943,-0.7801999999999971
10,545,44,14,-30.3165,-30.1941,0.1224000000000025
10,555,14,44,-29.2148,-27.4779,1.7368999999999986
10,570,44,14,-26.2515,-28.5912,-2.3397000000000006
10,571,14,44,-28.5912,-25.9209,2.670300000000001
10,602,44,14,-27.7557,-29.1436,-1.3878999999999984
10,603,14,44,-29.1436,-27.059,2.0845999999999982
10,625,44,14,-31.8564,-32.8514,-0.9949999999999974
10,628,14,44,-32.0612,-31.165,0.8962000000000003
10,631,44,14,-31.0893,-31.0526,0.03669999999999973
10,680,14,44,-33.7901,-33.8208,-0.030699999999995953
10,692,44,14,-36.3634,-37.3211,-0.9577000000000027
10,698,14,44,-35.6693,-35.3985,0.27080000000000126
10,718,44,14,-32.2673,-32.4489,-0.1816000000000031
10,740,14,44,-31.7133,-31.502,0.21130000000000138
10,772,44,14,-31.9376,-32.0609,-0.12329999999999686
10,796,14,54,-32.4045,-32.4139,-0.009399999999999409
10,838,54,13,-31.7596,-31.618,0.1416000000000004
10,886,13,44,-34.2808,-34.6407,-0.3599000000000032
10,889,44,13,-34.7457,-34.2974,0.44829999999999615
10,924,13,54,-31.0244,-31.3038,-0.279399999999999
10,932,54,13,-30.3302,-29.7629,0.567300000000003
