time_s,cell_idx,elevation_deg,path_loss_dB,beam_gain_dB,snr_dB,sinr_dB
1780.000000,0,5.1256,193.7910,16.4663,-36.4827,-36.4914
1780.000000,1,5.1256,193.8898,17.5013,-35.5465,-35.5604
1780.000000,2,5.1256,193.9963,17.6860,-35.4684,-35.4859
1780.000000,3,5.1256,194.1112,17.6719,-35.5973,-35.6153
1780.000000,4,5.1256,194.2353,17.5957,-35.7976,-35.8128
1780.000000,5,5.1256,193.5170,16.9263,-35.7488,-35.7601
1780.000000,6,5.1256,193.6105,17.6307,-35.1379,-35.1546
1780.000000,7,5.1256,193.7110,17.6852,-35.1839,-35.2035
1780.000000,8,5.1256,193.8190,17.6730,-35.3040,-35.3227
1780.000000,9,5.1256,193.9352,17.5244,-35.5688,-35.5833
1780.000000,10,5.1256,193.2618,17.2647,-35.1551,-35.1695
1780.000000,11,5.1256,193.3510,17.6360,-34.8730,-34.8925
1780.000000,12,5.1256,193.4466,17.7041,-34.9005,-34.9217
1780.000000,13,5.1256,193.5489,17.6386,-35.0683,-35.0870
1780.000000,14,5.1256,193.6586,17.3138,-35.5029,-35.5162
1780.000000,15,5.1256,193.0223,17.4792,-34.7011,-34.7187
1780.000000,16,5.1256,193.1079,17.6716,-34.5944,-34.6164
1780.000000,17,5.1256,193.1994,17.6863,-34.6712,-34.6932
1780.000000,18,5.1256,193.2971,17.6334,-34.8217,-34.8396
1780.000000,19,5.1256,193.4015,16.9391,-35.6205,-35.6321
1780.000000,20,5.1256,192.7959,17.5871,-34.3669,-34.3876
1780.000000,21,5.1256,192.8787,17.6692,-34.3675,-34.3914
1780.000000,22,5.1256,192.9669,17.6798,-34.4451,-34.4672
1780.000000,23,5.1256,193.0607,17.4752,-34.7435,-34.7599
1780.000000,24,5.1256,193.1607,16.3796,-35.9392,-35.9487
1781.000000,0,5.1943,193.7257,16.4499,-36.4338,-36.4426
1781.000000,1,5.1943,193.8232,17.4950,-35.4862,-35.5003
1781.000000,2,5.1943,193.9284,17.6846,-35.4018,-35.4196
1781.000000,3,5.1943,194.0417,17.6742,-35.5255,-35.5439
1781.000000,4,5.1943,194.1639,17.5934,-35.7285,-35.7440
1781.000000,5,5.1943,193.4560,16.9147,-35.6993,-35.7108
1781.000000,6,5.1943,193.5485,17.6262,-35.0804,-35.0973
1781.000000,7,5.1943,193.6478,17.6842,-35.1216,-35.1415
1781.000000,8,5.1943,193.7545,17.6765,-35.2360,-35.2550
1781.000000,9,5.1943,193.8692,17.5302,-35.4970,-35.5118
1781.000000,10,5.1943,193.2044,17.2562,-35.1062,-35.1208
1781.000000,11,5.1943,193.2928,17.6317,-34.8191,-34.8389
1781.000000,12,5.1943,193.3874,17.7040,-34.8414,-34.8628
1781.000000,13,5.1943,193.4886,17.6444,-35.0022,-35.0211
1781.000000,14,5.1943,193.5971,17.3164,-35.4387,-35.4521
1781.000000,15,5.1943,192.9678,17.4719,-34.6540,-34.6718
1781.000000,16,5.1943,193.0529,17.6678,-34.5431,-34.5653
1781.000000,17,5.1943,193.1436,17.6882,-34.6134,-34.6357
1781.000000,18,5.1943,193.2404,17.6371,-34.7613,-34.7793
1781.000000,19,5.1943,193.3437,16.9365,-35.5653,-35.5770
1781.000000,20,5.1943,192.7441,17.5927,-34.3094,-34.3304
1781.000000,21,5.1943,192.8263,17.6671,-34.3173,-34.3415
1781.000000,22,5.1943,192.9138,17.6792,-34.3926,-34.4150
1781.000000,23,5.1943,193.0070,17.4747,-34.6903,-34.7068
1781.000000,24,5.1943,193.1061,16.3691,-35.8951,-35.9046
1782.000000,0,5.2632,193.6614,16.4331,-36.3863,-36.3952
1782.000000,1,5.2632,193.7578,17.4885,-35.4273,-35.4416
1782.000000,2,5.2632,193.8616,17.6831,-35.3366,-35.3546
1782.000000,3,5.2632,193.9734,17.6763,-35.4551,-35.4737
1782.000000,4,5.2632,194.0938,17.6002,-35.6516,-35.6674
1782.000000,5,5.2632,193.3959,16.9028,-35.6511,-35.6627
1782.000000,6,5.2632,193.4874,17.6214,-35.0240,-35.0412
1782.000000,7,5.2632,193.5857,17.6831,-35.0606,-35.0808
1782.000000,8,5.2632,193.6911,17.6799,-35.1693,-35.1885
1782.000000,9,5.2632,193.8043,17.5358,-35.4265,-35.4415
1782.000000,10,5.2632,193.1477,17.2473,-35.0584,-35.0731
1782.000000,11,5.2632,193.2353,17.6271,-34.7663,-34.7863
1782.000000,12,5.2632,193.3290,17.7037,-34.7833,-34.8050
1782.000000,13,5.2632,193.4292,17.6501,-34.9372,-34.9564
1782.000000,14,5.2632,193.5365,17.3189,-35.3756,-35.3893
1782.000000,15,5.2632,192.9141,17.4643,-34.6078,-34.6258
1782.000000,16,5.2632,192.9985,17.6637,-34.4928,-34.5153
1782.000000,17,5.2632,193.0884,17.6898,-34.5567,-34.5792
1782.000000,18,5.2632,193.1844,17.6406,-34.7019,-34.7202
1782.000000,19,5.2632,193.2868,16.9335,-35.5113,-35.5231
1782.000000,20,5.2632,192.6928,17.5982,-34.2526,-34.2739
1782.000000,21,5.2632,192.7745,17.6646,-34.2680,-34.2924
1782.000000,22,5.2632,192.8614,17.6783,-34.3411,-34.3637
1782.000000,23,5.2632,192.9539,17.4738,-34.6381,-34.6548
1782.000000,24,5.2632,193.0522,16.3581,-35.8521,-35.8617
1783.000000,0,5.3323,193.5982,16.4160,-36.3402,-36.3491
1783.000000,1,5.3323,193.6935,17.4818,-35.3698,-35.3842
1783.000000,2,5.3323,193.7960,17.6814,-35.2726,-35.2910
1783.000000,3,5.3323,193.9063,17.6783,-35.3860,-35.4050
1783.000000,4,5.3323,194.0250,17.6070,-35.5761,-35.5921
1783.000000,5,5.3323,193.3366,16.8905,-35.6041,-35.6158
1783.000000,6,5.3323,193.4273,17.6165,-34.9688,-34.9862
1783.000000,7,5.3323,193.5245,17.6818,-35.0007,-35.0212
1783.000000,8,5.3323,193.6287,17.6830,-35.1037,-35.1232
1783.000000,9,5.3323,193.7405,17.5413,-35.3572,-35.3724
1783.000000,10,5.3323,193.0917,17.2381,-35.0116,-35.0265
1783.000000,11,5.3323,193.1786,17.6222,-34.7144,-34.7347
1783.000000,12,5.3323,193.2715,17.7032,-34.7263,-34.7483
1783.000000,13,5.3323,193.3707,17.6554,-34.8733,-34.8927
1783.000000,14,5.3323,193.4768,17.3211,-35.3137,-35.3275
1783.000000,15,5.3323,192.8609,17.4564,-34.5626,-34.5808
1783.000000,16,5.3323,192.9447,17.6593,-34.4434,-34.4662
1783.000000,17,5.3323,193.0340,17.6912,-34.5009,-34.5237
1783.000000,18,5.3323,193.1291,17.6437,-34.6435,-34.6620
1783.000000,19,5.3323,193.2306,16.9303,-35.4583,-35.4703
1783.000000,20,5.3323,192.6420,17.6034,-34.1966,-34.2181
1783.000000,21,5.3323,192.7233,17.6617,-34.2196,-34.2443
1783.000000,22,5.3323,192.8096,17.6770,-34.2906,-34.3134
1783.000000,23,5.3323,192.9014,17.4725,-34.5869,-34.6037
1783.000000,24,5.3323,192.9989,16.3467,-35.8103,-35.8200
1784.000000,0,5.4015,193.5359,16.3985,-36.2955,-36.3044
1784.000000,1,5.4015,193.6302,17.4747,-35.3135,-35.3281
1784.000000,2,5.4015,193.7315,17.6795,-35.2100,-35.2286
1784.000000,3,5.4015,193.8404,17.6801,-35.3183,-35.3375
1784.000000,4,5.4015,193.9575,17.6136,-35.5020,-35.5182
1784.000000,5,5.4015,193.2781,16.8780,-35.5582,-35.5700
1784.000000,6,5.4015,193.3680,17.6113,-34.9147,-34.9323
1784.000000,7,5.4015,193.4642,17.6803,-34.9419,-34.9627
1784.000000,8,5.4015,193.5672,17.6860,-35.0393,-35.0591
1784.000000,9,5.4015,193.6777,17.5466,-35.2892,-35.3046
1784.000000,10,5.4015,193.0365,17.2286,-34.9659,-34.9809
1784.000000,11,5.4015,193.1227,17.6171,-34.6636,-34.6841
1784.000000,12,5.4015,193.2147,17.7025,-34.6703,-34.6926
1784.000000,13,5.4015,193.3130,17.6606,-34.8105,-34.8301
1784.000000,14,5.4015,193.4180,17.3231,-35.2530,-35.2669
1784.000000,15,5.4015,192.8084,17.4481,-34.5183,-34.5367
1784.000000,16,5.4015,192.8916,17.6547,-34.3950,-34.4181
1784.000000,17,5.4015,192.9802,17.6922,-34.4460,-34.4692
1784.000000,18,5.4015,193.0746,17.6465,-34.5862,-34.6048
1784.000000,19,5.4015,193.1751,16.9266,-35.4065,-35.4185
1784.000000,20,5.4015,192.5918,17.6085,-34.1413,-34.1630
1784.000000,21,5.4015,192.6726,17.6585,-34.1721,-34.1971
1784.000000,22,5.4015,192.7584,17.6754,-34.2411,-34.2641
1784.000000,23,5.4015,192.8495,17.4708,-34.5368,-34.5537
1784.000000,24,5.4015,192.9463,16.3347,-35.7696,-35.7794
1785.000000,0,5.4709,193.4746,16.3806,-36.2520,-36.2611
1785.000000,1,5.4709,193.5679,17.4675,-35.2584,-35.2732
1785.000000,2,5.4709,193.6680,17.6774,-35.1486,-35.1675
1785.000000,3,5.4709,193.7755,17.6818,-35.2518,-35.2713
1785.000000,4,5.4709,193.8911,17.6200,-35.4292,-35.4457
1785.000000,5,5.4709,193.2205,16.8651,-35.5135,-35.5254
1785.000000,6,5.4709,193.3095,17.6058,-34.8617,-34.8795
1785.000000,7,5.4709,193.4047,17.6785,-34.8843,-34.9053
1785.000000,8,5.4709,193.5067,17.6888,-34.9760,-34.9961
1785.000000,9,5.4709,193.6159,17.5517,-35.2223,-35.2379
1785.000000,10,5.4709,192.9819,17.2188,-34.9212,-34.9363
1785.000000,11,5.4709,193.0675,17.6117,-34.6138,-34.6345
1785.000000,12,5.4709,193.1587,17.7015,-34.6153,-34.6379
1785.000000,13,5.4709,193.2561,17.6655,-34.7486,-34.7686
1785.000000,14,5.4709,193.3601,17.3248,-35.1933,-35.2074
1785.000000,15,5.4709,192.7565,17.4395,-34.4750,-34.4936
1785.000000,16,5.4709,192.8391,17.6496,-34.3475,-34.3708
1785.000000,17,5.4709,192.9271,17.6930,-34.3922,-34.4156
1785.000000,18,5.4709,193.0207,17.6489,-34.5298,-34.5487
1785.000000,19,5.4709,193.1204,16.9227,-35.3558,-35.3679
1785.000000,20,5.4709,192.5421,17.6135,-34.0867,-34.1086
1785.000000,21,5.4709,192.6224,17.6549,-34.1255,-34.1508
1785.000000,22,5.4709,192.7077,17.6733,-34.1924,-34.2157
1785.000000,23,5.4709,192.7982,17.4686,-34.4877,-34.5048
1785.000000,24,5.4709,192.8943,16.3223,-35.7301,-35.7399
1786.000000,0,5.5405,193.4142,16.3624,-36.2099,-36.2190
1786.000000,1,5.5405,193.5065,17.4599,-35.2046,-35.2195
1786.000000,2,5.5405,193.6055,17.6751,-35.0884,-35.1076
1786.000000,3,5.5405,193.7118,17.6833,-35.1865,-35.2063
1786.000000,4,5.5405,193.8259,17.6263,-35.3576,-35.3744
1786.000000,5,5.5405,193.1636,16.8518,-35.4699,-35.4819
1786.000000,6,5.5405,193.2518,17.6001,-34.8098,-34.8278
1786.000000,7,5.5405,193.3462,17.6766,-34.8276,-34.8490
1786.000000,8,5.5405,193.4471,17.6914,-34.9138,-34.9341
1786.000000,9,5.5405,193.5551,17.5566,-35.1565,-35.1724
1786.000000,10,5.5405,192.9281,17.2087,-34.8774,-34.8928
1786.000000,11,5.5405,193.0129,17.6061,-34.5649,-34.5859
1786.000000,12,5.5405,193.1034,17.7002,-34.5613,-34.5841
1786.000000,13,5.5405,193.2000,17.6701,-34.6879,-34.7080
1786.000000,14,5.5405,193.3029,17.3263,-35.1347,-35.1489
1786.000000,15,5.5405,192.7051,17.4305,-34.4326,-34.4514
1786.000000,16,5.5405,192.7872,17.6443,-34.3010,-34.3246
1786.000000,17,5.5405,192.8746,17.6934,-34.3393,-34.3629
1786.000000,18,5.5405,192.9675,17.6511,-34.4745,-34.4935
1786.000000,19,5.5405,193.0663,16.9183,-35.3061,-35.3183
1786.000000,20,5.5405,192.4929,17.6182,-34.0327,-34.0549
1786.000000,21,5.5405,192.5728,17.6509,-34.0799,-34.1055
1786.000000,22,5.5405,192.6576,17.6708,-34.1448,-34.1683
1786.000000,23,5.5405,192.7475,17.4660,-34.4396,-34.4568
1786.000000,24,5.5405,192.8429,16.3093,-35.6917,-35.7015
1787.000000,0,5.6102,193.3547,16.3437,-36.1690,-36.1782
1787.000000,1,5.6102,193.4461,17.4521,-35.1520,-35.1671
1787.000000,2,5.6102,193.5440,17.6726,-35.0294,-35.0488
1787.000000,3,5.6102,193.6491,17.6847,-35.1224,-35.1425
1787.000000,4,5.6102,193.7618,17.6325,-35.2874,-35.3044
1787.000000,5,5.6102,193.1075,16.8382,-35.4274,-35.4395
1787.000000,6,5.6102,193.1950,17.5941,-34.7589,-34.7771
1787.000000,7,5.6102,193.2884,17.6744,-34.7721,-34.7937
1787.000000,8,5.6102,193.3884,17.6937,-34.8527,-34.8733
1787.000000,9,5.6102,193.4952,17.5613,-35.0919,-35.1080
1787.000000,10,5.6102,192.8748,17.1981,-34.8347,-34.8502
1787.000000,11,5.6102,192.9591,17.6090,-34.5081,-34.5293
1787.000000,12,5.6102,193.0489,17.6986,-34.5083,-34.5314
1787.000000,13,5.6102,193.1445,17.6745,-34.6281,-34.6485
1787.000000,14,5.6102,193.2466,17.3275,-35.0771,-35.0915
1787.000000,15,5.6102,192.6543,17.4212,-34.3911,-34.4101
1787.000000,16,5.6102,192.7359,17.6386,-34.2554,-34.2792
1787.000000,17,5.6102,192.8227,17.6934,-34.2873,-34.3112
1787.000000,18,5.6102,192.9149,17.6529,-34.4201,-34.4394
1787.000000,19,5.6102,193.0130,16.9136,-35.2574,-35.2698
1787.000000,20,5.6102,192.4441,17.6227,-33.9795,-34.0018
1787.000000,21,5.6102,192.5237,17.6465,-34.0352,-34.0610
1787.000000,22,5.6102,192.6080,17.6679,-34.0981,-34.1219
1787.000000,23,5.6102,192.6973,17.4629,-34.3925,-34.4099
1787.000000,24,5.6102,192.7921,16.2957,-35.6544,-35.6643
1788.000000,0,5.6802,193.2960,16.3246,-36.1294,-36.1387
1788.000000,1,5.6802,193.3865,17.4440,-35.1005,-35.1158
1788.000000,2,5.6802,193.4834,17.6699,-34.9716,-34.9912
1788.000000,3,5.6802,193.5873,17.6859,-35.0595,-35.0799
1788.000000,4,5.6802,193.6987,17.6384,-35.2183,-35.2356
1788.000000,5,5.6802,193.0521,16.8242,-35.3859,-35.3982
1788.000000,6,5.6802,193.1389,17.5879,-34.7090,-34.7275
1788.000000,7,5.6802,193.2315,17.6720,-34.7175,-34.7394
1788.000000,8,5.6802,193.3304,17.6959,-34.7926,-34.8135
1788.000000,9,5.6802,193.4362,17.5658,-35.0284,-35.0447
1788.000000,10,5.6802,192.8222,17.1873,-34.7929,-34.8085
1788.000000,11,5.6802,192.9058,17.6150,-34.4489,-34.4704
1788.000000,12,5.6802,192.9949,17.6968,-34.4562,-34.4796
1788.000000,13,5.6802,193.0898,17.6785,-34.5694,-34.5900
1788.000000,14,5.6802,193.1910,17.3284,-35.0206,-35.0352
1788.000000,15,5.6802,192.6040,17.4179,-34.3441,-34.3633
1788.000000,16,5.6802,192.6852,17.6326,-34.2107,-34.2348
1788.000000,17,5.6802,192.7714,17.6931,-34.2363,-34.2605
1788.000000,18,5.6802,192.8630,17.6543,-34.3667,-34.3862
1788.000000,19,5.6802,192.9603,16.9084,-35.2099,-35.2223
1788.000000,20,5.6802,192.3959,17.6270,-33.9269,-33.9495
1788.000000,21,5.6802,192.4750,17.6416,-33.9914,-34.0175
1788.000000,22,5.6802,192.5589,17.6658,-34.0511,-34.0751
1788.000000,23,5.6802,192.6477,17.4593,-34.3464,-34.3639
