time_s,cell_idx,snr_mrc_dB,n_sats
676.000000,2,-22.1124,2
676.000000,3,-24.1193,2
676.000000,4,-33.2867,2
676.000000,5,-28.6707,2
676.000000,6,-22.7023,2
676.000000,7,-22.0350,2
676.000000,8,-23.8919,2
676.000000,9,-32.6283,2
676.000000,10,-31.7825,2
676.000000,11,-25.0783,2
676.000000,12,-22.7731,2
676.000000,13,-26.0822,2
676.000000,14,-33.3122,2
676.000000,15,-34.9682,2
676.000000,16,-27.4145,2
676.000000,17,-23.4764,2
676.000000,18,-25.4826,2
676.000000,19,-32.6331,2
676.000000,20,-34.2866,2
676.000000,21,-24.4689,2
676.000000,22,-21.4235,2
676.000000,23,-22.2914,2
676.000000,24,-30.0813,2
677.000000,0,-27.3232,2
677.000000,1,-22.5140,2
677.000000,2,-22.1861,2
677.000000,3,-24.1185,2
677.000000,4,-33.1872,2
677.000000,5,-28.7055,2
677.000000,6,-22.7442,2
677.000000,7,-22.1184,2
677.000000,8,-23.8912,2
677.000000,9,-32.5960,2
677.000000,10,-31.4697,2
677.000000,11,-24.5330,2
677.000000,12,-22.3553,2
677.000000,13,-25.1473,2
677.000000,14,-33.0561,2
677.000000,15,-35.3901,2
677.000000,16,-28.8332,2
677.000000,17,-24.8250,2
677.000000,18,-26.5937,2
677.000000,19,-33.6175,2
677.000000,20,-34.9229,2
677.000000,21,-24.9979,2
677.000000,22,-21.7044,2
677.000000,23,-22.8275,2
677.000000,24,-30.1099,2
678.000000,0,-27.4528,2
678.000000,1,-22.7005,2
678.000000,2,-22.2590,2
678.000000,3,-24.2692,2
678.000000,4,-33.1607,2
678.000000,5,-28.8418,2
678.000000,6,-22.9017,2
678.000000,7,-22.1973,2
678.000000,8,-23.9294,2
678.000000,9,-32.5334,2
678.000000,10,-31.2009,2
678.000000,11,-23.9909,2
678.000000,12,-22.1622,2
678.000000,13,-24.4625,2
678.000000,14,-32.7817,2
678.000000,15,-35.3936,2
678.000000,16,-27.9869,2
678.000000,17,-25.0261,2
678.000000,18,-28.0389,2
678.000000,19,-34.7177,2
678.000000,20,-35.7393,2
678.000000,21,-25.8493,2
678.000000,22,-22.0941,2
678.000000,23,-23.4677,2
678.000000,24,-30.3546,2
679.000000,0,-27.6676,2
679.000000,1,-23.0221,2
679.000000,2,-22.3762,2
679.000000,3,-24.5689,2
679.000000,4,-33.2170,2
679.000000,5,-28.9414,2
679.000000,6,-22.9396,2
679.000000,7,-22.2685,2
679.000000,8,-23.9294,2
679.000000,9,-32.4771,2
679.000000,10,-31.0048,2
679.000000,11,-23.6107,2
679.000000,12,-22.1774,2
679.000000,13,-24.0170,2
679.000000,14,-32.5391,2
679.000000,15,-35.1135,2
679.000000,16,-27.1681,2
679.000000,17,-23.9372,2
679.000000,18,-27.2695,2
679.000000,19,-34.9127,2
679.000000,20,-36.7009,2
679.000000,21,-27.0616,2
679.000000,22,-22.7915,2
679.000000,23,-24.2523,2
679.000000,24,-30.7881,2
680.000000,0,-27.9657,2
680.000000,1,-23.4772,2
680.000000,2,-22.5508,2
680.000000,3,-25.0184,2
680.000000,4,-33.3632,2
680.000000,5,-29.0739,2
680.000000,6,-23.1140,2
680.000000,7,-22.3598,2
680.000000,8,-23.9845,2
680.000000,9,-32.4154,2
680.000000,10,-30.9004,2
680.000000,11,-23.4298,2
680.000000,12,-22.3093,2
680.000000,13,-23.7889,2
680.000000,14,-32.3658,2
680.000000,15,-34.7461,2
680.000000,16,-26.2883,2
680.000000,17,-23.1724,2
680.000000,18,-26.1371,2
680.000000,19,-34.0392,2
680.000000,20,-37.6473,2
680.000000,21,-28.6855,2
680.000000,22,-23.8036,2
680.000000,23,-25.0211,2
680.000000,24,-31.3702,2
681.000000,0,-28.3436,2
681.000000,1,-24.0564,2
681.000000,2,-22.8638,2
681.000000,3,-25.6214,2
681.000000,4,-33.6045,2
681.000000,5,-29.1883,2
681.000000,6,-23.1371,2
681.000000,7,-22.4129,2
681.000000,8,-23.9730,2
681.000000,9,-32.3295,2
681.000000,10,-30.9000,2
681.000000,11,-23.4360,2
681.000000,12,-22.3350,2
681.000000,13,-23.7627,2
681.000000,14,-32.2880,2
681.000000,15,-34.3562,2
681.000000,16,-25.6011,2
681.000000,17,-22.6868,2
681.000000,18,-25.2070,2
681.000000,19,-33.0517,2
681.000000,20,-38.4864,2
681.000000,21,-30.3344,2
681.000000,22,-25.1326,2
681.000000,23,-26.0486,2
681.000000,24,-32.0317,2
682.000000,0,-28.7953,2
682.000000,1,-24.6253,2
682.000000,2,-23.3151,2
682.000000,3,-26.2787,2
682.000000,4,-33.9438,2
682.000000,5,-29.3099,2
682.000000,6,-23.3090,2
682.000000,7,-22.5240,2
682.000000,8,-24.1239,2
682.000000,9,-32.3384,2
682.000000,10,-31.0117,2
682.000000,11,-23.6222,2
682.000000,12,-22.4693,2
682.000000,13,-23.8338,2
682.000000,14,-32.2502,2
682.000000,15,-33.9984,2
682.000000,16,-24.8886,2
682.000000,17,-22.4469,2
682.000000,18,-24.3587,2
682.000000,19,-32.2262,2
682.000000,20,-38.3548,2
682.000000,21,-29.7049,2
682.000000,22,-25.4793,2
682.000000,23,-27.3568,2
682.000000,24,-32.6579,2
683.000000,0,-29.3109,2
683.000000,1,-25.3183,2
683.000000,2,-23.9048,2
683.000000,3,-26.9538,2
683.000000,4,-34.3819,2
683.000000,5,-29.5272,2
683.000000,6,-23.6273,2
683.000000,7,-22.5627,2
683.000000,8,-24.4314,2
683.000000,9,-32.4527,2
683.000000,10,-31.1478,2
683.000000,11,-23.6326,2
683.000000,12,-22.4919,2
683.000000,13,-23.8026,2
683.000000,14,-32.1404,2
683.000000,15,-33.7121,2
683.000000,16,-24.4235,2
683.000000,17,-22.4307,2
683.000000,18,-23.8001,2
683.000000,19,-31.5717,2
683.000000,20,-37.8945,2
683.000000,21,-28.5312,2
683.000000,22,-24.2114,2
683.000000,23,-26.5759,2
683.000000,24,-32.4219,2
684.000000,0,-29.8951,2
684.000000,1,-26.0384,2
684.000000,2,-24.6338,2
684.000000,3,-27.7204,2
684.000000,4,-34.9163,2
684.000000,5,-29.8420,2
684.000000,6,-24.0928,2
684.000000,7,-22.7207,2
684.000000,8,-24.8977,2
684.000000,9,-32.6809,2
684.000000,10,-31.2513,2
684.000000,11,-23.8039,2
684.000000,12,-22.6415,2
684.000000,13,-23.8858,2
684.000000,14,-32.1064,2
684.000000,15,-33.5237,2
684.000000,16,-24.1801,2
684.000000,17,-22.5106,2
684.000000,18,-23.4852,2
684.000000,19,-31.0831,2
684.000000,20,-37.2371,2
684.000000,21,-27.3426,2
684.000000,22,-23.3314,2
684.000000,23,-25.4971,2
684.000000,24,-31.6027,2
685.000000,0,-30.4791,2
685.000000,1,-26.7944,2
685.000000,2,-25.5709,2
685.000000,3,-28.4974,2
685.000000,4,-35.5610,2
685.000000,5,-30.2550,2
685.000000,6,-24.7093,2
685.000000,7,-23.0252,2
685.000000,8,-25.5326,2
685.000000,9,-33.0310,2
685.000000,10,-31.4003,2
685.000000,11,-23.8285,2
685.000000,12,-22.6487,2
685.000000,13,-23.8322,2
685.000000,14,-31.7717,2
685.000000,15,-33.4506,2
685.000000,16,-24.1406,2
685.000000,17,-22.5087,2
685.000000,18,-23.3838,2
685.000000,19,-30.7506,2
685.000000,20,-36.6124,2
685.000000,21,-26.3773,2
685.000000,22,-22.7613,2
685.000000,23,-24.6241,2
685.000000,24,-30.8337,2
686.000000,0,-30.8301,2
686.000000,1,-27.0849,2
686.000000,2,-26.6030,2
686.000000,3,-29.3602,2
686.000000,4,-36.2448,2
686.000000,5,-30.7652,2
686.000000,6,-25.4233,2
686.000000,7,-23.4765,2
686.000000,8,-26.1575,2
686.000000,9,-33.5112,2
686.000000,10,-31.4866,2
686.000000,11,-23.9738,2
686.000000,12,-22.7977,2
686.000000,13,-23.9056,2
686.000000,14,-31.5488,2
686.000000,15,-33.5048,2
686.000000,16,-24.2949,2
686.000000,17,-22.5496,2
686.000000,18,-23.4295,2
686.000000,19,-30.5476,2
686.000000,20,-36.1662,2
686.000000,21,-25.5165,2
686.000000,22,-22.4510,2
686.000000,23,-23.8516,2
686.000000,24,-30.1723,2
687.000000,0,-30.6823,2
687.000000,1,-26.5341,2
687.000000,2,-25.9842,2
687.000000,3,-30.0195,2
687.000000,4,-36.9577,2
687.000000,5,-31.3688,2
687.000000,6,-26.1699,2
687.000000,7,-24.0790,2
687.000000,8,-26.8859,2
687.000000,9,-34.1305,2
687.000000,10,-31.6835,2
687.000000,11,-24.2775,2
687.000000,12,-22.8084,2
687.000000,13,-24.1418,2
687.000000,14,-31.4629,2
687.000000,15,-33.6686,2
687.000000,16,-24.2778,2
687.000000,17,-22.5661,2
687.000000,18,-23.3346,2
687.000000,19,-30.2435,2
687.000000,20,-35.7023,2
687.000000,21,-24.9397,2
687.000000,22,-22.3686,2
687.000000,23,-23.3149,2
687.000000,24,-29.6423,2
688.000000,0,-30.4654,2
688.000000,1,-26.0662,2
688.000000,2,-25.3420,2
688.000000,3,-29.2624,2
688.000000,4,-36.7113,2
688.000000,5,-32.0839,2
688.000000,6,-27.0900,2
688.000000,7,-24.8418,2
688.000000,8,-27.6444,2
688.000000,9,-34.8983,2
688.000000,10,-31.9967,2
688.000000,11,-24.7417,2
688.000000,12,-22.8998,2
688.000000,13,-24.5351,2
688.000000,14,-31.5027,2
688.000000,15,-33.6253,2
688.000000,16,-24.3594,2
688.000000,17,-22.5918,2
688.000000,18,-23.3970,2
688.000000,19,-30.0757,2
688.000000,20,-35.1874,2
688.000000,21,-24.6024,2
688.000000,22,-22.3448,2
688.000000,23,-23.0103,2
688.000000,24,-29.2500,2
689.000000,0,-30.1119,2
689.000000,1,-25.6908,2
689.000000,2,-24.8332,2
689.000000,3,-28.5560,2
689.000000,4,-36.3278,2
689.000000,5,-32.8309,2
689.000000,6,-27.9373,2
689.000000,7,-25.8430,2
689.000000,8,-28.4830,2
689.000000,9,-35.8431,2
689.000000,10,-32.4316,2
689.000000,11,-25.3733,2
689.000000,12,-23.1331,2
689.000000,13,-25.0730,2
689.000000,14,-31.6574,2
689.000000,15,-33.5480,2
689.000000,16,-24.3449,2
689.000000,17,-22.6249,2
689.000000,18,-23.2962,2
689.000000,19,-29.7963,2
689.000000,20,-34.8043,2
689.000000,21,-24.4756,2
689.000000,22,-22.4395,2
689.000000,23,-22.9113,2
689.000000,24,-28.9934,2
690.000000,0,-29.7603,2
690.000000,1,-25.4098,2
690.000000,2,-24.4496,2
690.000000,3,-27.8759,2
690.000000,4,-35.8796,2
690.000000,5,-33.5499,2
690.000000,6,-28.5503,2
690.000000,7,-26.9702,2
690.000000,8,-29.2746,2
690.000000,9,-36.4042,2
690.000000,10,-32.9940,2
690.000000,11,-26.1741,2
690.000000,12,-23.5107,2
690.000000,13,-25.5334,2
690.000000,14,-31.9152,2
690.000000,15,-33.3299,2
690.000000,16,-24.3990,2
690.000000,17,-22.6397,2
690.000000,18,-23.3618,2
690.000000,19,-29.6369,2
690.000000,20,-34.5467,2
690.000000,21,-24.5406,2
690.000000,22,-22.4019,2
690.000000,23,-22.9901,2
690.000000,24,-28.8667,2
691.000000,0,-29.4363,2
691.000000,1,-25.1530,2
691.000000,2,-24.1823,2
691.000000,3,-27.2175,2
691.000000,4,-35.4142,2
691.000000,5,-33.3323,2
691.000000,6,-27.8414,2
691.000000,7,-26.5276,2
691.000000,8,-29.9534,2
691.000000,9,-36.8497,2
691.000000,10,-33.6896,2
691.000000,11,-26.9146,2
691.000000,12,-24.0298,2
691.000000,13,-26.1315,2
691.000000,14,-32.2613,2
691.000000,15,-33.2302,2
691.000000,16,-24.6115,2
691.000000,17,-22.6891,2
691.000000,18,-23.5832,2
691.000000,19,-29.5972,2
691.000000,20,-34.4065,2
691.000000,21,-24.5319,2
691.000000,22,-22.4973,2
691.000000,23,-22.8981,2
691.000000,24,-28.6508,2
692.000000,0,-29.1565,2
692.000000,1,-24.8946,2
692.000000,2,-24.0231,2
692.000000,3,-26.6895,2
692.000000,4,-34.9674,2
692.000000,5,-32.9327,2
692.000000,6,-27.2455,2
692.000000,7,-25.6723,2
692.000000,8,-29.0379,2
692.000000,9,-36.1263,2
692.000000,10,-34.5096,2
692.000000,11,-27.7916,2
692.000000,12,-24.6897,2
692.000000,13,-26.6563,2
692.000000,14,-32.6750,2
692.000000,15,-33.2391,2
692.000000,16,-24.9766,2
692.000000,17,-22.7569,2
692.000000,18,-23.9537,2
692.000000,19,-29.6682,2
692.000000,20,-34.2081,2
692.000000,21,-24.5829,2
692.000000,22,-22.4634,2
692.000000,23,-22.9800,2
692.000000,24,-28.5359,2
693.000000,0,-28.9313,2
693.000000,1,-24.7311,2
693.000000,2,-23.9653,2
693.000000,3,-26.2864,2
693.000000,4,-34.5634,2
693.000000,5,-32.4035,2
693.000000,6,-26.7670,2
693.000000,7,-25.0085,2
693.000000,8,-28.1231,2
693.000000,9,-35.2480,2
693.000000,10,-34.9981,2
693.000000,11,-28.5957,2
693.000000,12,-25.5522,2
693.000000,13,-27.3174,2
693.000000,14,-33.1548,2
693.000000,15,-33.3443,2
693.000000,16,-25.4915,2
693.000000,17,-22.9706,2
693.000000,18,-24.3953,2
693.000000,19,-29.8405,2
693.000000,20,-34.0672,2
693.000000,21,-24.5893,2
693.000000,22,-22.5423,2
693.000000,23,-22.8951,2
693.000000,24,-28.3474,2
694.000000,0,-28.7667,2
694.000000,1,-24.5490,2
694.000000,2,-23.9671,2
694.000000,3,-25.9258,2
694.000000,4,-34.1794,2
694.000000,5,-31.8840,2
694.000000,6,-26.3388,2
694.000000,7,-24.5055,2
694.000000,8,-27.3867,2
694.000000,9,-34.4347,2
694.000000,10,-35.4305,2
694.000000,11,-29.2897,2
694.000000,12,-26.4827,2
694.000000,13,-28.0190,2
694.000000,14,-33.5938,2
694.000000,15,-33.5314,2
694.000000,16,-26.1555,2
694.000000,17,-23.3240,2
694.000000,18,-24.8330,2
694.000000,19,-30.1033,2
694.000000,20,-33.8893,2
694.000000,21,-24.6165,2
694.000000,22,-22.5314,2
694.000000,23,-22.9596,2
694.000000,24,-28.2350,2
695.000000,0,-28.6662,2
695.000000,1,-24.4133,2
695.000000,2,-23.9612,2
695.000000,3,-25.6787,2
695.000000,4,-33.7145,2
695.000000,5,-31.4080,2
695.000000,6,-25.8518,2
695.000000,7,-24.1402,2
695.000000,8,-26.6805,2
695.000000,9,-33.7071,2
695.000000,10,-34.9118,2
695.000000,11,-28.3717,2
695.000000,12,-26.1940,2
695.000000,13,-28.7379,2
695.000000,14,-33.8795,2
695.000000,15,-33.7821,2
695.000000,16,-26.9435,2
695.000000,17,-23.8135,2
695.000000,18,-25.3640,2
695.000000,19,-30.4424,2
695.000000,20,-33.7438,2
695.000000,21,-24.7970,2
695.000000,22,-22.5844,2
695.000000,23,-23.1757,2
695.000000,24,-28.2337,2
696.000000,0,-28.6314,2
696.000000,1,-24.3660,2
696.000000,2,-24.0022,2
696.000000,3,-25.5331,2
696.000000,4,-33.3485,2
696.000000,5,-30.9745,2
696.000000,6,-25.4471,2
696.000000,7,-23.8955,2
696.000000,8,-26.0861,2
696.000000,9,-33.0722,2
696.000000,10,-34.0083,2
696.000000,11,-27.6156,2
696.000000,12,-25.3950,2
696.000000,13,-27.9827,2
696.000000,14,-33.5197,2
696.000000,15,-34.0987,2
696.000000,16,-27.6692,2
696.000000,17,-24.4369,2
696.000000,18,-25.8357,2
696.000000,19,-30.8389,2
696.000000,20,-33.6860,2
696.000000,21,-25.1242,2
696.000000,22,-22.7270,2
696.000000,23,-23.5367,2
696.000000,24,-28.3362,2
697.000000,0,-28.6634,2
697.000000,1,-24.4018,2
697.000000,2,-24.0425,2
697.000000,3,-25.4798,2
697.000000,4,-33.0727,2
697.000000,5,-30.4577,2
697.000000,6,-25.1532,2
697.000000,7,-23.7586,2
697.000000,8,-25.6275,2
697.000000,9,-32.5300,2
697.000000,10,-33.1531,2
697.000000,11,-27.0119,2
697.000000,12,-24.7652,2
697.000000,13,-27.2641,2
697.000000,14,-32.8948,2
697.000000,15,-34.3886,2
697.000000,16,-28.5471,2
697.000000,17,-25.2514,2
697.000000,18,-26.4658,2
697.000000,19,-31.2903,2
697.000000,20,-33.7073,2
697.000000,21,-25.5938,2
697.000000,22,-22.9294,2
697.000000,23,-23.9060,2
697.000000,24,-28.5345,2
698.000000,0,-28.7629,2
698.000000,1,-24.4442,2
698.000000,2,-23.9999,2
698.000000,3,-25.5118,2
698.000000,4,-32.8798,2
698.000000,5,-30.0429,2
698.000000,6,-24.8119,2
698.000000,7,-23.7192,2
698.000000,8,-25.2878,2
698.000000,9,-32.0771,2
698.000000,10,-32.3899,2
698.000000,11,-26.5312,2
698.000000,12,-24.2824,2
698.000000,13,-26.6039,2
698.000000,14,-32.2889,2
698.000000,15,-34.6454,2
698.000000,16,-29.2363,2
698.000000,17,-26.1262,2
698.000000,18,-27.1317,2
698.000000,19,-31.7052,2
698.000000,20,-33.7969,2
698.000000,21,-26.2027,2
698.000000,22,-23.2695,2
698.000000,23,-24.3373,2
698.000000,24,-28.8183,2
699.000000,0,-28.9309,2
699.000000,1,-24.4946,2
699.000000,2,-24.0375,2
699.000000,3,-25.4274,2
699.000000,4,-32.6044,2
699.000000,5,-29.7179,2
699.000000,6,-24.5776,2
699.000000,7,-23.7268,2
699.000000,8,-25.0540,2
699.000000,9,-31.7088,2
699.000000,10,-31.7256,2
699.000000,11,-26.0029,2
699.000000,12,-23.9287,2
699.000000,13,-26.0654,2
699.000000,14,-31.7284,2
699.000000,15,-34.4283,2
699.000000,16,-28.4969,2
699.000000,17,-26.0352,2
699.000000,18,-27.8678,2
699.000000,19,-31.9470,2
699.000000,20,-33.9403,2
699.000000,21,-26.9467,2
699.000000,22,-23.7439,2
699.000000,23,-24.7980,2
699.000000,24,-29.1747,2
700.000000,0,-28.2210,3
700.000000,1,-24.1272,3
700.000000,2,-23.7699,3
700.000000,3,-24.9833,3
700.000000,4,-30.7307,3
700.000000,5,-28.5845,3
700.000000,6,-24.0892,3
700.000000,7,-23.4542,3
700.000000,8,-24.5320,3
700.000000,9,-30.0294,3
700.000000,10,-29.7651,3
700.000000,11,-25.1139,3
700.000000,12,-23.3707,3
700.000000,13,-25.0527,3
700.000000,14,-29.8763,3
700.000000,15,-31.2958,3
700.000000,16,-26.9714,3
700.000000,17,-24.7963,3
700.000000,18,-26.5206,3
700.000000,19,-30.2597,3
700.000000,20,-31.3012,3
700.000000,21,-26.8457,3
700.000000,22,-23.9393,3
700.000000,23,-24.7925,3
700.000000,24,-28.6263,3
701.000000,0,-28.1585,3
701.000000,1,-24.1507,3
701.000000,2,-23.7361,3
701.000000,3,-25.0001,3
701.000000,4,-30.5927,3
701.000000,5,-28.4461,3
701.000000,6,-24.0370,3
701.000000,7,-23.4496,3
701.000000,8,-24.4798,3
701.000000,9,-29.8566,3
701.000000,10,-29.4012,3
701.000000,11,-24.7907,3
701.000000,12,-23.2403,3
701.000000,13,-24.6620,3
701.000000,14,-29.5370,3
701.000000,15,-30.8973,3
701.000000,16,-26.4831,3
701.000000,17,-24.2413,3
701.000000,18,-26.0217,3
701.000000,19,-29.8873,3
701.000000,20,-31.3688,3
701.000000,21,-27.4769,3
701.000000,22,-24.6466,3
701.000000,23,-25.3427,3
701.000000,24,-28.9826,3
702.000000,0,-28.1498,3
702.000000,1,-24.2184,3
702.000000,2,-23.7543,3
702.000000,3,-24.9469,3
702.000000,4,-30.4249,3
702.000000,5,-28.3669,3
702.000000,6,-24.0594,3
702.000000,7,-23.4724,3
702.000000,8,-24.5015,3
702.000000,9,-29.7350,3
702.000000,10,-29.0962,3
702.000000,11,-24.4742,3
702.000000,12,-23.1978,3
702.000000,13,-24.3686,3
702.000000,14,-29.2451,3
702.000000,15,-30.5029,3
702.000000,16,-26.0275,3
702.000000,17,-23.8072,3
702.000000,18,-25.4854,3
702.000000,19,-29.5072,3
702.000000,20,-31.4258,3
702.000000,21,-27.9998,3
702.000000,22,-25.3885,3
702.000000,23,-25.9130,3
702.000000,24,-29.2804,3
703.000000,0,-28.0936,3
703.000000,1,-24.1629,3
703.000000,2,-23.7768,3
703.000000,3,-24.8883,3
703.000000,4,-30.2477,3
703.000000,5,-28.3418,3
703.000000,6,-24.1338,3
703.000000,7,-23.4957,3
703.000000,8,-24.4613,3
703.000000,9,-29.5920,3
703.000000,10,-28.8493,3
703.000000,11,-24.2503,3
703.000000,12,-23.2366,3
703.000000,13,-24.1646,3
703.000000,14,-29.0030,3
703.000000,15,-30.1284,3
703.000000,16,-25.5755,3
703.000000,17,-23.4841,3
703.000000,18,-25.0407,3
703.000000,19,-29.1405,3
703.000000,20,-31.3519,3
703.000000,21,-27.5797,3
703.000000,22,-25.4168,3
703.000000,23,-26.5287,3
703.000000,24,-29.4672,3
704.000000,0,-28.0201,3
704.000000,1,-24.1678,3
704.000000,2,-23.7732,3
704.000000,3,-24.8918,3
704.000000,4,-30.1172,3
704.000000,5,-28.2804,3
704.000000,6,-24.0820,3
704.000000,7,-23.4785,3
704.000000,8,-24.4139,3
704.000000,9,-29.4361,3
704.000000,10,-28.6586,3
704.000000,11,-24.1110,3
704.000000,12,-23.2778,3
704.000000,13,-24.0431,3
704.000000,14,-28.8114,3
704.000000,15,-29.7846,3
704.000000,16,-25.2208,3
704.000000,17,-23.2625,3
704.000000,18,-24.6428,3
704.000000,19,-28.8019,3
704.000000,20,-31.0794,3
704.000000,21,-27.0585,3
704.000000,22,-24.7493,3
704.000000,23,-26.0420,3
704.000000,24,-29.4029,3
705.000000,0,-27.9943,3
705.000000,1,-24.2291,3
705.000000,2,-23.7729,3
705.000000,3,-24.9530,3
705.000000,4,-30.0310,3
705.000000,5,-28.1986,3
705.000000,6,-24.0963,3
705.000000,7,-23.5158,3
705.000000,8,-24.4317,3
705.000000,9,-29.3263,3
705.000000,10,-28.5214,3
705.000000,11,-24.0496,3
705.000000,12,-23.2484,3
705.000000,13,-23.9978,3
705.000000,14,-28.6695,3
705.000000,15,-29.4790,3
705.000000,16,-24.8545,3
705.000000,17,-23.1340,3
705.000000,18,-24.2723,3
705.000000,19,-28.5013,3
705.000000,20,-30.7845,3
705.000000,21,-26.6139,3
705.000000,22,-24.2042,3
705.000000,23,-25.5628,3
705.000000,24,-29.0609,3
706.000000,0,-28.0124,3
706.000000,1,-24.3429,3
706.000000,2,-23.7988,3
706.000000,3,-25.0679,3
706.000000,4,-29.9865,3
706.000000,5,-28.1645,3
706.000000,6,-24.1721,3
706.000000,7,-23.5376,3
706.000000,8,-24.4186,3
706.000000,9,-29.2146,3
706.000000,10,-28.4348,3
706.000000,11,-24.0603,3
706.000000,12,-23.2909,3
706.000000,13,-24.0235,3
706.000000,14,-28.5759,3
706.000000,15,-29.2156,3
706.000000,16,-24.5424,3
706.000000,17,-23.0914,3
706.000000,18,-23.9937,3
706.000000,19,-28.2445,3
706.000000,20,-30.4821,3
706.000000,21,-26.1392,3
706.000000,22,-23.7751,3
706.000000,23,-25.1176,3
706.000000,24,-28.7078,3
707.000000,0,-28.0706,3
707.000000,1,-24.5055,3
707.000000,2,-23.8005,3
707.000000,3,-25.2329,3
707.000000,4,-29.9810,3
707.000000,5,-28.1286,3
707.000000,6,-24.1348,3
707.000000,7,-23.5175,3
707.000000,8,-24.3657,3
707.000000,9,-29.0635,3
707.000000,10,-28.3956,3
707.000000,11,-24.1380,3
707.000000,12,-23.3352,3
707.000000,13,-24.0184,3
707.000000,14,-28.4850,3
707.000000,15,-28.9965,3
707.000000,16,-24.3182,3
707.000000,17,-23.1283,3
707.000000,18,-23.8005,3
707.000000,19,-28.0348,3
707.000000,20,-30.1851,3
707.000000,21,-25.7120,3
707.000000,22,-23.4537,3
707.000000,23,-24.6896,3
707.000000,24,-28.3654,3
708.000000,0,-28.1645,3
708.000000,1,-24.7134,3
708.000000,2,-23.8532,3
708.000000,3,-25.4445,3
708.000000,4,-30.0115,3
708.000000,5,-28.0419,3
708.000000,6,-24.1340,3
708.000000,7,-23.5400,3
708.000000,8,-24.3718,3
708.000000,9,-28.9563,3
708.000000,10,-28.3600,3
708.000000,11,-24.0982,3
708.000000,12,-23.3075,3
708.000000,13,-23.9764,3
708.000000,14,-28.3564,3
708.000000,15,-28.8223,3
708.000000,16,-24.1750,3
708.000000,17,-23.1775,3
708.000000,18,-23.6867,3
708.000000,19,-27.8732,3
708.000000,20,-29.9042,3
708.000000,21,-25.3608,3
708.000000,22,-23.2317,3
708.000000,23,-24.3521,3
708.000000,24,-28.0492,3
709.000000,0,-28.2825,3
709.000000,1,-24.9630,3
709.000000,2,-23.9531,3
709.000000,3,-25.6991,3
709.000000,4,-30.0749,3
709.000000,5,-27.9974,3
709.000000,6,-24.1857,3
709.000000,7,-23.5861,3
709.000000,8,-24.4330,3
709.000000,9,-28.8907,3
709.000000,10,-28.2765,3
709.000000,11,-24.1027,3
709.000000,12,-23.3439,3
709.000000,13,-23.9978,3
709.000000,14,-28.2725,3
709.000000,15,-28.6923,3
709.000000,16,-24.1068,3
709.000000,17,-23.1661,3
709.000000,18,-23.6469,3
709.000000,19,-27.7595,3
709.000000,20,-29.6472,3
709.000000,21,-24.9664,3
709.000000,22,-23.1014,3
709.000000,23,-24.0173,3
709.000000,24,-27.7698,3
710.000000,0,-28.4271,3
710.000000,1,-25.1707,3
710.000000,2,-24.0971,3
710.000000,3,-25.9279,3
710.000000,4,-30.1677,3
710.000000,5,-27.9920,3
710.000000,6,-24.2872,3
710.000000,7,-23.5727,3
710.000000,8,-24.5456,3
710.000000,9,-28.8645,3
710.000000,10,-28.2348,3
710.000000,11,-24.1668,3
710.000000,12,-23.4118,3
710.000000,13,-24.0173,3
710.000000,14,-28.2110,3
710.000000,15,-28.6052,3
710.000000,16,-24.1084,3
710.000000,17,-23.2073,3
710.000000,18,-23.6762,3
710.000000,19,-27.6927,3
710.000000,20,-29.4198,3
710.000000,21,-24.6609,3
710.000000,22,-23.0559,3
710.000000,23,-23.7484,3
710.000000,24,-27.5336,3
711.000000,0,-28.5931,3
711.000000,1,-25.4085,3
711.000000,2,-24.2818,3
711.000000,3,-26.1442,3
711.000000,4,-30.2860,3
711.000000,5,-28.0223,3
711.000000,6,-24.4362,3
711.000000,7,-23.5748,3
711.000000,8,-24.7060,3
711.000000,9,-28.8749,3
711.000000,10,-28.2212,3
711.000000,11,-24.1560,3
711.000000,12,-23.3769,3
711.000000,13,-23.9709,3
711.000000,14,-28.0883,3
711.000000,15,-28.5590,3
711.000000,16,-24.1749,3
711.000000,17,-23.2442,3
711.000000,18,-23.6991,3
711.000000,19,-27.6458,3
711.000000,20,-29.2257,3
711.000000,21,-24.4387,3
711.000000,22,-23.0896,3
711.000000,23,-23.5631,3
711.000000,24,-27.3440,3
712.000000,0,-28.7766,3
712.000000,1,-25.6776,3
712.000000,2,-24.5041,3
712.000000,3,-26.3935,3
712.000000,4,-30.4200,3
712.000000,5,-28.0850,3
712.000000,6,-24.6292,3
712.000000,7,-23.6263,3
712.000000,8,-24.9110,3
712.000000,9,-28.9193,3
712.000000,10,-28.1362,3
712.000000,11,-24.1473,3
712.000000,12,-23.3996,3
712.000000,13,-23.9815,3
712.000000,14,-28.0070,3
712.000000,15,-28.5408,3
712.000000,16,-24.1574,3
712.000000,17,-23.2488,3
712.000000,18,-23.6636,3
712.000000,19,-27.5421,3
712.000000,20,-29.0669,3
712.000000,21,-24.2943,3
712.000000,22,-23.0905,3
712.000000,23,-23.4559,3
712.000000,24,-27.2025,3
713.000000,0,-28.9718,3
713.000000,1,-25.9438,3
713.000000,2,-24.7608,3
713.000000,3,-26.6612,3
713.000000,4,-30.5698,3
713.000000,5,-28.1767,3
713.000000,6,-24.8626,3
713.000000,7,-23.7237,3
