time_s,cell_idx,snr_mrc_dB,n_sats
1285.000000,8,-25.2898,3
1285.000000,9,-27.1034,3
1285.000000,10,-27.1641,3
1285.000000,11,-25.1853,3
1285.000000,12,-24.9696,3
1285.000000,13,-25.1965,3
1285.000000,14,-27.1239,3
1285.000000,15,-27.0443,3
1285.000000,16,-25.0138,3
1285.000000,17,-24.8678,3
1285.000000,18,-25.2514,3
1285.000000,19,-27.3097,3
1285.000000,20,-26.9222,3
1285.000000,21,-24.9044,3
1285.000000,22,-24.7375,3
1285.000000,23,-25.2575,3
1285.000000,24,-27.6047,3
1286.000000,0,-27.4560,3
1286.000000,1,-25.6394,3
1286.000000,2,-25.2118,3
1286.000000,3,-25.5138,3
1286.000000,4,-27.1914,3
1286.000000,5,-27.2542,3
1286.000000,6,-25.3199,3
1286.000000,7,-25.0841,3
1286.000000,8,-25.3006,3
1286.000000,9,-27.0922,3
1286.000000,10,-27.1645,3
1286.000000,11,-25.2018,3
1286.000000,12,-25.0255,3
1286.000000,13,-25.2395,3
1286.000000,14,-27.1358,3
1286.000000,15,-27.0152,3
1286.000000,16,-25.0167,3
1286.000000,17,-24.8724,3
1286.000000,18,-25.2443,3
1286.000000,19,-27.3371,3
1286.000000,20,-26.9135,3
1286.000000,21,-24.9348,3
1286.000000,22,-24.7694,3
1286.000000,23,-25.2751,3
1286.000000,24,-27.5988,3
1287.000000,0,-27.4941,3
1287.000000,1,-25.7093,3
1287.000000,2,-25.2220,3
1287.000000,3,-25.5693,3
1287.000000,4,-27.2205,3
1287.000000,5,-27.2564,3
1287.000000,6,-25.3600,3
1287.000000,7,-25.1198,3
1287.000000,8,-25.3197,3
1287.000000,9,-27.0899,3
1287.000000,10,-27.1337,3
1287.000000,11,-25.1901,3
1287.000000,12,-25.0312,3
1287.000000,13,-25.2933,3
1287.000000,14,-27.1567,3
1287.000000,15,-26.9975,3
1287.000000,16,-25.0328,3
1287.000000,17,-24.8905,3
1287.000000,18,-25.2507,3
1287.000000,19,-27.3234,3
1287.000000,20,-26.9176,3
1287.000000,21,-24.9799,3
1287.000000,22,-24.8007,3
1287.000000,23,-25.3079,3
1287.000000,24,-27.6038,3
1288.000000,0,-27.5388,3
1288.000000,1,-25.7830,3
1288.000000,2,-25.2388,3
1288.000000,3,-25.6323,3
1288.000000,4,-27.2565,3
1288.000000,5,-27.2667,3
1288.000000,6,-25.4094,3
1288.000000,7,-25.1649,3
1288.000000,8,-25.3485,3
1288.000000,9,-27.0959,3
1288.000000,10,-27.1126,3
1288.000000,11,-25.1898,3
1288.000000,12,-25.0351,3
1288.000000,13,-25.2986,3
1288.000000,14,-27.1862,3
1288.000000,15,-26.9907,3
1288.000000,16,-25.0614,3
1288.000000,17,-24.9215,3
1288.000000,18,-25.2700,3
1288.000000,19,-27.3195,3
1288.000000,20,-26.9149,3
1288.000000,21,-25.0001,3
1288.000000,22,-24.8143,3
1288.000000,23,-25.3551,3
1288.000000,24,-27.6195,3
1289.000000,0,-27.5897,3
1289.000000,1,-25.8634,3
1289.000000,2,-25.2641,3
1289.000000,3,-25.7024,3
1289.000000,4,-27.2990,3
1289.000000,5,-27.2847,3
1289.000000,6,-25.4662,3
1289.000000,7,-25.2002,3
1289.000000,8,-25.3863,3
1289.000000,9,-27.1099,3
1289.000000,10,-27.1010,3
1289.000000,11,-25.2004,3
1289.000000,12,-25.0502,3
1289.000000,13,-25.2983,3
1289.000000,14,-27.1748,3
1289.000000,15,-26.9943,3
1289.000000,16,-25.1017,3
1289.000000,17,-24.9646,3
1289.000000,18,-25.3015,3
1289.000000,19,-27.3251,3
1289.000000,20,-26.8756,3
1289.000000,21,-24.9888,3
1289.000000,22,-24.8424,3
1289.000000,23,-25.4159,3
1289.000000,24,-27.6456,3
1290.000000,0,-27.6465,3
1290.000000,1,-25.9501,3
1290.000000,2,-25.2973,3
1290.000000,3,-25.7788,3
1290.000000,4,-27.3476,3
1290.000000,5,-27.3102,3
1290.000000,6,-25.5272,3
1290.000000,7,-25.2120,3
1290.000000,8,-25.4327,3
1290.000000,9,-27.1315,3
1290.000000,10,-27.0959,3
1290.000000,11,-25.2213,3
1290.000000,12,-25.0760,3
1290.000000,13,-25.3075,3
1290.000000,14,-27.1673,3
1290.000000,15,-27.0023,3
1290.000000,16,-25.1320,3
1290.000000,17,-24.9940,3
1290.000000,18,-25.3447,3
1290.000000,19,-27.3400,3
1290.000000,20,-26.8487,3
1290.000000,21,-24.9918,3
1290.000000,22,-24.8842,3
1290.000000,23,-25.4167,3
1290.000000,24,-27.6817,3
1291.000000,0,-27.7090,3
1291.000000,1,-26.0262,3
1291.000000,2,-25.3380,3
1291.000000,3,-25.8482,3
1291.000000,4,-27.4018,3
1291.000000,5,-27.3428,3
1291.000000,6,-25.5960,3
1291.000000,7,-25.2187,3
1291.000000,8,-25.4871,3
1291.000000,9,-27.1602,3
1291.000000,10,-27.0963,3
1291.000000,11,-25.2519,3
1291.000000,12,-25.1118,3
1291.000000,13,-25.3269,3
1291.000000,14,-27.1682,3
1291.000000,15,-26.9666,3
1291.000000,16,-25.1211,3
1291.000000,17,-25.0179,3
1291.000000,18,-25.3990,3
1291.000000,19,-27.3637,3
1291.000000,20,-26.8338,3
1291.000000,21,-25.0083,3
1291.000000,22,-24.9030,3
1291.000000,23,-25.4228,3
1291.000000,24,-27.6748,3
1292.000000,0,-27.7657,3
1292.000000,1,-26.0894,3
1292.000000,2,-25.3859,3
1292.000000,3,-25.9083,3
1292.000000,4,-27.4604,3
1292.000000,5,-27.3821,3
1292.000000,6,-25.6688,3
1292.000000,7,-25.2344,3
1292.000000,8,-25.5490,3
1292.000000,9,-27.1958,3
1292.000000,10,-27.1048,3
1292.000000,11,-25.2916,3
1292.000000,12,-25.1567,3
1292.000000,13,-25.3560,3
1292.000000,14,-27.1772,3
1292.000000,15,-26.9410,3
1292.000000,16,-25.1217,3
1292.000000,17,-25.0341,3
1292.000000,18,-25.4127,3
1292.000000,19,-27.3961,3
1292.000000,20,-26.8302,3
1292.000000,21,-25.0375,3
1292.000000,22,-24.9346,3
1292.000000,23,-25.4403,3
1292.000000,24,-27.6743,3
1293.000000,0,-27.8273,3
1293.000000,1,-26.1585,3
1293.000000,2,-25.4404,3
1293.000000,3,-25.9740,3
1293.000000,4,-27.5182,3
1293.000000,5,-27.4278,3
1293.000000,6,-25.7469,3
1293.000000,7,-25.2575,3
1293.000000,8,-25.6178,3
1293.000000,9,-27.2378,3
1293.000000,10,-27.1213,3
1293.000000,11,-25.3399,3
1293.000000,12,-25.1976,3
1293.000000,13,-25.3942,3
1293.000000,14,-27.1940,3
1293.000000,15,-26.9252,3
1293.000000,16,-25.1333,3
1293.000000,17,-25.0431,3
1293.000000,18,-25.4111,3
1293.000000,19,-27.3997,3
1293.000000,20,-26.8373,3
1293.000000,21,-25.0787,3
1293.000000,22,-24.9669,3
1293.000000,23,-25.4684,3
1293.000000,24,-27.6834,3
1294.000000,0,-27.8935,3
1294.000000,1,-26.2331,3
1294.000000,2,-25.4974,3
1294.000000,3,-26.0450,3
1294.000000,4,-27.5799,3
1294.000000,5,-27.4795,3
1294.000000,6,-25.8282,3
1294.000000,7,-25.2854,3
1294.000000,8,-25.6930,3
1294.000000,9,-27.2858,3
1294.000000,10,-27.1451,3
1294.000000,11,-25.3962,3
1294.000000,12,-25.2090,3
1294.000000,13,-25.4410,3
1294.000000,14,-27.2182,3
1294.000000,15,-26.9186,3
1294.000000,16,-25.1553,3
1294.000000,17,-25.0627,3
1294.000000,18,-25.4204,3
1294.000000,19,-27.3966,3
1294.000000,20,-26.8547,3
1294.000000,21,-25.1188,3
1294.000000,22,-24.9754,3
1294.000000,23,-25.5085,3
1294.000000,24,-27.7017,3
1295.000000,0,-27.9640,3
1295.000000,1,-26.3128,3
1295.000000,2,-25.5596,3
1295.000000,3,-26.1208,3
1295.000000,4,-27.6452,3
1295.000000,5,-27.5370,3
1295.000000,6,-25.8830,3
1295.000000,7,-25.3207,3
1295.000000,8,-25.7743,3
1295.000000,9,-27.3335,3
1295.000000,10,-27.1760,3
1295.000000,11,-25.4601,3
1295.000000,12,-25.2110,3
1295.000000,13,-25.4959,3
1295.000000,14,-27.2496,3
1295.000000,15,-26.9209,3
1295.000000,16,-25.1871,3
1295.000000,17,-25.0922,3
1295.000000,18,-25.4402,3
1295.000000,19,-27.4017,3
1295.000000,20,-26.8227,3
1295.000000,21,-25.1078,3
1295.000000,22,-24.9959,3
1295.000000,23,-25.5602,3
1295.000000,24,-27.7290,3
1296.000000,0,-28.0385,3
1296.000000,1,-26.3972,3
1296.000000,2,-25.6271,3
1296.000000,3,-26.2009,3
1296.000000,4,-27.7136,3
1296.000000,5,-27.5998,3
1296.000000,6,-25.9438,3
1296.000000,7,-25.3629,3
1296.000000,8,-25.8573,3
1296.000000,9,-27.3857,3
1296.000000,10,-27.2136,3
1296.000000,11,-25.5309,3
1296.000000,12,-25.2218,3
1296.000000,13,-25.5584,3
1296.000000,14,-27.2878,3
1296.000000,15,-26.9316,3
1296.000000,16,-25.2282,3
1296.000000,17,-25.1311,3
1296.000000,18,-25.4698,3
1296.000000,19,-27.4149,3
1296.000000,20,-26.7993,3
1296.000000,21,-25.1087,3
1296.000000,22,-25.0276,3
1296.000000,23,-25.5832,3
1296.000000,24,-27.7651,3
1297.000000,0,-28.1165,3
1297.000000,1,-26.4859,3
1297.000000,2,-25.6995,3
1297.000000,3,-26.2849,3
1297.000000,4,-27.7847,3
1297.000000,5,-27.6676,3
1297.000000,6,-26.0093,3
1297.000000,7,-25.4117,3
1297.000000,8,-25.9216,3
1297.000000,9,-27.4425,3
1297.000000,10,-27.2574,3
1297.000000,11,-25.6082,3
1297.000000,12,-25.2410,3
1297.000000,13,-25.6281,3
1297.000000,14,-27.3275,3
1297.000000,15,-26.9504,3
1297.000000,16,-25.2781,3
1297.000000,17,-25.1455,3
1297.000000,18,-25.5089,3
1297.000000,19,-27.4358,3
1297.000000,20,-26.7861,3
1297.000000,21,-25.1209,3
1297.000000,22,-25.0571,3
1297.000000,23,-25.5841,3
1297.000000,24,-27.7804,3
1298.000000,0,-28.1978,3
1298.000000,1,-26.5786,3
1298.000000,2,-25.7764,3
1298.000000,3,-26.3725,3
1298.000000,4,-27.8581,3
1298.000000,5,-27.7370,3
1298.000000,6,-26.0797,3
1298.000000,7,-25.4667,3
1298.000000,8,-25.9912,3
1298.000000,9,-27.5035,3
1298.000000,10,-27.3071,3
1298.000000,11,-25.6677,3
1298.000000,12,-25.2682,3
1298.000000,13,-25.7044,3
1298.000000,14,-27.3718,3
1298.000000,15,-26.9769,3
1298.000000,16,-25.3361,3
1298.000000,17,-25.1659,3
1298.000000,18,-25.5568,3
1298.000000,19,-27.4643,3
1298.000000,20,-26.7826,3
1298.000000,21,-25.1437,3
1298.000000,22,-25.0774,3
1298.000000,23,-25.5962,3
1298.000000,24,-27.7811,3
1299.000000,0,-28.2820,3
1299.000000,1,-26.6491,3
1299.000000,2,-25.8574,3
1299.000000,3,-26.4532,3
1299.000000,4,-27.9333,3
1299.000000,5,-27.8078,3
1299.000000,6,-26.1550,3
1299.000000,7,-25.5274,3
1299.000000,8,-26.0656,3
1299.000000,9,-27.5682,3
1299.000000,10,-27.3624,3
1299.000000,11,-25.7227,3
1299.000000,12,-25.3028,3
1299.000000,13,-25.7869,3
1299.000000,14,-27.4216,3
1299.000000,15,-27.0105,3
1299.000000,16,-25.4017,3
1299.000000,17,-25.1903,3
1299.000000,18,-25.6132,3
1299.000000,19,-27.4970,3
1299.000000,20,-26.7883,3
1299.000000,21,-25.1766,3
1299.000000,22,-25.1078,3
1299.000000,23,-25.6191,3
1299.000000,24,-27.7901,3
1300.000000,0,-28.3687,3
1300.000000,1,-26.7156,3
1300.000000,2,-25.9421,3
1300.000000,3,-26.5227,3
1300.000000,4,-28.0099,3
1300.000000,5,-27.8824,3
1300.000000,6,-26.2346,3
1300.000000,7,-25.5934,3
1300.000000,8,-26.1445,3
1300.000000,9,-27.6364,3
1300.000000,10,-27.4227,3
1300.000000,11,-25.7838,3
1300.000000,12,-25.3446,3
1300.000000,13,-25.8752,3
1300.000000,14,-27.4766,3
1300.000000,15,-27.0510,3
1300.000000,16,-25.4746,3
1300.000000,17,-25.1994,3
1300.000000,18,-25.6777,3
1300.000000,19,-27.5335,3
1300.000000,20,-26.8029,3
1300.000000,21,-25.2190,3
1300.000000,22,-25.1264,3
1300.000000,23,-25.6524,3
1300.000000,24,-27.8072,3
1301.000000,0,-28.4578,3
1301.000000,1,-26.7846,3
1301.000000,2,-26.0302,3
1301.000000,3,-26.5954,3
1301.000000,4,-28.0876,3
1301.000000,5,-27.9602,3
1301.000000,6,-26.3181,3
1301.000000,7,-25.6643,3
1301.000000,8,-26.2275,3
1301.000000,9,-27.7076,3
1301.000000,10,-27.4878,3
1301.000000,11,-25.8505,3
1301.000000,12,-25.3928,3
1301.000000,13,-25.9688,3
1301.000000,14,-27.5365,3
1301.000000,15,-27.0979,3
1301.000000,16,-25.5437,3
1301.000000,17,-25.2171,3
1301.000000,18,-25.7496,3
1301.000000,19,-27.5765,3
1301.000000,20,-26.8258,3
1301.000000,21,-25.2704,3
1301.000000,22,-25.1393,3
1301.000000,23,-25.6955,3
1301.000000,24,-27.8322,3
1302.000000,0,-28.5487,3
1302.000000,1,-26.8568,3
1302.000000,2,-26.1214,3
1302.000000,3,-26.6709,3
1302.000000,4,-28.1660,3
1302.000000,5,-28.0409,3
1302.000000,6,-26.3912,3
1302.000000,7,-25.7399,3
1302.000000,8,-26.3142,3
1302.000000,9,-27.7815,3
1302.000000,10,-27.5573,3
1302.000000,11,-25.9224,3
1302.000000,12,-25.4463,3
1302.000000,13,-26.0400,3
1302.000000,14,-27.6010,3
1302.000000,15,-27.1508,3
1302.000000,16,-25.5951,3
1302.000000,17,-25.2428,3
1302.000000,18,-25.8286,3
1302.000000,19,-27.6257,3
1302.000000,20,-26.8567,3
1302.000000,21,-25.3303,3
1302.000000,22,-25.1618,3
1302.000000,23,-25.7480,3
1302.000000,24,-27.8603,3
1303.000000,0,-28.6340,3
1303.000000,1,-26.9320,3
1303.000000,2,-26.2152,3
1303.000000,3,-26.7490,3
1303.000000,4,-28.2447,3
1303.000000,5,-28.1243,3
1303.000000,6,-26.4528,3
1303.000000,7,-25.8196,3
1303.000000,8,-26.4042,3
1303.000000,9,-27.8577,3
1303.000000,10,-27.6308,3
1303.000000,11,-25.9991,3
1303.000000,12,-25.5057,3
1303.000000,13,-26.1160,3
1303.000000,14,-27.6696,3
1303.000000,15,-27.2094,3
1303.000000,16,-25.6532,3
1303.000000,17,-25.2760,3
1303.000000,18,-25.9143,3
1303.000000,19,-27.6808,3
1303.000000,20,-26.8951,3
1303.000000,21,-25.3981,3
1303.000000,22,-25.1933,3
1303.000000,23,-25.8095,3
1303.000000,24,-27.8948,3
1304.000000,0,-28.7034,3
1304.000000,1,-27.0098,3
1304.000000,2,-26.3093,3
1304.000000,3,-26.8293,3
1304.000000,4,-28.3234,3
1304.000000,5,-28.2098,3
1304.000000,6,-26.5183,3
1304.000000,7,-25.9031,3
1304.000000,8,-26.4904,3
1304.000000,9,-27.9358,3
1304.000000,10,-27.7079,3
1304.000000,11,-26.0802,3
1304.000000,12,-25.5706,3
1304.000000,13,-26.1968,3
1304.000000,14,-27.7421,3
1304.000000,15,-27.2733,3
1304.000000,16,-25.7175,3
1304.000000,17,-25.3165,3
1304.000000,18,-26.0063,3
1304.000000,19,-27.7416,3
1304.000000,20,-26.9408,3
1304.000000,21,-25.4733,3
1304.000000,22,-25.2293,3
1304.000000,23,-25.8795,3
1304.000000,24,-27.9365,3
1305.000000,0,-28.7749,3
1305.000000,1,-27.0900,3
1305.000000,2,-26.4024,3
1305.000000,3,-26.9110,3
1305.000000,4,-28.3897,3
1305.000000,5,-28.2973,3
1305.000000,6,-26.5872,3
1305.000000,7,-25.9868,3
1305.000000,8,-26.5548,3
1305.000000,9,-28.0155,3
1305.000000,10,-27.7883,3
1305.000000,11,-26.1630,3
1305.000000,12,-25.6403,3
1305.000000,13,-26.2820,3
1305.000000,14,-27.8182,3
1305.000000,15,-27.3420,3
1305.000000,16,-25.7877,3
1305.000000,17,-25.3638,3
1305.000000,18,-26.1040,3
1305.000000,19,-27.8078,3
1305.000000,20,-26.9932,3
1305.000000,21,-25.5238,3
1305.000000,22,-25.2490,3
1305.000000,23,-25.9576,3
1305.000000,24,-27.9852,3
1306.000000,0,-28.8485,3
1306.000000,1,-27.1722,3
1306.000000,2,-26.4971,3
1306.000000,3,-26.9871,3
1306.000000,4,-28.4460,3
1306.000000,5,-28.3863,3
1306.000000,6,-26.6593,3
1306.000000,7,-26.0727,3
1306.000000,8,-26.6219,3
1306.000000,9,-28.0965,3
1306.000000,10,-27.8716,3
1306.000000,11,-26.2230,3
1306.000000,12,-25.7113,3
1306.000000,13,-26.3647,3
1306.000000,14,-27.8974,3
1306.000000,15,-27.4153,3
1306.000000,16,-25.8633,3
1306.000000,17,-25.4175,3
1306.000000,18,-26.2071,3
1306.000000,19,-27.8790,3
1306.000000,20,-27.0519,3
1306.000000,21,-25.5784,3
1306.000000,22,-25.2770,3
1306.000000,23,-26.0435,3
1306.000000,24,-28.0406,3
1307.000000,0,-28.9210,3
1307.000000,1,-27.2563,3
1307.000000,2,-26.5931,3
1307.000000,3,-27.0641,3
1307.000000,4,-28.5027,3
1307.000000,5,-28.4554,3
1307.000000,6,-26.7343,3
1307.000000,7,-26.1613,3
1307.000000,8,-26.6912,3
1307.000000,9,-28.1785,3
1307.000000,10,-27.9575,3
1307.000000,11,-26.2872,3
1307.000000,12,-25.7867,3
1307.000000,13,-26.4497,3
1307.000000,14,-27.9796,3
1307.000000,15,-27.4927,3
1307.000000,16,-25.9440,3
1307.000000,17,-25.4771,3
1307.000000,18,-26.2833,3
1307.000000,19,-27.9550,3
1307.000000,20,-27.1144,3
1307.000000,21,-25.6400,3
1307.000000,22,-25.3130,3
1307.000000,23,-26.1367,3
1307.000000,24,-28.1024,3
1308.000000,0,-28.9920,3
1308.000000,1,-27.3419,3
1308.000000,2,-26.6879,3
1308.000000,3,-27.1415,3
1308.000000,4,-28.5596,3
1308.000000,5,-28.5223,3
1308.000000,6,-26.8119,3
1308.000000,7,-26.2523,3
1308.000000,8,-26.7624,3
1308.000000,9,-28.2610,3
1308.000000,10,-28.0456,3
1308.000000,11,-26.3552,3
1308.000000,12,-25.8660,3
1308.000000,13,-26.5375,3
1308.000000,14,-28.0643,3
1308.000000,15,-27.5740,3
1308.000000,16,-26.0294,3
1308.000000,17,-25.5425,3
1308.000000,18,-26.3606,3
1308.000000,19,-28.0355,3
1308.000000,20,-27.1816,3
1308.000000,21,-25.7082,3
1308.000000,22,-25.3564,3
1308.000000,23,-26.2369,3
1308.000000,24,-28.1704,3
1309.000000,0,-29.0640,3
1309.000000,1,-27.4287,3
1309.000000,2,-26.7832,3
1309.000000,3,-27.2187,3
1309.000000,4,-28.6166,3
1309.000000,5,-28.5911,3
1309.000000,6,-26.8918,3
1309.000000,7,-26.3454,3
1309.000000,8,-26.8353,3
1309.000000,9,-28.3439,3
1309.000000,10,-28.1356,3
1309.000000,11,-26.4269,3
1309.000000,12,-25.9490,3
1309.000000,13,-26.6248,3
1309.000000,14,-28.1513,3
1309.000000,15,-27.6587,3
1309.000000,16,-26.0992,3
1309.000000,17,-25.6131,3
1309.000000,18,-26.4424,3
1309.000000,19,-28.1201,3
1309.000000,20,-27.2541,3
1309.000000,21,-25.7826,3
1309.000000,22,-25.4071,3
1309.000000,23,-26.3368,3
1309.000000,24,-28.2443,3
1310.000000,0,-29.1370,3
1310.000000,1,-27.5166,3
1310.000000,2,-26.8788,3
1310.000000,3,-27.2957,3
1310.000000,4,-28.6734,3
1310.000000,5,-28.6616,3
1310.000000,6,-26.9738,3
1310.000000,7,-26.4403,3
1310.000000,8,-26.9095,3
1310.000000,9,-28.4154,3
1310.000000,10,-28.2176,3
1310.000000,11,-26.5019,3
1310.000000,12,-26.0353,3
1310.000000,13,-26.6936,3
1310.000000,14,-28.2403,3
1310.000000,15,-27.7465,3
1310.000000,16,-26.1643,3
1310.000000,17,-25.6879,3
1310.000000,18,-26.5283,3
1310.000000,19,-28.2086,3
1310.000000,20,-27.3315,3
1310.000000,21,-25.8629,3
1310.000000,22,-25.4645,3
1310.000000,23,-26.4422,3
1310.000000,24,-28.3238,3
1311.000000,0,-29.2106,3
1311.000000,1,-27.6053,3
1311.000000,2,-26.9743,3
1311.000000,3,-27.3725,3
1311.000000,4,-28.7299,3
1311.000000,5,-28.7336,3
1311.000000,6,-27.0575,3
1311.000000,7,-26.5365,3
1311.000000,8,-26.9849,3
1311.000000,9,-28.4777,3
1311.000000,10,-28.2853,3
1311.000000,11,-26.5799,3
1311.000000,12,-26.1245,3
1311.000000,13,-26.7651,3
1311.000000,14,-28.3309,3
1311.000000,15,-27.8371,3
1311.000000,16,-26.2339,3
1311.000000,17,-25.7650,3
1311.000000,18,-26.6179,3
1311.000000,19,-28.3007,3
1311.000000,20,-27.4134,3
1311.000000,21,-25.9487,3
1311.000000,22,-25.5281,3
1311.000000,23,-26.5477,3
1311.000000,24,-28.4088,3
1312.000000,0,-29.2689,3
1312.000000,1,-27.6945,3
1312.000000,2,-27.0695,3
1312.000000,3,-27.4487,3
1312.000000,4,-28.7859,3
1312.000000,5,-28.8068,3
1312.000000,6,-27.1429,3
1312.000000,7,-26.6339,3
1312.000000,8,-27.0611,3
1312.000000,9,-28.5409,3
1312.000000,10,-28.3551,3
1312.000000,11,-26.6607,3
1312.000000,12,-26.2164,3
1312.000000,13,-26.8390,3
1312.000000,14,-28.4228,3
1312.000000,15,-27.9302,3
1312.000000,16,-26.3077,3
1312.000000,17,-25.8463,3
1312.000000,18,-26.7110,3
1312.000000,19,-28.3961,3
1312.000000,20,-27.4995,3
1312.000000,21,-26.0310,3
1312.000000,22,-25.5953,3
1312.000000,23,-26.6335,3
1312.000000,24,-28.4989,3
1313.000000,0,-29.3263,3
1313.000000,1,-27.7841,3
1313.000000,2,-27.1641,3
1313.000000,3,-27.5242,3
1313.000000,4,-28.8330,3
1313.000000,5,-28.8811,3
1313.000000,6,-27.2295,3
1313.000000,7,-26.7321,3
1313.000000,8,-27.1378,3
1313.000000,9,-28.6048,3
1313.000000,10,-28.4270,3
1313.000000,11,-26.7440,3
1313.000000,12,-26.3106,3
1313.000000,13,-26.9150,3
1313.000000,14,-28.5158,3
1313.000000,15,-28.0254,3
1313.000000,16,-26.3855,3
1313.000000,17,-25.9317,3
1313.000000,18,-26.8072,3
1313.000000,19,-28.4945,3
1313.000000,20,-27.5895,3
1313.000000,21,-26.0971,3
1313.000000,22,-25.6683,3
1313.000000,23,-26.7245,3
1313.000000,24,-28.5938,3
1314.000000,0,-29.3848,3
1314.000000,1,-27.8737,3
1314.000000,2,-27.2579,3
1314.000000,3,-27.5988,3
1314.000000,4,-28.8726,3
1314.000000,5,-28.9562,3
1314.000000,6,-27.3171,3
1314.000000,7,-26.8308,3
1314.000000,8,-27.2149,3
1314.000000,9,-28.6691,3
1314.000000,10,-28.5006,3
1314.000000,11,-26.8295,3
1314.000000,12,-26.4069,3
1314.000000,13,-26.9927,3
1314.000000,14,-28.6097,3
1314.000000,15,-28.0988,3
1314.000000,16,-26.4670,3
1314.000000,17,-26.0206,3
1314.000000,18,-26.9007,3
1314.000000,19,-28.5957,3
1314.000000,20,-27.6831,3
1314.000000,21,-26.1684,3
1314.000000,22,-25.7467,3
1314.000000,23,-26.8204,3
1314.000000,24,-28.6934,3
1315.000000,0,-29.4445,3
1315.000000,1,-27.9633,3
1315.000000,2,-27.3506,3
1315.000000,3,-27.6722,3
1315.000000,4,-28.9125,3
1315.000000,5,-29.0243,3
1315.000000,6,-27.4056,3
1315.000000,7,-26.9298,3
1315.000000,8,-27.2921,3
1315.000000,9,-28.7338,3
1315.000000,10,-28.5759,3
1315.000000,11,-26.9170,3
1315.000000,12,-26.5049,3
1315.000000,13,-27.0721,3
1315.000000,14,-28.6897,3
1315.000000,15,-28.1723,3
1315.000000,16,-26.5519,3
1315.000000,17,-26.1130,3
1315.000000,18,-26.9778,3
1315.000000,19,-28.6993,3
1315.000000,20,-27.7799,3
1315.000000,21,-26.2448,3
1315.000000,22,-25.8303,3
1315.000000,23,-26.9209,3
1315.000000,24,-28.7972,3
1316.000000,0,-29.5052,3
1316.000000,1,-28.0527,3
1316.000000,2,-27.4420,3
1316.000000,3,-27.7442,3
1316.000000,4,-28.9526,3
1316.000000,5,-29.0826,3
1316.000000,6,-27.4947,3
1316.000000,7,-27.0288,3
1316.000000,8,-27.3692,3
1316.000000,9,-28.7986,3
1316.000000,10,-28.6525,3
1316.000000,11,-27.0063,3
1316.000000,12,-26.6044,3
1316.000000,13,-27.1529,3
1316.000000,14,-28.7640,3
1316.000000,15,-28.2440,3
1316.000000,16,-26.6399,3
1316.000000,17,-26.2084,3
1316.000000,18,-27.0579,3
1316.000000,19,-28.8050,3
1316.000000,20,-27.8796,3
1316.000000,21,-26.3253,3
1316.000000,22,-25.9187,3
1316.000000,23,-27.0256,3
1316.000000,24,-28.9050,3
1317.000000,0,-29.5667,3
1317.000000,1,-28.1415,3
1317.000000,2,-27.4941,3
1317.000000,3,-27.7341,3
1317.000000,4,-28.9384,3
1317.000000,5,-29.1423,3
1317.000000,6,-27.5842,3
1317.000000,7,-27.1276,3
1317.000000,8,-27.4461,3
1317.000000,9,-28.8635,3
1317.000000,10,-28.7303,3
1317.000000,11,-27.0972,3
1317.000000,12,-26.7051,3
1317.000000,13,-27.2347,3
1317.000000,14,-28.8397,3
1317.000000,15,-28.3180,3
1317.000000,16,-26.7309,3
1317.000000,17,-26.3065,3
1317.000000,18,-27.1408,3
1317.000000,19,-28.9126,3
1317.000000,20,-27.9700,3
1317.000000,21,-26.4079,3
1317.000000,22,-26.0117,3
1317.000000,23,-27.1344,3
1317.000000,24,-29.0165,3
1318.000000,0,-29.6290,3
1318.000000,1,-28.1740,3
1318.000000,2,-27.4281,3
1318.000000,3,-27.6702,3
1318.000000,4,-28.8832,3
1318.000000,5,-29.2033,3
1318.000000,6,-27.6740,3
1318.000000,7,-27.2259,3
1318.000000,8,-27.5224,3
1318.000000,9,-28.9155,3
1318.000000,10,-28.8092,3
1318.000000,11,-27.1894,3
1318.000000,12,-26.8067,3
1318.000000,13,-27.3175,3
1318.000000,14,-28.9166,3
1318.000000,15,-28.3942,3
1318.000000,16,-26.8247,3
1318.000000,17,-26.4073,3
1318.000000,18,-27.2262,3
1318.000000,19,-29.0219,3
1318.000000,20,-28.0483,3
1318.000000,21,-26.4948,3
1318.000000,22,-26.1089,3
1318.000000,23,-27.2468,3
1318.000000,24,-29.1315,3
1319.000000,0,-29.6918,3
1319.000000,1,-28.1296,3
1319.000000,2,-27.3653,3
1319.000000,3,-27.6090,3
1319.000000,4,-28.8296,3
1319.000000,5,-29.2655,3
1319.000000,6,-27.7638,3
1319.000000,7,-27.3235,3
1319.000000,8,-27.5980,3
1319.000000,9,-28.9512,3
1319.000000,10,-28.8712,3
1319.000000,11,-27.2827,3
1319.000000,12,-26.9090,3
1319.000000,13,-27.4010,3
1319.000000,14,-28.9944,3
1319.000000,15,-28.4722,3
1319.000000,16,-26.9209,3
1319.000000,17,-26.5102,3
1319.000000,18,-27.3139,3
1319.000000,19,-29.1324,3
1319.000000,20,-28.1300,3
1319.000000,21,-26.5856,3
1319.000000,22,-26.2102,3
1319.000000,23,-27.3504,3
1319.000000,24,-29.2496,3
1320.000000,0,-29.6810,3
1320.000000,1,-28.0874,3
1320.000000,2,-27.3056,3
1320.000000,3,-27.5508,3
1320.000000,4,-28.7779,3
1320.000000,5,-29.3288,3
