time_s,cell_idx,elevation_deg,path_loss_dB,beam_gain_dB,snr_dB,sinr_dB
1870.000000,0,5.6197,190.0752,17.6005,-31.6327,-31.6692
1870.000000,1,5.6197,190.1082,17.6582,-31.6081,-31.6523
1870.000000,2,5.6197,190.1423,17.6823,-31.6181,-31.6604
1870.000000,3,5.6197,190.1776,17.5219,-31.8137,-31.8457
1870.000000,4,5.6197,190.2139,16.4178,-32.9541,-32.9729
1870.000000,5,5.6197,190.1780,17.4024,-31.9335,-31.9656
1870.000000,6,5.6197,190.2102,17.6637,-31.7045,-31.7463
1870.000000,7,5.6197,190.2435,17.6812,-31.7203,-31.7635
1870.000000,8,5.6197,190.2779,17.6626,-31.7733,-31.8089
1870.000000,9,5.6197,190.3134,16.9312,-32.5402,-32.5633
1870.000000,10,5.6197,190.2796,17.1062,-32.3315,-32.3590
1870.000000,11,5.6197,190.3111,17.6724,-31.7967,-31.8354
1870.000000,12,5.6197,190.3436,17.6814,-31.8203,-31.8632
1870.000000,13,5.6197,190.3773,17.6793,-31.8560,-31.8942
1870.000000,14,5.6197,190.4119,17.2916,-32.2784,-32.3055
1870.000000,15,5.6197,190.3802,16.7520,-32.7863,-32.8094
1870.000000,16,5.6197,190.4110,17.5801,-31.9889,-32.0238
1870.000000,17,5.6197,190.4428,17.6426,-31.9582,-31.9998
1870.000000,18,5.6197,190.4756,17.6943,-31.9393,-31.9791
1870.000000,19,5.6197,190.5095,17.5157,-32.1518,-32.1826
1870.000000,20,5.6197,190.4798,16.3723,-33.2656,-33.2845
1870.000000,21,5.6197,190.5099,17.4180,-32.2499,-32.2808
1870.000000,22,5.6197,190.5409,17.6582,-32.0407,-32.0801
1870.000000,23,5.6197,190.5730,17.6718,-32.0593,-32.0997
1870.000000,24,5.6197,190.6062,17.6167,-32.1475,-32.1812
1871.000000,0,5.6945,190.0498,17.6006,-31.6072,-31.6438
1871.000000,1,5.6945,190.0830,17.6638,-31.5772,-31.6216
1871.000000,2,5.6945,190.1173,17.6784,-31.5970,-31.6395
1871.000000,3,5.6945,190.1527,17.5192,-31.7916,-31.8237
1871.000000,4,5.6945,190.1893,16.4044,-32.9429,-32.9617
1871.000000,5,5.6945,190.1528,17.4017,-31.9091,-31.9413
1871.000000,6,5.6945,190.1852,17.6668,-31.6765,-31.7185
1871.000000,7,5.6945,190.2187,17.6798,-31.6969,-31.7403
1871.000000,8,5.6945,190.2533,17.6640,-31.7474,-31.7831
1871.000000,9,5.6945,190.2890,16.9253,-32.5217,-32.5448
1871.000000,10,5.6945,190.2547,17.1034,-32.3094,-32.3370
1871.000000,11,5.6945,190.2864,17.6758,-31.7686,-31.8074
1871.000000,12,5.6945,190.3191,17.6776,-31.7996,-31.8427
1871.000000,13,5.6945,190.3529,17.6831,-31.8278,-31.8662
1871.000000,14,5.6945,190.3878,17.2911,-32.2547,-32.2820
1871.000000,15,5.6945,190.3556,16.7337,-32.7800,-32.8031
1871.000000,16,5.6945,190.3865,17.5828,-31.9618,-31.9968
1871.000000,17,5.6945,190.4185,17.6396,-31.9369,-31.9787
1871.000000,18,5.6945,190.4515,17.6954,-31.9141,-31.9542
1871.000000,19,5.6945,190.4856,17.5189,-32.1247,-32.1556
1871.000000,20,5.6945,190.4555,16.3509,-33.2626,-33.2815
1871.000000,21,5.6945,190.4857,17.4075,-32.2362,-32.2672
1871.000000,22,5.6945,190.5169,17.6538,-32.0212,-32.0607
1871.000000,23,5.6945,190.5492,17.6737,-32.0335,-32.0741
1871.000000,24,5.6945,190.5825,17.6221,-32.1185,-32.1524
1872.000000,0,5.7697,190.0243,17.6004,-31.5820,-31.6187
1872.000000,1,5.7697,190.0577,17.6692,-31.5465,-31.5911
1872.000000,2,5.7697,190.0922,17.6740,-31.5763,-31.6189
1872.000000,3,5.7697,190.1278,17.5159,-31.7700,-31.8021
1872.000000,4,5.7697,190.1646,16.3904,-32.9322,-32.9509
1872.000000,5,5.7697,190.1276,17.4007,-31.8849,-31.9172
1872.000000,6,5.7697,190.1602,17.6695,-31.6487,-31.6909
1872.000000,7,5.7697,190.1939,17.6780,-31.6739,-31.7175
1872.000000,8,5.7697,190.2287,17.6649,-31.7218,-31.7576
1872.000000,9,5.7697,190.2645,16.9189,-32.5037,-32.5268
1872.000000,10,5.7697,190.2298,17.1004,-32.2875,-32.3152
1872.000000,11,5.7697,190.2616,17.6791,-31.7406,-31.7795
1872.000000,12,5.7697,190.2945,17.6734,-31.7792,-31.8225
1872.000000,13,5.7697,190.3285,17.6866,-31.7999,-31.8384
1872.000000,14,5.7697,190.3636,17.2903,-32.2313,-32.2586
1872.000000,15,5.7697,190.3310,16.7149,-32.7741,-32.7973
1872.000000,16,5.7697,190.3620,17.5853,-31.9348,-31.9699
1872.000000,17,5.7697,190.3942,17.6363,-31.9159,-31.9579
