time_s,frame_id,elevation_deg,user_id,beam_id,path_loss_dB,sinr_dB,snr_dB,beam_gain_dB
385.370000000,38537,89.997547754,9067,5,178.113694670,0.099849156,7.323764871,44.595497934
385.370000000,38537,89.997547754,9068,5,178.113694725,-0.197347564,7.153002101,44.424735219
385.370000000,38537,89.997547754,9069,5,178.113694774,-0.507719083,6.972063009,44.243796176
385.370000000,38537,89.997547754,9070,5,178.113694816,-0.830766316,6.780758409,44.052491619
385.370000000,38537,89.997547754,9071,5,178.113694852,-1.166034595,6.578882252,43.850615497
385.370000000,38537,89.997547754,9072,5,178.113694881,-1.513119168,6.366210200,43.637943475
385.370000000,38537,89.997547754,9073,5,178.113694904,-1.871669730,6.142498034,43.414231331
385.370000000,38537,89.997547754,9074,5,178.113694920,-2.241394127,5.907479856,43.179213169
385.370000000,38537,89.997547754,9075,5,178.113694930,-2.622061421,5.660866064,42.932599388
385.370000000,38537,89.997547754,9076,5,178.113694933,-3.013504477,5.402341059,42.674074385
385.370000000,38537,89.997547754,9077,4,178.113694930,-2.622062834,5.660865138,42.932598461
385.370000000,38537,89.997547754,9078,4,178.113694920,-2.241395513,5.907478963,43.179212277
385.370000000,38537,89.997547754,9079,4,178.113694904,-1.871671087,6.142497174,43.414230471
385.370000000,38537,89.997547754,9080,4,178.113694881,-1.513120496,6.366209372,43.637942647
385.370000000,38537,89.997547754,9081,4,178.113694852,-1.166035893,6.578881455,43.850614700
385.370000000,38537,89.997547754,9082,4,178.113694816,-0.830767584,6.780757643,44.052490852
385.370000000,38537,89.997547754,9083,4,178.113694774,-0.507720318,6.972062271,44.243795438
385.370000000,38537,89.997547754,9084,4,178.113694725,-0.197348765,7.153001392,44.424734510
385.370000000,38537,89.997547754,9085,4,178.113694670,0.099847991,7.323764189,44.595497252
385.370000000,38537,89.997547754,9086,4,178.113694608,0.383333052,7.484524256,44.756257258
385.370000000,38537,89.997547754,9087,4,178.113694540,0.652539498,7.635440733,44.907173667
385.370000000,38537,89.997547754,9088,4,178.113694466,0.906879414,7.776659329,45.048392188
385.370000000,38537,89.997547754,9089,4,178.113694385,1.145754098,7.908313246,45.180046024
385.370000000,38537,89.997547754,9090,4,178.113694298,1.368565360,8.030524007,45.302256698
385.370000000,38537,89.997547754,9091,4,178.113694204,1.574727701,8.143402206,45.415134804
385.370000000,38537,89.997547754,9092,4,178.113694105,1.763681082,8.247048184,45.518780682
385.370000000,38537,89.997547754,9093,4,178.113693999,1.934903912,8.341552638,45.613285030
385.370000000,38537,89.997547754,9094,4,178.113693887,2.087925792,8.426997172,45.698729452
385.370000000,38537,89.997547754,9095,4,178.113693769,2.222339536,8.503454791,45.775186953
385.370000000,38537,89.997547754,9096,4,178.113693645,2.337811940,8.570990347,45.842722385
385.370000000,38537,89.997547754,9097,4,178.113693514,2.434092810,8.629660929,45.901392837
385.370000000,38537,89.997547754,9098,4,178.113693378,2.511021820,8.679516222,45.951247994
385.370000000,38537,89.997547754,9099,4,178.113693236,2.568532871,8.720598809,45.992330438
385.370000000,38537,89.997547754,9100,4,178.113693087,2.606655734,8.752944438,46.024675919
385.370000000,38537,89.997547754,9101,4,178.113692933,2.625514948,8.776582255,46.048313582
385.370000000,38537,89.997547754,9102,4,178.113692774,2.625326053,8.791534984,46.063266151
385.370000000,38537,89.997547754,9103,4,178.113692608,2.606389407,8.797819081,46.069550083
385.370000000,38537,89.997547754,9104,4,178.113692437,2.569081964,8.795444841,46.067175671
385.370000000,38537,89.997547754,9105,4,178.113692260,2.513847429,8.784416467,46.056147121
385.370000000,38537,89.997547754,9106,4,178.113692078,2.441185328,8.764732105,46.036462576
385.370000000,38537,89.997547754,9107,4,178.113691890,2.351639458,8.736383824,46.008114107
385.370000000,38537,89.997547754,9108,4,178.113691696,2.245786214,8.699357567,45.971087657
385.370000000,38537,89.997547754,9109,4,178.113691498,2.124223208,8.653633050,45.925362941
385.370000000,38537,89.997547754,9110,4,178.113691294,1.987558511,8.599183611,45.870913298
385.370000000,38537,89.997547754,9111,4,178.113691085,1.836400791,8.535976013,45.807705491
385.370000000,38537,89.997547754,9112,4,178.113690870,1.671350506,8.463970195,45.735699459
385.370000000,38537,89.997547754,9113,4,178.113690651,1.492992236,8.383118955,45.654847999
385.370000000,38537,89.997547754,9114,4,178.113690427,1.301888187,8.293367582,45.565096402
385.370000000,38537,89.997547754,9115,4,178.113690198,1.098572813,8.194653413,45.466382004
385.370000000,38537,89.997547754,9116,4,178.113689964,0.883548473,8.086905320,45.358633677
385.370000000,38537,89.997547754,9117,4,178.113689725,0.657282021,7.970043109,45.241771227
385.370000000,38537,89.997547754,9118,4,178.113689482,0.420202184,7.843976839,45.115704714
385.370000000,38537,89.997547754,9119,4,178.113689234,0.172697600,7.708606033,44.980333660
385.370000000,38537,89.997547754,9120,4,178.113688981,-0.084884627,7.563818785,44.835546160
385.370000000,38537,89.997547754,9121,4,178.113688725,-0.352239987,7.409490740,44.681217858
385.370000000,38537,89.997547754,9122,4,178.113688464,-0.629107360,7.245483937,44.517210795
385.370000000,38537,89.997547754,9123,4,178.113688199,-0.915269667,7.071645498,44.343372090
385.370000000,38537,89.997547754,9124,4,178.113687930,-1.210554471,6.887806136,44.159532459
385.370000000,38537,89.997547754,9125,4,178.113687656,-1.514834629,6.693778469,43.965504519
385.370000000,38537,89.997547754,9126,4,178.113687379,-1.828029074,6.489355098,43.761080871
385.370000000,38537,89.997547754,9127,4,178.113687098,-2.150103802,6.274306427,43.546031919
385.370000000,38537,89.997547754,9128,4,178.113686814,-2.481073151,6.048378177,43.320103384
385.370000000,38537,89.997547754,9129,4,178.113686526,-2.821001431,5.811288548,43.083013467
385.370000000,38537,89.997547754,9130,4,178.113686234,-3.170004997,5.562724971,42.834449598
385.370000000,38537,89.997547754,9131,8,178.113685939,-3.103036035,5.592370198,42.864094531
385.370000000,38537,89.997547754,9132,8,178.113685641,-2.731155391,5.823883609,43.095607643
385.370000000,38537,89.997547754,9133,8,178.113685340,-2.363822450,6.046173587,43.317897320
385.370000000,38537,89.997547754,9134,8,178.113685035,-2.001143355,6.259316440,43.531039869
385.370000000,38537,89.997547754,9135,8,178.113684728,-1.643268369,6.463384606,43.735107727
385.370000000,38537,89.997547754,9136,8,178.113684418,-1.290397912,6.658446878,43.930169689
385.370000000,38537,89.997547754,9137,8,178.113684105,-0.942789293,6.844568596,44.116291094
385.370000000,38537,89.997547754,9138,8,178.113683789,-0.600764123,7.021811807,44.293533990
385.370000000,38537,89.997547754,9139,8,178.113683471,-0.264716317,7.190235396,44.461957260
385.370000000,38537,89.997547754,9140,8,178.113683151,0.064879454,7.349895187,44.621616731
385.370000000,38537,89.997547754,9141,8,178.113682829,0.387459072,7.500844037,44.772565259
385.370000000,38537,89.997547754,9142,8,178.113682504,0.702360370,7.643131898,44.914852795
385.370000000,38537,89.997547754,9143,8,178.113682177,1.008815050,7.776805874,45.048526445
385.370000000,38537,89.997547754,9144,8,178.113681849,1.305941723,7.901910258,45.173630500
385.370000000,38537,89.997547754,9145,8,178.113681518,1.592740801,8.018486562,45.290206473
385.370000000,38537,89.997547754,9146,8,178.113681186,1.868092164,8.126573538,45.398293118
385.370000000,38537,89.997547754,9147,8,178.113680853,2.130756658,8.226207192,45.497926438
385.370000000,38537,89.997547754,9148,8,178.113680518,2.379382584,8.317420784,45.589139695
385.370000000,38537,89.997547754,9149,8,178.113680181,2.612518367,8.400244837,45.671963412
385.370000000,38537,89.997547754,9150,8,178.113679844,2.828632462,8.474707133,45.746425370
385.370000000,38537,89.997547754,9151,8,178.113679505,3.026141267,8.540832703,45.812550601
385.370000000,38537,89.997547754,9152,8,178.113679166,3.203445323,8.598643828,45.870361387
385.370000000,38537,89.997547754,9153,8,178.113678826,3.358973326,8.648160027,45.919877246
385.370000000,38537,89.997547754,9154,8,178.113678485,3.491232559,8.689398048,45.961114926
385.370000000,38537,89.997547754,9155,8,178.113678143,3.598863350,8.722371865,45.994088401
385.370000000,38537,89.997547754,9156,8,178.113677801,3.680694179,8.747092664,46.018808858
385.370000000,38537,89.997547754,9157,8,178.113677459,3.735793336,8.763568841,46.035284693
385.370000000,38537,89.997547754,9158,8,178.113677117,3.763512748,8.771805997,46.043521507
385.370000000,38537,89.997547754,9159,8,178.113676774,3.763519905,8.771806931,46.043522099
385.370000000,38537,89.997547754,9160,8,178.113676432,3.735814681,8.763571644,46.035286469
385.370000000,38537,89.997547754,9161,8,178.113676090,3.680729347,8.747097333,46.018811816
385.370000000,38537,89.997547754,9162,8,178.113675748,3.598911751,8.722378396,45.994092537
385.370000000,38537,89.997547754,9163,8,178.113675406,3.491293409,8.689406436,45.961120235
385.370000000,38537,89.997547754,9164,8,178.113675065,3.359045684,8.648170263,45.919883721
385.370000000,38537,89.997547754,9165,8,178.113674725,3.203528126,8.598655903,45.870369022
385.370000000,38537,89.997547754,9166,8,178.113674386,3.026233377,8.540846606,45.812559385
385.370000000,38537,89.997547754,9167,8,178.113674047,2.828732702,8.474722852,45.746435292
385.370000000,38537,89.997547754,9168,8,178.113673710,2.612625558,8.400262358,45.671974461
385.370000000,38537,89.997547754,9169,8,178.113673373,2.379495571,8.317440089,45.589151856
385.370000000,38537,89.997547754,9170,8,178.113673038,2.130874341,8.226228265,45.497939696
385.370000000,38537,89.997547754,9171,8,178.113672705,1.868213509,8.126596359,45.398307457
385.370000000,38537,89.997547754,9172,8,178.113672373,1.592864855,8.018511109,45.290221875
385.370000000,38537,89.997547754,9173,8,178.113672042,1.306067620,7.901936508,45.173646944
385.370000000,38537,89.997547754,9174,8,178.113671714,1.008942015,7.776833803,45.048543910
385.370000000,38537,89.997547754,9175,8,178.113671387,0.702487717,7.643161479,44.914871259
385.370000000,38537,89.997547754,9176,8,178.113671062,0.387586203,7.500875241,44.772584697
385.370000000,38537,89.997547754,9177,8,178.113670740,0.065005851,7.349927984,44.621637117
385.370000000,38537,89.997547754,9178,8,178.113670419,-0.264591095,7.190269754,44.461978567
385.370000000,38537,89.997547754,9179,8,178.113670101,-0.600640446,7.021847694,44.293556188
385.370000000,38537,89.997547754,9180,8,178.113669786,-0.942667469,6.844605974,44.116314153
385.370000000,38537,89.997547754,9181,8,178.113669473,-1.290278191,6.658485710,43.930193577
385.370000000,38537,89.997547754,9182,8,178.113669163,-1.643150952,6.463424854,43.735132410
385.370000000,38537,89.997547754,9183,8,178.113668856,-2.001028398,6.259358063,43.531065312
385.370000000,38537,89.997547754,9184,8,178.113668551,-2.363710071,6.046216541,43.317923486
385.370000000,38537,89.997547754,9185,8,178.113668250,-2.731045673,5.823927850,43.095634493
385.370000000,38537,89.997547754,9186,8,178.113667952,-3.102929032,5.592415681,42.864122026
385.370000000,38537,89.997547754,9187,13,178.113667657,-3.170090801,5.562641785,42.834347835
385.370000000,38537,89.997547754,9188,13,178.113667365,-2.821084139,5.811210103,43.082915862
385.370000000,38537,89.997547754,9189,13,178.113667077,-2.481153058,6.048304259,43.320009729
385.370000000,38537,89.997547754,9190,13,178.113666792,-2.150181180,6.274236835,43.545942020
385.370000000,38537,89.997547754,9191,13,178.113666512,-1.828104172,6.489289642,43.760994547
385.370000000,38537,89.997547754,9192,13,178.113666235,-1.514907675,6.693716970,43.965421598
385.370000000,38537,89.997547754,9193,13,178.113665961,-1.210625668,6.887748423,44.159452778
385.370000000,38537,89.997547754,9194,13,178.113665692,-0.915339199,7.071591407,44.343295492
385.370000000,38537,89.997547754,9195,13,178.113665427,-0.629175386,7.245433311,44.517137132
385.370000000,38537,89.997547754,9196,13,178.113665166,-0.352306643,7.409443428,44.681146988
385.370000000,38537,89.997547754,9197,13,178.113664909,-0.084950023,7.563774642,44.835477945
385.370000000,38537,89.997547754,9198,13,178.113664657,0.172633377,7.708564918,44.980267968
385.370000000,38537,89.997547754,9199,13,178.113664409,0.420139074,7.843938614,45.115641417
385.370000000,38537,89.997547754,9200,13,178.113664166,0.657219989,7.970007642,45.241710201
385.370000000,38537,89.997547754,9201,13,178.113663927,0.883487512,8.086872479,45.358574799
385.370000000,38537,89.997547754,9202,13,178.113663693,1.098512942,8.194623071,45.466325157
385.370000000,38537,89.997547754,9203,13,178.113663464,1.301829453,8.293339612,45.565041469
385.370000000,38537,89.997547754,9204,13,178.113663240,1.492934710,8.383093233,45.654794867
385.370000000,38537,89.997547754,9205,13,178.113663020,1.671294287,8.463946600,45.735648014
385.370000000,38537,89.997547754,9206,13,178.113662806,1.836346002,8.535954423,45.807655623
385.370000000,38537,89.997547754,9207,13,178.113662597,1.987505294,8.599163906,45.870864896
385.370000000,38537,89.997547754,9208,13,178.113662393,2.124171726,8.653615111,45.925315898
385.370000000,38537,89.997547754,9209,13,178.113662194,2.245736645,8.699341276,45.971041864
385.370000000,38537,89.997547754,9210,13,178.113662001,2.351591990,8.736369062,46.008069456
385.370000000,38537,89.997547754,9211,13,178.113661813,2.441140156,8.764718754,46.036418961
385.370000000,38537,89.997547754,9212,13,178.113661631,2.513804745,8.784404411,46.056104435
385.370000000,38537,89.997547754,9213,13,178.113661454,2.569041955,8.795433960,46.067133807
385.370000000,38537,89.997547754,9214,13,178.113661283,2.606352247,8.797809257,46.069508933
385.370000000,38537,89.997547754,9215,13,178.113661117,2.625291892,8.791526099,46.063225610
385.370000000,38537,89.997547754,9216,13,178.113660957,2.625483912,8.776574189,46.048273540
385.370000000,38537,89.997547754,9217,13,178.113660803,2.606627914,8.752937072,46.024636269
385.370000000,38537,89.997547754,9218,13,178.113660655,2.568508319,8.720592021,45.992291070
385.370000000,38537,89.997547754,9219,13,178.113660513,2.511000544,8.679509892,45.951208798
385.370000000,38537,89.997547754,9220,13,178.113660377,2.434074771,8.629654933,45.901353703
385.370000000,38537,89.997547754,9221,13,178.113660246,2.337797051,8.570984560,45.842683199
385.370000000,38537,89.997547754,9222,13,178.113660122,2.222327660,8.503449088,45.775147603
385.370000000,38537,89.997547754,9223,13,178.113660004,2.087916744,8.426991425,45.698689822
385.370000000,38537,89.997547754,9224,13,178.113659892,1.934897460,8.341546718,45.613245003
385.370000000,38537,89.997547754,9225,13,178.113659786,1.763676954,8.247041960,45.518740140
385.370000000,38537,89.997547754,9226,13,178.113659686,1.574725584,8.143395546,45.415093625
385.370000000,38537,89.997547754,9227,13,178.113659593,1.368564912,8.030516774,45.302214760
385.370000000,38537,89.997547754,9228,13,178.113659506,1.145754949,7.908305302,45.180003201
385.370000000,38537,89.997547754,9229,13,178.113659425,0.906881173,7.776650532,45.048348351
385.370000000,38537,89.997547754,9230,13,178.113659351,0.652541760,7.635430940,44.907128684
385.370000000,38537,89.997547754,9231,13,178.113659283,0.383335402,7.484513318,44.756210995
385.370000000,38537,89.997547754,9232,13,178.113659221,0.099850011,7.323751955,44.595449570
385.370000000,38537,89.997547754,9233,13,178.113659166,-0.197347494,7.152987706,44.424685265
385.370000000,38537,89.997547754,9234,13,178.113659117,-0.507720211,6.972046974,44.243744485
385.370000000,38537,89.997547754,9235,13,178.113659075,-0.830769047,6.780740569,44.052438037
385.370000000,38537,89.997547754,9236,13,178.113659039,-1.166039325,6.578862434,43.850559866
385.370000000,38537,89.997547754,9237,13,178.113659010,-1.513126282,6.366188227,43.637885630
385.370000000,38537,89.997547754,9238,13,178.113658987,-1.871679602,6.142473721,43.414171102
385.370000000,38537,89.997547754,9239,13,178.113658971,-2.241407119,5.907453012,43.179150377
385.370000000,38537,89.997547754,9240,13,178.113658961,-2.622077881,5.660836490,42.932533844
385.370000000,38537,89.997547754,9241,14,178.114041410,-2.879509743,5.473805699,42.745885503
385.370000000,38537,89.997547754,9242,14,178.114041413,-2.483760212,5.732389409,43.004469215
385.370000000,38537,89.997547754,9243,14,178.114041422,-2.098423661,5.979197456,43.251277272
385.370000000,38537,89.997547754,9244,14,178.114041439,-1.723653167,6.214548375,43.486628207
385.370000000,38537,89.997547754,9245,14,178.114041461,-1.359667696,6.438734473,43.710814328
385.370000000,38537,89.997547754,9246,14,178.114041490,-1.006750053,6.652024163,43.924104046
385.370000000,38537,89.997547754,9247,14,178.114041525,-0.665244413,6.854664021,44.126743939
385.370000000,38537,89.997547754,9248,14,178.114041566,-0.335553257,7.046880614,44.318960574
385.370000000,38537,89.997547754,9249,14,178.114041614,-0.018133506,7.228882119,44.500962127
385.370000000,38537,89.997547754,9250,14,178.114041668,0.286508316,7.400859768,44.672939830
385.370000000,38537,89.997547754,9251,14,178.114041729,0.577822063,7.562989138,44.835069260
385.370000000,38537,89.997547754,9252,14,178.114041796,0.855221221,7.715431312,44.987511502
385.370000000,38537,89.997547754,9253,14,178.114041869,1.118091505,7.858333919,45.130414181
385.370000000,38537,89.997547754,9254,14,178.114041948,1.365800841,7.991832067,45.263912408
385.370000000,38537,89.997547754,9255,14,178.114042034,1.597710649,8.116049193,45.388129620
385.370000000,38537,89.997547754,9256,14,178.114042125,1.813188287,8.231097824,45.503178343
385.370000000,38537,89.997547754,9257,14,178.114042223,2.011620391,8.337080265,45.609160882
385.370000000,38537,89.997547754,9258,14,178.114042327,2.192426755,8.434089228,45.706169948
385.370000000,38537,89.997547754,9259,14,178.114042437,2.355074301,8.522208389,45.794289219
385.370000000,38537,89.997547754,9260,14,178.114042553,2.499090604,8.601512902,45.873593849
385.370000000,38537,89.997547754,9261,14,178.114042676,2.624076404,8.672069857,45.944150926
385.370000000,38537,89.997547754,9262,14,178.114042804,2.729716536,8.733938688,46.006019885
385.370000000,38537,89.997547754,9263,14,178.114042938,2.815788737,8.787171545,46.059252876
385.370000000,38537,89.997547754,9264,14,178.114043078,2.882169892,8.831813614,46.103895085
385.370000000,38537,89.997547754,9265,14,178.114043223,2.928839411,8.867903412,46.139985028
385.370000000,38537,89.997547754,9266,14,178.114043375,2.955879566,8.895473022,46.167554790
385.370000000,38537,89.997547754,9267,14,178.114043532,2.963472828,8.914548316,46.186630241
385.370000000,38537,89.997547754,9268,14,178.114043695,2.951896388,8.925149117,46.197231206
385.370000000,38537,89.997547754,9269,14,178.114043863,2.921514198,8.927289345,46.199371602
385.370000000,38537,89.997547754,9270,14,178.114044037,2.872767012,8.920977109,46.193059540
385.370000000,38537,89.997547754,9271,14,178.114044217,2.806160953,8.906214774,46.178297384
385.370000000,38537,89.997547754,9272,14,178.114044402,2.722255172,8.882998981,46.155081776
385.370000000,38537,89.997547754,9273,14,178.114044592,2.621649169,8.851320636,46.123403621
385.370000000,38537,89.997547754,9274,14,178.114044787,2.504970253,8.811164853,46.083248034
385.370000000,38537,89.997547754,9275,14,178.114044988,2.372861583,8.762510851,46.034594233
385.370000000,38537,89.997547754,9276,14,178.114045194,2.225971109,8.705331815,45.977415402
385.370000000,38537,89.997547754,9277,14,178.114045405,2.064941641,8.639594699,45.911678498
385.370000000,38537,89.997547754,9278,14,178.114045621,1.890402182,8.565259987,45.837344002
385.370000000,38537,89.997547754,9279,14,178.114045842,1.702960568,8.482281392,45.754365627
385.370000000,38537,89.997547754,9280,14,178.114046068,1.503197382,8.390605499,45.662689960
385.370000000,38537,89.997547754,9281,14,178.114046298,1.291661087,8.290171342,45.562256034
385.370000000,38537,89.997547754,9282,14,178.114046534,1.068864225,8.180909917,45.452994844
385.370000000,38537,89.997547754,9283,14,178.114046774,0.835280573,8.062743604,45.334828771
385.370000000,38537,89.997547754,9284,14,178.114047018,0.591343081,7.935585523,45.207670934
385.370000000,38537,89.997547754,9285,14,178.114047267,0.337442454,7.799338780,45.071424441
385.370000000,38537,89.997547754,9286,14,178.114047520,0.073926212,7.653895623,44.925981536
385.370000000,38537,89.997547754,9287,14,178.114047777,-0.198901889,7.499136467,44.771222638
385.370000000,38537,89.997547754,9288,14,178.114048039,-0.480782221,7.334928805,44.607015238
385.370000000,38537,89.997547754,9289,14,178.114048305,-0.771499532,7.161125964,44.433212662
385.370000000,38537,89.997547754,9290,14,178.114048575,-1.070883178,6.977565695,44.249652663
385.370000000,38537,89.997547754,9291,14,178.114048848,-1.378807440,6.784068582,44.056155824
385.370000000,38537,89.997547754,9292,14,178.114049126,-1.695191980,6.580436232,43.852523751
385.370000000,38537,89.997547754,9293,14,178.114049407,-2.020002535,6.366449222,43.638537022
385.370000000,38537,89.997547754,9294,14,178.114049691,-2.353251892,6.141864765,43.413952850
385.370000000,38537,89.997547754,9295,14,178.114049980,-2.695001231,5.906414047,43.178502420
385.370000000,38537,89.997547754,9296,14,178.114050271,-3.045361883,5.659799187,42.931887852
385.370000000,38537,89.997547754,9297,10,178.114050566,-2.999740312,5.675459701,42.947548661
385.370000000,38537,89.997547754,9298,10,178.114050864,-2.626325515,5.906677918,43.178767176
385.370000000,38537,89.997547754,9299,10,178.114051166,-2.257137317,6.128832791,43.400922350
385.370000000,38537,89.997547754,9300,10,178.114051470,-1.892255101,6.341999103,43.614088966
385.370000000,38537,89.997547754,9301,10,178.114051777,-1.531799195,6.546248093,43.818338263
385.370000000,38537,89.997547754,9302,10,178.114052087,-1.175936885,6.741647641,44.013738121
385.370000000,38537,89.997547754,9303,10,178.114052400,-0.824889206,6.928262425,44.200353218
385.370000000,38537,89.997547754,9304,10,178.114052715,-0.478938492,7.106154053,44.378245161
385.370000000,38537,89.997547754,9305,10,178.114053032,-0.138436661,7.275381164,44.547472589
385.370000000,38537,89.997547754,9306,10,178.114053352,0.196185874,7.435999515,44.708091261
385.370000000,38537,89.997547754,9307,10,178.114053674,0.524410826,7.588062048,44.860154116
385.370000000,38537,89.997547754,9308,10,178.114053999,0.845622449,7.731618940,45.003711332
385.370000000,38537,89.997547754,9309,10,178.114054325,1.159098121,7.866717641,45.138810359
385.370000000,38537,89.997547754,9310,10,178.114054653,1.463999624,7.993402903,45.265495949
385.370000000,38537,89.997547754,9311,10,178.114054983,1.759365826,8.111716799,45.383810175
385.370000000,38537,89.997547754,9312,10,178.114055315,2.044107629,8.221698731,45.493792439
385.370000000,38537,89.997547754,9313,10,178.114055648,2.317006283,8.323385436,45.595479477
385.370000000,38537,89.997547754,9314,10,178.114055982,2.576716282,8.416810985,45.688905361
385.370000000,38537,89.997547754,9315,10,178.114056318,2.821774193,8.502006779,45.774101490
385.370000000,38537,89.997547754,9316,10,178.114056655,3.050614731,8.579001539,45.851096588
385.370000000,38537,89.997547754,9317,10,178.114056993,3.261595222,8.647821299,45.919916686
385.370000000,38537,89.997547754,9318,10,178.114057333,3.453029185,8.708489395,45.980585121
385.370000000,38537,89.997547754,9319,10,178.114057672,3.623229080,8.761026450,46.033122516
385.370000000,38537,89.997547754,9320,10,178.114058013,3.770557358,8.805450368,46.077546774
385.370000000,38537,89.997547754,9321,10,178.114058354,3.893483821,8.841776317,46.113873065
385.370000000,38537,89.997547754,9322,10,178.114058696,3.990646116,8.870016724,46.142113814
385.370000000,38537,89.997547754,9323,10,178.114059038,4.060909154,8.890181264,46.162278696
385.370000000,38537,89.997547754,9324,10,178.114059380,4.103418593,8.902276854,46.174374627
385.370000000,38537,89.997547754,9325,10,178.114059723,4.117643470,8.906307644,46.178405760
385.370000000,38537,89.997547754,9326,10,178.114060065,4.103403717,8.902275021,46.174373479
385.370000000,38537,89.997547754,9327,10,178.114060408,4.060879669,8.890177600,46.162276401
385.370000000,38537,89.997547754,9328,10,178.114060750,3.990602541,8.870011232,46.142110375
385.370000000,38537,89.997547754,9329,10,178.114061091,3.893426901,8.841769001,46.113868486
385.370000000,38537,89.997547754,9330,10,178.114061433,3.770488028,8.805441236,46.077541062
385.370000000,38537,89.997547754,9331,10,178.114061773,3.623148422,8.761015510,46.033115677
385.370000000,38537,89.997547754,9332,10,178.114062113,3.452938382,8.708476656,45.980577163
385.370000000,38537,89.997547754,9333,10,178.114062452,3.261495515,8.647806774,45.919907620
385.370000000,38537,89.997547754,9334,10,178.114062790,3.050507377,8.578985240,45.851086424
385.370000000,38537,89.997547754,9335,10,178.114063128,2.821660432,8.501988721,45.774090242
385.370000000,38537,89.997547754,9336,10,178.114063463,2.576597304,8.416791186,45.688893043
385.370000000,38537,89.997547754,9337,10,178.114063798,2.316883211,8.323363913,45.595466105
385.370000000,38537,89.997547754,9338,10,178.114064131,2.043981502,8.221675505,45.493778030
385.370000000,38537,89.997547754,9339,10,178.114064463,1.759237592,8.111691892,45.383794748
385.370000000,38537,89.997547754,9340,10,178.114064793,1.463870132,7.993376338,45.265479524
385.370000000,38537,89.997547754,9341,10,178.114065121,1.158968123,7.866689444,45.138792958
385.370000000,38537,89.997547754,9342,10,178.114065447,0.845492604,7.731589138,45.003692979
385.370000000,38537,89.997547754,9343,10,178.114065771,0.524281702,7.588030671,44.860134836
385.370000000,38537,89.997547754,9344,10,178.114066094,0.196057956,7.435966592,44.708071079
385.370000000,38537,89.997547754,9345,10,178.114066413,-0.138562965,7.275346728,44.547451535
385.370000000,38537,89.997547754,9346,10,178.114066731,-0.479062842,7.106118139,44.378223263
385.370000000,38537,89.997547754,9347,10,178.114067046,-0.825011325,6.928225069,44.200330508
385.370000000,38537,89.997547754,9348,10,178.114067359,-1.176056552,6.741608880,44.013714632
385.370000000,38537,89.997547754,9349,10,178.114067669,-1.531916235,6.546207969,43.818314031
385.370000000,38537,89.997547754,9350,10,178.114067976,-1.892369385,6.341957656,43.614064025
385.370000000,38537,89.997547754,9351,10,178.114068280,-2.257248750,6.128790064,43.400896738
385.370000000,38537,89.997547754,9352,10,178.114068581,-2.626434034,5.906633957,43.178740932
385.370000000,38537,89.997547754,9353,10,178.114068880,-2.999845882,5.675414554,42.947521827
385.370000000,38537,89.997547754,9354,5,178.114069174,-3.045279625,5.659878192,42.931985760
385.370000000,38537,89.997547754,9355,5,178.114069466,-2.694921850,5.906488437,43.178596297
385.370000000,38537,89.997547754,9356,5,178.114069754,-2.353175099,6.141934744,43.414042892
385.370000000,38537,89.997547754,9357,5,178.114070039,-2.019928062,6.366514981,43.638623413
385.370000000,38537,89.997547754,9358,5,178.114070320,-1.695119581,6.580497951,43.852606665
385.370000000,38537,89.997547754,9359,5,178.114070598,-1.378736890,6.784126433,44.056235424
385.370000000,38537,89.997547754,9360,5,178.114070871,-1.070814275,6.977619841,44.249729106
385.370000000,38537,89.997547754,9361,5,178.114071141,-0.771432093,7.161176561,44.433286096
385.370000000,38537,89.997547754,9362,5,178.114071407,-0.480716088,7.334976004,44.607085804
385.370000000,38537,89.997547754,9363,5,178.114071668,-0.198836927,7.499180411,44.771290473
385.370000000,38537,89.997547754,9364,5,178.114071926,0.073990115,7.653936453,44.926046772
385.370000000,38537,89.997547754,9365,5,178.114072179,0.337505385,7.799376631,45.071487204
385.370000000,38537,89.997547754,9366,5,178.114072428,0.591405100,7.935620526,45.207731347
385.370000000,38537,89.997547754,9367,5,178.114072672,0.835341714,8.062775887,45.334886953
385.370000000,38537,89.997547754,9368,5,178.114072912,1.068924496,8.180939606,45.453050912
385.370000000,38537,89.997547754,9369,5,178.114073147,1.291720466,8.290198561,45.562310102
385.370000000,38537,89.997547754,9370,5,178.114073378,1.503255819,8.390630368,45.662742139
385.370000000,38537,89.997547754,9371,5,178.114073604,1.703017985,8.482304031,45.754416028
385.370000000,38537,89.997547754,9372,5,178.114073825,1.890458474,8.565280514,45.837392732
385.370000000,38537,89.997547754,9373,5,178.114074041,2.064996675,8.639613229,45.911725664
385.370000000,38537,89.997547754,9374,5,178.114074252,2.226024728,8.705348465,45.977461110
385.370000000,38537,89.997547754,9375,5,178.114074458,2.372913608,8.762525736,46.034638587
385.370000000,38537,89.997547754,9376,5,178.114074658,2.505020485,8.811178086,46.083291138
385.370000000,38537,89.997547754,9377,5,178.114074854,2.621697396,8.851332332,46.123445579
385.370000000,38537,89.997547754,9378,5,178.114075044,2.722301171,8.883009253,46.155122690
385.370000000,38537,89.997547754,9379,5,178.114075229,2.806204498,8.906223736,46.178337358
385.370000000,38537,89.997547754,9380,5,178.114075409,2.872807882,8.920984876,46.193098678
