time_s,cell_idx,elevation_deg,path_loss_dB,beam_gain_dB,snr_dB,sinr_dB
1330.000000,0,5.5380,190.1213,47.6822,-1.5972,-10.8346
1330.000000,1,5.5380,190.1419,47.6296,-1.6703,-11.5829
1330.000000,2,5.5380,190.1638,47.6168,-1.7050,-11.6503
1330.000000,3,5.5380,190.1870,47.6817,-1.6633,-11.0076
1330.000000,4,5.5380,190.2114,47.7027,-1.6667,-9.7784
1330.000000,5,5.5380,190.2265,47.6140,-1.7706,-10.7211
1330.000000,6,5.5380,190.2466,47.6402,-1.7644,-11.4981
1330.000000,7,5.5380,190.2680,47.6892,-1.7368,-11.6273
1330.000000,8,5.5380,190.2906,47.6788,-1.7698,-11.2093
1330.000000,9,5.5380,190.3144,47.7007,-1.7718,-10.1439
1330.000000,10,5.5380,190.3305,47.6373,-1.8513,-10.4904
1330.000000,11,5.5380,190.3501,47.6675,-1.8407,-11.3717
1330.000000,12,5.5380,190.3710,47.7125,-1.8166,-11.6264
1330.000000,13,5.5380,190.3930,47.6667,-1.8843,-11.3829
1330.000000,14,5.5380,190.4163,47.6412,-1.9332,-10.5246
1330.000000,15,5.5380,190.4333,47.6919,-1.8995,-10.2090
1330.000000,16,5.5380,190.4525,47.6736,-1.9369,-11.2460
1330.000000,17,5.5380,190.4728,47.6902,-1.9406,-11.6463
1330.000000,18,5.5380,190.4944,47.6381,-2.0143,-11.5390
1330.000000,19,5.5380,190.5171,47.6376,-2.0376,-10.8002
1330.000000,20,5.5380,190.5350,47.7109,-1.9822,-9.9515
1330.000000,21,5.5380,190.5537,47.6834,-2.0284,-11.0963
1330.000000,22,5.5380,190.5736,47.6255,-2.1061,-11.6858
1330.000000,23,5.5380,190.5947,47.6354,-2.1172,-11.6349
1330.000000,24,5.5380,190.6168,47.6992,-2.0756,-10.9651
1331.000000,0,5.6143,190.0955,47.6824,-1.5712,-10.8240
1331.000000,1,5.6143,190.1162,47.6300,-1.6442,-11.5735
1331.000000,2,5.6143,190.1383,47.6157,-1.6806,-11.6420
1331.000000,3,5.6143,190.1615,47.6812,-1.6384,-10.9962
1331.000000,4,5.6143,190.1861,47.7026,-1.6415,-9.7619
1331.000000,5,5.6143,190.2010,47.6138,-1.7452,-10.7099
1331.000000,6,5.6143,190.2212,47.6396,-1.7396,-11.4895
1331.000000,7,5.6143,190.2427,47.6889,-1.7119,-11.6185
1331.000000,8,5.6143,190.2654,47.6786,-1.7449,-11.1988
