time_s,cell_idx,elevation_deg,path_loss_dB,beam_gain_dB,snr_dB,sinr_dB
170.000000,0,5.6844,193.4309,47.6947,-4.8942,-10.6002
170.000000,1,5.6844,193.4676,47.6761,-4.9496,-11.5761
170.000000,2,5.6844,193.5095,47.6540,-5.0135,-12.0384
170.000000,3,5.6844,193.5569,47.5031,-5.2118,-12.1195
170.000000,4,5.6844,193.6098,47.6466,-5.1213,-11.3816
170.000000,5,5.6844,193.1663,47.6568,-4.6675,-10.7388
170.000000,6,5.6844,193.2014,47.6761,-4.6833,-11.6222
170.000000,7,5.6844,193.2413,47.6975,-4.7018,-11.9644
170.000000,8,5.6844,193.2863,47.5957,-4.8486,-11.9012
170.000000,9,5.6844,193.3364,47.5585,-4.9360,-11.2466
170.000000,10,5.6844,192.9179,47.5957,-4.4802,-10.9065
170.000000,11,5.6844,192.9516,47.6505,-4.4591,-11.6925
170.000000,12,5.6844,192.9900,47.7125,-4.4355,-11.9113
170.000000,13,5.6844,193.0330,47.6563,-4.5347,-11.7010
170.000000,14,5.6844,193.0808,47.5903,-4.6486,-10.9613
170.000000,15,5.6844,192.6830,47.5360,-4.3050,-11.0735
170.000000,16,5.6844,192.7157,47.5973,-4.2764,-11.7862
170.000000,17,5.6844,192.7527,47.6968,-4.2139,-11.8786
170.000000,18,5.6844,192.7941,47.6828,-4.2694,-11.5186
170.000000,19,5.6844,192.8400,47.6686,-4.3294,-10.6002
170.000000,20,5.6844,192.4594,47.6171,-4.0003,-11.0868
170.000000,21,5.6844,192.4913,47.5141,-4.1352,-11.9032
170.000000,22,5.6844,192.5272,47.6481,-4.0372,-11.8664
170.000000,23,5.6844,192.5673,47.6727,-4.0527,-11.3541
170.000000,24,5.6844,192.6117,47.7070,-4.0628,-10.2539
171.000000,0,5.7618,193.3659,47.6948,-4.8291,-10.5718
171.000000,1,5.7618,193.4021,47.6754,-4.8847,-11.5540
171.000000,2,5.7618,193.4436,47.6532,-4.9483,-12.0190
171.000000,3,5.7618,193.4903,47.5014,-5.1469,-12.1010
171.000000,4,5.7618,193.5426,47.6467,-5.0539,-11.3583
171.000000,5,5.7618,193.1051,47.6566,-4.6064,-10.7139
171.000000,6,5.7618,193.1398,47.6758,-4.6220,-11.6021
171.000000,7,5.7618,193.1793,47.6973,-4.6400,-11.9461
171.000000,8,5.7618,193.2238,47.5949,-4.7869,-11.8827
171.000000,9,5.7618,193.2733,47.5579,-4.8734,-11.2244
171.000000,10,5.7618,192.8598,47.5950,-4.4229,-10.8848
171.000000,11,5.7618,192.8933,47.6502,-4.4012,-11.6743
171.000000,12,5.7618,192.9313,47.7125,-4.3768,-11.8939
171.000000,13,5.7618,192.9739,47.6560,-4.4759,-11.6825
171.000000,14,5.7618,193.0212,47.5895,-4.5898,-10.9391
171.000000,15,5.7618,192.6275,47.5353,-4.2503,-11.0540
171.000000,16,5.7618,192.6600,47.5965,-4.2216,-11.7699
171.000000,17,5.7618,192.6968,47.6966,-4.1582,-11.8622
171.000000,18,5.7618,192.7378,47.6825,-4.2134,-11.5002
171.000000,19,5.7618,192.7834,47.6686,-4.2728,-10.5765
171.000000,20,5.7618,192.4062,47.6170,-3.9473,-11.0684
171.000000,21,5.7618,192.4379,47.5125,-4.0835,-11.8889
171.000000,22,5.7618,192.4736,47.6472,-3.9845,-11.8511
171.000000,23,5.7618,192.5135,47.6719,-3.9996,-11.3358
171.000000,24,5.7618,192.5576,47.7071,-4.0085,-10.2288
172.000000,0,5.8394,193.3018,47.6950,-4.7649,-10.5438
172.000000,1,5.8394,193.3377,47.6748,-4.8209,-11.5323
172.000000,2,5.8394,193.3786,47.6525,-4.8842,-11.9999
172.000000,3,5.8394,193.4248,47.4997,-5.0831,-12.0828
172.000000,4,5.8394,193.4763,47.6468,-4.9876,-11.3354
172.000000,5,5.8394,193.0446,47.6565,-4.5462,-10.6891
172.000000,6,5.8394,193.0790,47.6755,-4.5616,-11.5823
172.000000,7,5.8394,193.1182,47.6971,-4.5791,-11.9279
172.000000,8,5.8394,193.1621,47.5941,-4.7261,-11.8645
172.000000,9,5.8394,193.2111,47.5574,-4.8118,-11.2025
172.000000,10,5.8394,192.8024,47.5942,-4.3662,-10.8634
172.000000,11,5.8394,192.8356,47.6498,-4.3439,-11.6563
172.000000,12,5.8394,192.8733,47.7125,-4.3189,-11.8766
172.000000,13,5.8394,192.9155,47.6557,-4.4179,-11.6642
172.000000,14,5.8394,192.9624,47.5887,-4.5317,-10.9172
172.000000,15,5.8394,192.5727,47.5345,-4.1962,-11.0347
172.000000,16,5.8394,192.6050,47.5957,-4.1673,-11.7538
172.000000,17,5.8394,192.6415,47.6963,-4.1032,-11.8459
172.000000,18,5.8394,192.6822,47.6822,-4.1581,-11.4819
172.000000,19,5.8394,192.7274,47.6685,-4.2169,-10.5530
172.000000,20,5.8394,192.3536,47.6169,-3.8947,-11.0502
172.000000,21,5.8394,192.3851,47.5108,-4.0323,-11.8748
172.000000,22,5.8394,192.4206,47.6463,-3.9324,-11.8358
172.000000,23,5.8394,192.4602,47.6711,-3.9471,-11.3176
172.000000,24,5.8394,192.5039,47.7072,-3.9547,-10.2038
173.000000,0,5.9173,193.2386,47.6951,-4.7016,-10.5160
173.000000,1,5.9173,193.2741,47.6742,-4.7580,-11.5107
173.000000,2,5.9173,193.3146,47.6517,-4.8210,-11.9810
173.000000,3,5.9173,193.3602,47.4980,-5.0203,-12.0649
173.000000,4,5.9173,193.4112,47.6469,-4.9223,-11.3128
173.000000,5,5.9173,192.9849,47.6563,-4.4867,-10.6647
173.000000,6,5.9173,193.0191,47.6751,-4.5020,-11.5626
173.000000,7,5.9173,193.0578,47.6969,-4.5190,-11.9099
173.000000,8,5.9173,193.1013,47.5933,-4.6661,-11.8464
173.000000,9,5.9173,193.1498,47.5568,-4.7510,-11.1808
173.000000,10,5.9173,192.7457,47.5934,-4.3103,-10.8421
173.000000,11,5.9173,192.7787,47.6494,-4.2873,-11.6385
173.000000,12,5.9173,192.8160,47.7125,-4.2616,-11.8595
173.000000,13,5.9173,192.8578,47.6553,-4.3605,-11.6461
173.000000,14,5.9173,192.9043,47.5879,-4.4744,-10.8955
173.000000,15,5.9173,192.5185,47.5338,-4.1427,-11.0155
173.000000,16,5.9173,192.5505,47.5949,-4.1137,-11.7378
173.000000,17,5.9173,192.5868,47.6961,-4.0487,-11.8297
173.000000,18,5.9173,192.6272,47.6819,-4.1034,-11.4637
173.000000,19,5.9173,192.6720,47.6685,-4.1615,-10.5297
173.000000,20,5.9173,192.3014,47.6169,-3.8426,-11.0321
173.000000,21,5.9173,192.3328,47.5092,-3.9816,-11.8608
173.000000,22,5.9173,192.3681,47.6454,-3.8807,-11.8207
173.000000,23,5.9173,192.4074,47.6703,-3.8951,-11.2996
173.000000,24,5.9173,192.4508,47.7074,-3.9015,-10.1790
174.000000,0,5.9954,193.1764,47.6952,-4.6392,-10.4885
174.000000,1,5.9954,193.2115,47.6735,-4.6960,-11.4895
174.000000,2,5.9954,193.2516,47.6508,-4.7588,-11.9624
174.000000,3,5.9954,193.2966,47.4962,-4.9585,-12.0473
174.000000,4,5.9954,193.3469,47.6470,-4.8580,-11.2904
174.000000,5,5.9954,192.9260,47.6562,-4.4279,-10.6404
174.000000,6,5.9954,192.9599,47.6748,-4.4431,-11.5431
174.000000,7,5.9954,192.9983,47.6967,-4.4596,-11.8920
174.000000,8,5.9954,193.0414,47.5925,-4.6069,-11.8286
174.000000,9,5.9954,193.0893,47.5563,-4.6911,-11.1594
174.000000,10,5.9954,192.6896,47.5927,-4.2549,-10.8210
174.000000,11,5.9954,192.7223,47.6490,-4.2313,-11.6207
174.000000,12,5.9954,192.7594,47.7125,-4.2050,-11.8425
174.000000,13,5.9954,192.8009,47.6550,-4.3039,-11.6281
174.000000,14,5.9954,192.8469,47.5871,-4.4178,-10.8740
174.000000,15,5.9954,192.4647,47.5330,-4.0898,-10.9965
174.000000,16,5.9954,192.4966,47.5941,-4.0606,-11.7219
174.000000,17,5.9954,192.5326,47.6959,-3.9948,-11.8136
174.000000,18,5.9954,192.5728,47.6816,-4.0493,-11.4456
174.000000,19,5.9954,192.6172,47.6684,-4.1068,-10.5066
174.000000,20,5.9954,192.2497,47.6168,-3.7910,-11.0140
174.000000,21,5.9954,192.2809,47.5075,-3.9314,-11.8468
174.000000,22,5.9954,192.3160,47.6445,-3.8296,-11.8057
174.000000,23,5.9954,192.3551,47.6695,-3.8437,-11.2816
174.000000,24,5.9954,192.3983,47.7075,-3.8488,-10.1542
175.000000,0,6.0738,193.1149,47.6953,-4.5777,-10.4613
175.000000,1,6.0738,193.1498,47.6728,-4.6350,-11.4685
175.000000,2,6.0738,193.1894,47.6500,-4.6974,-11.9439
175.000000,3,6.0738,193.2340,47.4944,-4.8976,-12.0299
175.000000,4,6.0738,193.2837,47.6471,-4.7947,-11.2684
175.000000,5,6.0738,192.8679,47.6560,-4.3699,-10.6163
175.000000,6,6.0738,192.9014,47.6744,-4.3850,-11.5238
175.000000,7,6.0738,192.9395,47.6965,-4.4010,-11.8744
175.000000,8,6.0738,192.9822,47.5916,-4.5486,-11.8109
175.000000,9,6.0738,193.0296,47.5557,-4.6319,-11.1383
