time_s,cell_idx,elevation_deg,path_loss_dB,beam_gain_dB,snr_dB,sinr_dB
2950.000000,0,5.0084,190.2561,47.6473,-1.7668,-11.7247
2950.000000,1,5.0084,190.3105,47.6915,-1.7771,-11.8315
2950.000000,2,5.0084,190.3657,47.6594,-1.8643,-11.5108
2950.000000,3,5.0084,190.4214,47.7109,-1.8686,-10.6028
2950.000000,4,5.0084,190.4777,47.6160,-2.0197,-9.3634
2950.000000,5,5.0084,190.3469,47.7038,-1.8011,-11.3420
2950.000000,6,5.0084,190.4002,47.6523,-1.9060,-11.8569
2950.000000,7,5.0084,190.4542,47.6756,-1.9366,-11.7864
2950.000000,8,5.0084,190.5088,47.6891,-1.9777,-11.2387
2950.000000,9,5.0084,190.5639,47.6551,-2.0669,-10.2631
2950.000000,10,5.0084,190.4371,47.6788,-1.9164,-10.8738
2950.000000,11,5.0084,190.4893,47.6461,-2.0013,-11.6660
2950.000000,12,5.0084,190.5422,47.7125,-1.9878,-11.8465
2950.000000,13,5.0084,190.5957,47.6467,-2.1070,-11.6861
2950.000000,14,5.0084,190.6497,47.6804,-2.1274,-10.9511
2950.000000,15,5.0084,190.5268,47.6683,-2.0165,-10.2269
2950.000000,16,5.0084,190.5779,47.6903,-2.0457,-11.2507
2950.000000,17,5.0084,190.6297,47.6729,-2.1148,-11.8080
2950.000000,18,5.0084,190.6821,47.6561,-2.1840,-11.8850
2950.000000,19,5.0084,190.9151,47.7004,-2.3727,-11.4573
2950.000000,20,5.0084,190.6158,47.6249,-2.1490,-9.4644
2950.000000,21,5.0084,190.6659,47.7071,-2.1168,-10.7036
2950.000000,22,5.0084,190.8966,47.6448,-2.4099,-11.6105
2950.000000,23,5.0084,190.9480,47.6936,-2.4124,-11.8949
2950.000000,24,5.0084,190.9999,47.6494,-2.5086,-11.8236
2951.000000,0,5.0763,190.2329,47.6478,-1.7431,-11.7189
2951.000000,1,5.0763,190.2876,47.6906,-1.7550,-11.8254
2951.000000,2,5.0763,190.3430,47.6596,-1.8415,-11.5010
2951.000000,3,5.0763,190.3990,47.7108,-1.8462,-10.5893
2951.000000,4,5.0763,190.4556,47.6146,-1.9990,-9.3465
2951.000000,5,5.0763,190.3239,47.7037,-1.7782,-11.3360
2951.000000,6,5.0763,190.3775,47.6526,-1.8829,-11.8505
2951.000000,7,5.0763,190.4317,47.6760,-1.9138,-11.7789
2951.000000,8,5.0763,190.4866,47.6888,-1.9558,-11.2298
2951.000000,9,5.0763,190.5420,47.6543,-2.0458,-10.2517
2951.000000,10,5.0763,190.4143,47.6787,-1.8936,-10.8651
2951.000000,11,5.0763,190.4668,47.6457,-1.9791,-11.6595
2951.000000,12,5.0763,190.5199,47.7125,-1.9655,-11.8401
2951.000000,13,5.0763,190.5736,47.6463,-2.0854,-11.6798
2951.000000,14,5.0763,190.6280,47.6804,-2.1056,-10.9428
2951.000000,15,5.0763,190.5041,47.6676,-1.9945,-10.2148
2951.000000,16,5.0763,190.5555,47.6900,-2.0236,-11.2417
2951.000000,17,5.0763,190.6075,47.6733,-2.0923,-11.8004
2951.000000,18,5.0763,190.6602,47.6564,-2.1618,-11.8785
2951.000000,19,5.0763,190.8934,47.7002,-2.3512,-11.4514
2951.000000,20,5.0763,190.5933,47.6238,-2.1276,-9.4473
2951.000000,21,5.0763,190.6437,47.7075,-2.0942,-10.6900
2951.000000,22,5.0763,190.6946,47.6449,-2.2077,-11.5796
2951.000000,23,5.0763,190.9262,47.6929,-2.3914,-11.8886
2951.000000,24,5.0763,190.9784,47.6496,-2.4868,-11.8178
2952.000000,0,5.1442,190.2097,47.6483,-1.7194,-11.7130
2952.000000,1,5.1442,190.2647,47.6898,-1.7329,-11.8193
2952.000000,2,5.1442,190.3204,47.6597,-1.8187,-11.4912
2952.000000,3,5.1442,190.3767,47.7108,-1.8239,-10.5758
2952.000000,4,5.1442,190.4335,47.6133,-1.9783,-9.3296
2952.000000,5,5.1442,190.3008,47.7036,-1.7553,-11.3299
2952.000000,6,5.1442,190.3547,47.6529,-1.8598,-11.8440
2952.000000,7,5.1442,190.4092,47.6763,-1.8910,-11.7713
2952.000000,8,5.1442,190.4643,47.6885,-1.9339,-11.2209
2952.000000,9,5.1442,190.5200,47.6535,-2.0246,-10.2403
2952.000000,10,5.1442,190.3914,47.6787,-1.8707,-10.8564
2952.000000,11,5.1442,190.4442,47.6452,-1.9570,-11.6530
2952.000000,12,5.1442,190.4975,47.7125,-1.9431,-11.8337
2952.000000,13,5.1442,190.5515,47.6459,-2.0637,-11.6734
2952.000000,14,5.1442,190.6061,47.6804,-2.0838,-10.9346
2952.000000,15,5.1442,190.4814,47.6670,-1.9724,-10.2028
2952.000000,16,5.1442,190.5330,47.6897,-2.0014,-11.2326
2952.000000,17,5.1442,190.5853,47.6737,-2.0697,-11.7928
2952.000000,18,5.1442,190.6382,47.6567,-2.1396,-11.8720
2952.000000,19,5.1442,190.6917,47.7000,-2.1498,-11.4239
2952.000000,20,5.1442,190.5708,47.6226,-2.1062,-9.4302
2952.000000,21,5.1442,190.6214,47.7078,-2.0716,-10.6764
2952.000000,22,5.1442,190.6726,47.6451,-2.1856,-11.5699
2952.000000,23,5.1442,190.9044,47.6921,-2.3703,-11.8823
2952.000000,24,5.1442,190.9569,47.6499,-2.4650,-11.8121
2953.000000,0,5.2124,190.1864,47.6488,-1.6956,-11.7072
2953.000000,1,5.2124,190.2417,47.6890,-1.7108,-11.8133
2953.000000,2,5.2124,190.2977,47.6598,-1.7959,-11.4813
2953.000000,3,5.2124,190.3542,47.7108,-1.8015,-10.5622
2953.000000,4,5.2124,190.4113,47.6119,-1.9575,-9.3126
2953.000000,5,5.2124,190.2777,47.7035,-1.7323,-11.3238
2953.000000,6,5.2124,190.3319,47.6532,-1.8367,-11.8375
2953.000000,7,5.2124,190.3867,47.6766,-1.8681,-11.7638
2953.000000,8,5.2124,190.4421,47.6882,-1.9119,-11.2120
2953.000000,9,5.2124,190.4980,47.6526,-2.0034,-10.2288
2953.000000,10,5.2124,190.3685,47.6787,-1.8478,-10.8477
2953.000000,11,5.2124,190.4215,47.6448,-1.9348,-11.6465
2953.000000,12,5.2124,190.4752,47.7125,-1.9207,-11.8273
2953.000000,13,5.2124,190.5294,47.6454,-2.0420,-11.6670
2953.000000,14,5.2124,190.5843,47.6804,-2.0619,-10.9263
2953.000000,15,5.2124,190.4586,47.6663,-1.9504,-10.1907
2953.000000,16,5.2124,190.5105,47.6894,-1.9792,-11.2236
2953.000000,17,5.2124,190.5631,47.6740,-2.0471,-11.7852
2953.000000,18,5.2124,190.6163,47.6570,-2.1173,-11.8655
2953.000000,19,5.2124,190.6700,47.6998,-2.1283,-11.4181
2953.000000,20,5.2124,190.5482,47.6215,-2.0848,-9.4131
2953.000000,21,5.2124,190.5990,47.7082,-2.0489,-10.6628
2953.000000,22,5.2124,190.6505,47.6452,-2.1633,-11.5602
2953.000000,23,5.2124,190.8826,47.6914,-2.3493,-11.8760
2953.000000,24,5.2124,190.9353,47.6501,-2.4432,-11.8063
2954.000000,0,5.2807,190.1631,47.6493,-1.6719,-11.7014
2954.000000,1,5.2807,190.2187,47.6881,-1.6887,-11.8072
2954.000000,2,5.2807,190.2749,47.6599,-1.7731,-11.4714
2954.000000,3,5.2807,190.3318,47.7107,-1.7791,-10.5486
2954.000000,4,5.2807,190.3892,47.6104,-1.9368,-9.2956
2954.000000,5,5.2807,190.2546,47.7034,-1.7093,-11.3178
2954.000000,6,5.2807,190.3090,47.6536,-1.8135,-11.8310
2954.000000,7,5.2807,190.3641,47.6770,-1.8452,-11.7562
2954.000000,8,5.2807,190.4197,47.6878,-1.8900,-11.2031
2954.000000,9,5.2807,190.4760,47.6518,-1.9822,-10.2174
2954.000000,10,5.2807,190.3455,47.6787,-1.8249,-10.8390
2954.000000,11,5.2807,190.3988,47.6443,-1.9125,-11.6400
2954.000000,12,5.2807,190.4527,47.7125,-1.8983,-11.8208
2954.000000,13,5.2807,190.5072,47.6450,-2.0203,-11.6606
2954.000000,14,5.2807,190.5623,47.6804,-2.0400,-10.9181
2954.000000,15,5.2807,190.4358,47.6656,-1.9283,-10.1786
2954.000000,16,5.2807,190.4880,47.6891,-1.9570,-11.2145
2954.000000,17,5.2807,190.5408,47.6744,-2.0245,-11.7775
2954.000000,18,5.2807,190.5942,47.6573,-2.0949,-11.8589
2954.000000,19,5.2807,190.6482,47.6995,-2.1067,-11.4123
2954.000000,20,5.2807,190.5255,47.6203,-2.0633,-9.3959
2954.000000,21,5.2807,190.5766,47.7085,-2.0262,-10.6490
2954.000000,22,5.2807,190.6284,47.6453,-2.1411,-11.5504
2954.000000,23,5.2807,190.6807,47.6906,-2.1482,-11.8501
2954.000000,24,5.2807,190.9136,47.6502,-2.4214,-11.8006
2955.000000,0,5.3492,190.1398,47.6498,-1.6480,-11.6956
2955.000000,1,5.3492,190.1956,47.6872,-1.6665,-11.8011
2955.000000,2,5.3492,190.2521,47.6600,-1.7502,-11.4615
2955.000000,3,5.3492,190.3092,47.7106,-1.7567,-10.5350
2955.000000,4,5.3492,190.3669,47.6090,-1.9160,-9.2785
2955.000000,5,5.3492,190.2314,47.7032,-1.6862,-11.3118
2955.000000,6,5.3492,190.2861,47.6539,-1.7903,-11.8245
2955.000000,7,5.3492,190.3414,47.6773,-1.8222,-11.7486
2955.000000,8,5.3492,190.3974,47.6875,-1.8679,-11.1941
2955.000000,9,5.3492,190.4539,47.6509,-1.9610,-10.2060
2955.000000,10,5.3492,190.3225,47.6787,-1.8019,-10.8303
2955.000000,11,5.3492,190.3760,47.6438,-1.8903,-11.6335
2955.000000,12,5.3492,190.4302,47.7125,-1.8758,-11.8144
2955.000000,13,5.3492,190.4850,47.6445,-1.9985,-11.6542
2955.000000,14,5.3492,190.5404,47.6804,-2.0180,-10.9098
2955.000000,15,5.3492,190.4130,47.6649,-1.9061,-10.1664
2955.000000,16,5.3492,190.4654,47.6888,-1.9347,-11.2053
2955.000000,17,5.3492,190.5185,47.6747,-2.0018,-11.7698
2955.000000,18,5.3492,190.5722,47.6576,-2.0725,-11.8524
2955.000000,19,5.3492,190.6264,47.6993,-2.0852,-11.4066
2955.000000,20,5.3492,190.5029,47.6191,-2.0418,-9.3786
2955.000000,21,5.3492,190.5542,47.7088,-2.0034,-10.6353
2955.000000,22,5.3492,190.6062,47.6455,-2.1188,-11.5406
2955.000000,23,5.3492,190.6588,47.6898,-2.1271,-11.8438
2955.000000,24,5.3492,190.8920,47.6504,-2.3996,-11.7949
2956.000000,0,5.4178,190.1164,47.6502,-1.6242,-11.6898
2956.000000,1,5.4178,190.1725,47.6862,-1.6443,-11.7950
2956.000000,2,5.4178,190.2293,47.6600,-1.7273,-11.4515
2956.000000,3,5.4178,190.2867,47.7105,-1.7342,-10.5213
