time_s,cell_idx,elevation_deg,path_loss_dB,beam_gain_dB,snr_dB,sinr_dB
260.000000,0,5.3635,190.2244,47.6298,-1.7527,-10.3516
260.000000,1,5.3635,190.2207,47.6732,-1.7055,-11.2957
260.000000,2,5.3635,190.2182,47.7085,-1.6678,-11.5992
260.000000,3,5.3635,190.2172,47.6849,-1.6904,-11.3238
260.000000,4,5.3635,190.2175,47.6316,-1.7440,-10.4300
260.000000,5,5.3635,190.3301,47.6228,-1.8653,-10.4287
260.000000,6,5.3635,190.3264,47.6608,-1.8236,-11.3410
260.000000,7,5.3635,190.3241,47.7115,-1.7706,-11.6089
260.000000,8,5.3635,190.3230,47.6752,-1.8059,-11.3451
260.000000,9,5.3635,190.3234,47.6243,-1.8571,-10.4648
260.000000,10,5.3635,190.4345,47.6126,-1.9800,-10.5052
260.000000,11,5.3635,190.4309,47.6644,-1.9246,-11.3667
260.000000,12,5.3635,190.4286,47.7125,-1.8742,-11.6190
260.000000,13,5.3635,190.4276,47.6641,-1.9216,-11.3666
260.000000,14,5.3635,190.4279,47.6155,-1.9705,-10.4995
260.000000,15,5.3635,190.5377,47.5992,-2.0966,-10.5812
260.000000,16,5.3635,190.5342,47.6724,-2.0199,-11.3852
260.000000,17,5.3635,190.5320,47.7115,-1.9785,-11.6296
260.000000,18,5.3635,190.5310,47.6517,-2.0374,-11.3882
260.000000,19,5.3635,190.5313,47.6052,-2.0842,-10.5341
260.000000,20,5.3635,190.6398,47.5831,-2.2147,-10.6565
260.000000,21,5.3635,190.6363,47.6779,-2.1165,-11.4043
260.000000,22,5.3635,190.6341,47.7089,-2.0833,-11.6408
260.000000,23,5.3635,190.6332,47.6558,-2.1354,-11.3908
260.000000,24,5.3635,190.6335,47.5935,-2.1980,-10.5686
261.000000,0,5.4404,190.1987,47.6292,-1.7275,-10.3384
261.000000,1,5.4404,190.1949,47.6731,-1.6798,-11.2853
261.000000,2,5.4404,190.1924,47.7084,-1.6421,-11.5900
261.000000,3,5.4404,190.1914,47.6850,-1.6644,-11.3134
261.000000,4,5.4404,190.1917,47.6312,-1.7185,-10.4170
261.000000,5,5.4404,190.3047,47.6223,-1.8404,-10.4158
261.000000,6,5.4404,190.3009,47.6606,-1.7983,-11.3309
261.000000,7,5.4404,190.2986,47.7115,-1.7451,-11.5996
261.000000,8,5.4404,190.2975,47.6752,-1.7804,-11.3349
261.000000,9,5.4404,190.2978,47.6239,-1.8320,-10.4520
261.000000,10,5.4404,190.4094,47.6120,-1.9554,-10.4927
261.000000,11,5.4404,190.4058,47.6642,-1.8996,-11.3567
261.000000,12,5.4404,190.4034,47.7125,-1.8490,-11.6097
261.000000,13,5.4404,190.4024,47.6639,-1.8966,-11.3566
261.000000,14,5.4404,190.4027,47.6149,-1.9458,-10.4870
261.000000,15,5.4404,190.5129,47.5986,-2.0724,-10.5690
261.000000,16,5.4404,190.5093,47.6723,-1.9950,-11.3751
261.000000,17,5.4404,190.5071,47.7115,-1.9536,-11.6203
261.000000,18,5.4404,190.5061,47.6512,-2.0130,-11.3784
261.000000,19,5.4404,190.5064,47.6045,-2.0600,-10.5218
261.000000,20,5.4404,190.6152,47.5822,-2.1910,-10.6448
261.000000,21,5.4404,190.6117,47.6779,-2.0918,-11.3941
261.000000,22,5.4404,190.6095,47.7088,-2.0588,-11.6315
261.000000,23,5.4404,190.6086,47.6556,-2.1110,-11.3806
261.000000,24,5.4404,190.6089,47.5926,-2.1743,-10.5566
