time_s,sat_x_m,sat_y_m,sat_z_m,elevation_deg
360.000000000,191798.672720733,0.000000000,597360.945670263,72.199386553
361.000000000,184241.423448188,0.000000000,597564.852097294,72.864403135
362.000000000,176683.957484749,0.000000000,597760.562622849,73.533560449
363.000000000,169126.283718938,0.000000000,597948.077016747,74.206739772
364.000000000,161568.411039522,0.000000000,598127.395058449,74.883816844
365.000000000,154010.348335501,0.000000000,598298.516537054,75.564661936
366.000000000,146452.104496099,0.000000000,598461.441251301,76.249139929
367.000000000,138893.688410757,0.000000000,598616.169009572,76.937110416
368.000000000,131335.108969112,0.000000000,598762.699629886,77.628427815
369.000000000,123776.375060995,0.000000000,598901.032939905,78.322941512
370.000000000,116217.495576424,0.000000000,599031.168776934,79.020496005
371.000000000,108658.479405582,0.000000000,599153.106987914,79.720931076
372.000000000,101099.335438815,0.000000000,599266.847429432,80.424081981
373.000000000,93540.072566619,0.000000000,599372.389967715,81.129779650
374.000000000,85980.699679629,0.000000000,599469.734478631,81.837850911
375.000000000,78421.225668613,0.000000000,599558.880847692,82.548118723
376.000000000,70861.659424452,0.000000000,599639.828970050,83.260402429
377.000000000,63302.009838142,0.000000000,599712.578750500,83.974518021
378.000000000,55742.285800773,0.000000000,599777.130103479,84.690278423
379.000000000,48182.496203523,0.000000000,599833.482953068,85.407493779
380.000000000,40622.649937648,0.000000000,599881.637232986,86.125971758
381.000000000,33062.755894467,0.000000000,599921.592886601,86.845517871
382.000000000,25502.822965364,0.000000000,599953.349866917,87.565935791
383.000000000,17942.860041759,0.000000000,599976.908136587,88.287027685
384.000000000,10382.876015111,0.000000000,599992.267667901,89.008594553
385.000000000,2822.879776908,0.000000000,599999.428442795,89.730436570
386.000000000,-4737.119781354,0.000000000,599998.390452847,89.547646568
387.000000000,-12297.113768172,0.000000000,599989.153699278,88.825855295
388.000000000,-19857.093292051,0.000000000,599971.718192952,88.104389827
389.000000000,-27417.049461513,0.000000000,599946.083954374,87.383449813
390.000000000,-34976.973385103,0.000000000,599912.251013695,86.663233990
391.000000000,-42536.856171411,0.000000000,599870.219410705,85.943939840
392.000000000,-50096.688929070,0.000000000,599819.989194840,85.225763257
393.000000000,-57656.462766773,0.000000000,599761.560425175,84.508898213
394.000000000,-65216.168793284,0.000000000,599694.933170431,83.793536442
395.000000000,-72775.798117446,0.000000000,599620.107508970,83.079867123
396.000000000,-80335.341848194,0.000000000,599537.083528796,82.368076585
397.000000000,-87894.791094558,0.000000000,599445.861327555,81.658348012
398.000000000,-95454.136965683,0.000000000,599346.441012536,80.950861170
399.000000000,-103013.370570840,0.000000000,599238.822700671,80.245792142
400.000000000,-110572.483019421,0.000000000,599123.006518531,79.543313086
401.000000000,-118131.465420971,0.000000000,598998.992602330,78.843591995
402.000000000,-125690.308885182,0.000000000,598866.781097924,78.146792487
403.000000000,-133249.004521912,0.000000000,598726.372160812,77.453073601
404.000000000,-140807.543441194,0.000000000,598577.765956131,76.762589617
405.000000000,-148365.916753240,0.000000000,598420.962658660,76.075489891
406.000000000,-155924.115568463,0.000000000,598255.962452821,75.391918703
407.000000000,-163482.130997476,0.000000000,598082.765532672,74.712015134
408.000000000,-171039.954151112,0.000000000,597901.372101917,74.035912946
409.000000000,-178597.576140427,0.000000000,597711.782373896,73.363740491
410.000000000,-186154.988076715,0.000000000,597513.996571590,72.695620632
411.000000000,-193712.181071519,0.000000000,597308.014927620,72.031670682
412.000000000,-201269.146236634,0.000000000,597093.837684247,71.372002360
413.000000000,-208825.874684129,0.000000000,596871.465093369,70.716721760
414.000000000,-216382.357526349,0.000000000,596640.897416524,70.065929344
415.000000000,-223938.585875925,0.000000000,596402.134924888,69.419719937
416.000000000,-231494.550845791,0.000000000,596155.177899277,68.778182750
417.000000000,-239050.243549191,0.000000000,595900.026630142,68.141401406
418.000000000,-246605.655099686,0.000000000,595636.681417573,67.509453985
419.000000000,-254160.776611173,0.000000000,595365.142571297,66.882413081
420.000000000,-261715.599197883,0.000000000,595085.410410677,66.260345865
421.000000000,-269270.113974405,0.000000000,594797.485264714,65.643314166
422.000000000,-276824.312055685,0.000000000,594501.367472043,65.031374558
423.000000000,-284378.184557045,0.000000000,594197.057380935,64.424578455
424.000000000,-291931.722594188,0.000000000,593884.555349298,63.822972218
425.000000000,-299484.917283212,0.000000000,593563.861744673,63.226597264
426.000000000,-307037.759740619,0.000000000,593234.976944234,62.635490189
427.000000000,-314590.241083321,0.000000000,592897.901334793,62.049682889
428.000000000,-322142.352428660,0.000000000,592552.635312792,61.469202692
429.000000000,-329694.084894412,0.000000000,592199.179284306,60.894072493
430.000000000,-337245.429598796,0.000000000,591837.533665044,60.324310890
431.000000000,-344796.377660488,0.000000000,591467.698880348,59.759932325
432.000000000,-352346.920198633,0.000000000,591089.675365187,59.200947230
433.000000000,-359897.048332850,0.000000000,590703.463564166,58.647362170
434.000000000,-367446.753183249,0.000000000,590309.063931517,58.099179991
435.000000000,-374996.025870432,0.000000000,589906.476931103,57.556399964
436.000000000,-382544.857515515,0.000000000,589495.703036417,57.019017937
437.000000000,-390093.239240129,0.000000000,589076.742730581,56.487026478
438.000000000,-397641.162166435,0.000000000,588649.596506344,55.960415023
439.000000000,-405188.617417136,0.000000000,588214.264866084,55.439170021
440.000000000,-412735.596115483,0.000000000,587770.748321803,54.923275077
441.000000000,-420282.089385288,0.000000000,587319.047395134,54.412711092
442.000000000,-427828.088350932,0.000000000,586859.162617334,53.907456406
443.000000000,-435373.584137379,0.000000000,586391.094529283,53.407486932
444.000000000,-442918.567870188,0.000000000,585914.843681488,52.912776292
445.000000000,-450463.030675512,0.000000000,585430.410634080,52.423295946
446.000000000,-458006.963680125,0.000000000,584937.795956812,51.939015324
447.000000000,-465550.358011420,0.000000000,584437.000229062,51.459901947
448.000000000,-473093.204797424,0.000000000,583928.024039825,50.985921551
449.000000000,-480635.495166811,0.000000000,583410.867987723,50.517038205
450.000000000,-488177.220248903,0.000000000,582885.532680996,50.053214425
451.000000000,-495718.371173693,0.000000000,582352.018737502,49.594411285
452.000000000,-503258.939071845,0.000000000,581810.326784723,49.140588524
453.000000000,-510798.915074712,0.000000000,581260.457459753,48.691704649
454.000000000,-518338.290314341,0.000000000,580702.411409309,48.247717036
455.000000000,-525877.055923487,0.000000000,580136.189289723,47.808582026
456.000000000,-533415.203035622,0.000000000,579561.791766941,47.374255015
457.000000000,-540952.722784942,0.000000000,578979.219516527,46.944690545
458.000000000,-548489.606306386,0.000000000,578388.473223659,46.519842386
459.000000000,-556025.844735639,0.000000000,577789.553583128,46.099663622
460.000000000,-563561.429209143,0.000000000,577182.461299339,45.684106723
461.000000000,-571096.350864111,0.000000000,576567.197086308,45.273123622
462.000000000,-578630.600838536,0.000000000,575943.761667661,44.866665785
463.000000000,-586164.170271200,0.000000000,575312.155776638,44.464684278
464.000000000,-593697.050301688,0.000000000,574672.380156083,44.067129834
465.000000000,-601229.232070389,0.000000000,574024.435558456,43.673952908
466.000000000,-608760.706718521,0.000000000,573368.322745818,43.285103738
467.000000000,-616291.465388128,0.000000000,572704.042489841,42.900532400
468.000000000,-623821.499222100,0.000000000,572031.595571800,42.520188859
469.000000000,-631350.799364178,0.000000000,571350.982782577,42.144023018
470.000000000,-638879.356958966,0.000000000,570662.204922657,41.771984760
471.000000000,-646407.163151940,0.000000000,569965.262802131,41.404024000
472.000000000,-653934.209089464,0.000000000,569260.157240688,41.040090716
473.000000000,-661460.485918790,0.000000000,568546.889067619,40.680134995
474.000000000,-668985.984788078,0.000000000,567825.459121819,40.324107064
475.000000000,-676510.696846403,0.000000000,567095.868251778,39.971957326
476.000000000,-684034.613243765,0.000000000,566358.117315587,39.623636392
477.000000000,-691557.725131100,0.000000000,565612.207180930,39.279095106
478.000000000,-699080.023660290,0.000000000,564858.138725094,38.938284579
479.000000000,-706601.499984176,0.000000000,564095.912834955,38.601156208
480.000000000,-714122.145256560,0.000000000,563325.530406989,38.267661703
481.000000000,-721641.950632227,0.000000000,562546.992347258,37.937753109
482.000000000,-729160.907266947,0.000000000,561760.299571423,37.611382824
483.000000000,-736679.006317489,0.000000000,560965.453004731,37.288503620
484.000000000,-744196.238941632,0.000000000,560162.453582020,36.969068657
485.000000000,-751712.596298172,0.000000000,559351.302247720,36.653031500
486.000000000,-759228.069546935,0.000000000,558531.999955843,36.340346135
487.000000000,-766742.649848789,0.000000000,557704.547669994,36.030966979
488.000000000,-774256.328365648,0.000000000,556868.946363358,35.724848893
489.000000000,-781769.096260489,0.000000000,556025.197018707,35.421947191
490.000000000,-789280.944697360,0.000000000,555173.300628396,35.122217652
491.000000000,-796791.864841390,0.000000000,554313.258194360,34.825616525
492.000000000,-804301.847858802,0.000000000,553445.070728118,34.532100540
493.000000000,-811810.884916917,0.000000000,552568.739250764,34.241626912
494.000000000,-819318.967184173,0.000000000,551684.264792976,33.954153344
495.000000000,-826826.085830127,0.000000000,550791.648395005,33.669638038
496.000000000,-834332.232025472,0.000000000,549890.891106679,33.388039693
497.000000000,-841837.396942042,0.000000000,548981.993987401,33.109317512
498.000000000,-849341.571752829,0.000000000,548064.958106149,32.833431201
499.000000000,-856844.747631986,0.000000000,547139.784541469,32.560340974
500.000000000,-864346.915754843,0.000000000,546206.474381482,32.290007551
501.000000000,-871848.067297916,0.000000000,545265.028723877,32.022392162
502.000000000,-879348.193438912,0.000000000,544315.448675912,31.757456545
503.000000000,-886847.285356750,0.000000000,543357.735354410,31.495162945
504.000000000,-894345.334231560,0.000000000,542391.889885763,31.235474115
505.000000000,-901842.331244703,0.000000000,541417.913405925,30.978353313
506.000000000,-909338.267578774,0.000000000,540435.807060414,30.723764302
507.000000000,-916833.134417619,0.000000000,539445.572004310,30.471671345
508.000000000,-924326.922946337,0.000000000,538447.209402251,30.222039206
509.000000000,-931819.624351302,0.000000000,537440.720428438,29.974833144
510.000000000,-939311.229820159,0.000000000,536426.106266627,29.730018914
511.000000000,-946801.730541847,0.000000000,535403.368110131,29.487562759
512.000000000,-954291.117706602,0.000000000,534372.507161818,29.247431410
513.000000000,-961779.382505970,0.000000000,533333.524634107,29.009592079
514.000000000,-969266.516132819,0.000000000,532286.421748973,28.774012460
515.000000000,-976752.509781345,0.000000000,531231.199737940,28.540660717
516.000000000,-984237.354647088,0.000000000,530167.859842080,28.309505489
517.000000000,-991721.041926934,0.000000000,529096.403312012,28.080515877
518.000000000,-999203.562819135,0.000000000,528016.831407904,27.853661446
519.000000000,-1006684.908523311,0.000000000,526929.145399466,27.628912214
520.000000000,-1014165.070240469,0.000000000,525833.346565954,27.406238652
521.000000000,-1021644.039173003,0.000000000,524729.436196165,27.185611678
522.000000000,-1029121.806524715,0.000000000,523617.415588432,26.967002649
523.000000000,-1036598.363500816,0.000000000,522497.286050632,26.750383360
524.000000000,-1044073.701307946,0.000000000,521369.048900177,26.535726036
525.000000000,-1051547.811154171,0.000000000,520232.705464014,26.323003327
526.000000000,-1059020.684249009,0.000000000,519088.257078624,26.112188302
527.000000000,-1066492.311803425,0.000000000,517935.705090024,25.903254447
528.000000000,-1073962.685029857,0.000000000,516775.050853756,25.696175657
529.000000000,-1081431.795142212,0.000000000,515606.295734895,25.490926228
530.000000000,-1088899.633355885,0.000000000,514429.441108043,25.287480857
531.000000000,-1096366.190887770,0.000000000,513244.488357327,25.085814633
532.000000000,-1103831.458956259,0.000000000,512051.438876401,24.885903033
533.000000000,-1111295.428781270,0.000000000,510850.294068439,24.687721916
534.000000000,-1118758.091584240,0.000000000,509641.055346136,24.491247516
535.000000000,-1126219.438588148,0.000000000,508423.724131709,24.296456440
536.000000000,-1133679.461017520,0.000000000,507198.301856891,24.103325661
537.000000000,-1141138.150098438,0.000000000,505964.789962932,23.911832509
538.000000000,-1148595.497058554,0.000000000,504723.189900596,23.721954673
539.000000000,-1156051.493127099,0.000000000,503473.503130157,23.533670189
540.000000000,-1163506.129534889,0.000000000,502215.731121405,23.346957440
541.000000000,-1170959.397514344,0.000000000,500949.875353635,23.161795145
542.000000000,-1178411.288299489,0.000000000,499675.937315654,22.978162358
543.000000000,-1185861.793125973,0.000000000,498393.918505770,22.796038464
544.000000000,-1193310.903231071,0.000000000,497103.820431797,22.615403168
545.000000000,-1200758.609853702,0.000000000,495805.644611052,22.436236497
546.000000000,-1208204.904234435,0.000000000,494499.392570351,22.258518789
547.000000000,-1215649.777615496,0.000000000,493185.065846010,22.082230691
548.000000000,-1223093.221240788,0.000000000,491862.665983841,21.907353156
549.000000000,-1230535.226355891,0.000000000,490532.194539151,21.733867432
550.000000000,-1237975.784208078,0.000000000,489193.653076741,21.561755064
551.000000000,-1245414.886046328,0.000000000,487847.043170901,21.390997885
552.000000000,-1252852.523121326,0.000000000,486492.366405414,21.221578013
553.000000000,-1260288.686685486,0.000000000,485129.624373549,21.053477846
554.000000000,-1267723.367992952,0.000000000,483758.818678059,20.886680056
555.000000000,-1275156.558299608,0.000000000,482379.950931183,20.721167588
556.000000000,-1282588.248863100,0.000000000,480993.022754642,20.556923652
557.000000000,-1290018.430942828,0.000000000,479598.035779635,20.393931720
558.000000000,-1297447.095799973,0.000000000,478194.991646845,20.232175522
559.000000000,-1304874.234697499,0.000000000,476783.892006422,20.071639041
560.000000000,-1312299.838900164,0.000000000,475364.738517998,19.912306510
561.000000000,-1319723.899674533,0.000000000,473937.532850672,19.754162407
562.000000000,-1327146.408288982,0.000000000,472502.276683019,19.597191449
563.000000000,-1334567.356013716,0.000000000,471058.971703077,19.441378593
564.000000000,-1341986.734120774,0.000000000,469607.619608353,19.286709026
565.000000000,-1349404.533884042,0.000000000,468148.222105819,19.133168166
566.000000000,-1356820.746579264,0.000000000,466680.780911908,18.980741655
567.000000000,-1364235.363484046,0.000000000,465205.297752514,18.829415357
568.000000000,-1371648.375877877,0.000000000,463721.774362991,18.679175353
569.000000000,-1379059.775042129,0.000000000,462230.212488143,18.530007940
